"bimac","density","bathymetry_prob","reconstruction_log_probability","percentile","longitude","latitude","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
122.42211151123,102.5390625,0.942884272507619,-2.28562307357788,"0p-25p",0,57,1138.97619636336,1881.78675920903,2624.5973220547,141.229446411133
0,172.3828125,0.942460908357185,-1.54084181785583,"25p-50p",0.5,57,1914.781696972,3163.55236891026,4412.32304084853,635.806396484375
0,221.71875,0.942081225869171,-1.62952649593353,"25p-50p",1,57,2462.79195830797,4068.96062676969,5675.12929523142,1213.96142578125
0,231.38671875,0.944360646880871,-1.6534116268158,"25p-50p",1.5,57,2570.18114253652,4246.38623549512,5922.59132845372,626.670837402344
0,204.66796875,0.944831924470605,-1.60462939739227,"25p-50p",2,57,2273.39648794127,3756.04637138122,5238.69625482118,596.16748046875
0,148.4765625,0.94558479094137,-1.44496560096741,"25p-50p",2.5,57,1649.23753233414,2724.82722733467,3800.4169223352,138.188888549805
124.899559020996,114.140625,0.946261810137246,-2.28461027145386,"0p-25p",3,57,1267.84321743761,2094.69748967954,2921.55176192146,632.899719238281
119.937835693359,95.7421875,0.946516640145023,-2.31911635398865,"0p-25p",3.5,57,1063.47834563299,1757.05117974146,2450.62401384993,780.793884277344
116.983116149902,80.7421875,0.947055171861985,-2.21295809745789,"0p-25p",4,57,896.862399193548,1481.77265953717,2066.68291988079,1195.14978027344
121.771896362305,88.41796875,0.946634697898045,-2.32143354415894,"0p-25p",4.5,57,982.122903035605,1622.63783979796,2263.15277656031,1424.63391113281
120.555137634277,96.4453125,0.94644714278578,-2.36110043525696,"0p-25p",5,57,1071.28846812234,1769.95486037604,2468.62125262973,4584.30322265625
121.585731506348,93.10546875,0.947713584855277,-2.26137256622314,"0p-25p",5.5,57,1034.19038629793,1708.6623773618,2383.13436842567,8099.59228515625
122.770797729492,84.140625,0.947480911469097,-2.2912220954895,"0p-25p",6,57,934.611324558734,1544.14044927095,2153.66957398317,2780.74145507812
119.392471313477,73.06640625,0.947454888038494,-2.27641701698303,"0p-25p",6.5,57,811.601895351491,1340.90747927638,1870.21306320126,4265.78369140625
117.467819213867,85.8984375,0.947826100188273,-2.33180356025696,"0p-25p",7,57,954.136630782106,1576.39965085739,2198.66267093268,7911.19677734375
122.766090393066,109.86328125,0.948013023580391,-2.39778995513916,"0p-25p",7.5,57,1220.33163896074,2016.20009915253,2812.06855934432,17271.44921875
0,91.5234375,0.948199819053381,-1.39025247097015,"25p-50p",8,57,1016.6176106969,1679.629095934,2342.64058117111,20019.60546875
0,41.25,0.948646480084676,-1.26709473133087,"50p-75p",10.5,57,0,0,0,1783.14501953125
122.379539489746,62.63671875,0.948728582716097,-2.18975353240967,"0p-25p",11,57,695.751745092818,1149.50288319683,1603.25402130084,6024.4462890625
119.851692199707,51.9140625,0.94831327655806,-2.12712407112122,"0p-25p",11.5,57,576.64737713025,952.721753519543,1328.79612990884,21215.51953125
113.562088012695,21.62109375,0.947557155974518,-2.08857870101929,"25p-50p",12,57,240.161266547474,396.788179513218,553.415092478962,9458.6337890625
0,361.40625,0,-1.70273125171661,"25p-50p",-2,57.5,4014.40295952526,6632.49184617217,9250.58073281907,15754.9541015625
0,400.72265625,0.945464440124392,-1.94287073612213,"25p-50p",-1.5,57.5,4451.11897538801,7354.02265498888,10256.9263345898,3731.76635742188
0,290.56640625,0.944285906880359,-1.77034068107605,"25p-50p",-1,57.5,3227.53311872337,5332.44602223861,7437.35892575386,8334.86328125
0,203.61328125,0.943341592549163,-1.59249210357666,"25p-50p",-0.5,57.5,2261.68130420724,3736.69085042936,5211.70039665147,9283.396484375
0,216.73828125,0.94025881383875,-1.60192656517029,"25p-50p",0,57.5,2407.47025734175,3977.55955560811,5547.64885387447,12754.5029296875
0,322.96875,0.940150976707925,-1.83773684501648,"25p-50p",0.5,57.5,3587.44959677419,5927.09063814867,8266.73167952314,9764.4033203125
0,392.2265625,0.94104065536965,-1.9712085723877,"25p-50p",1,57.5,4356.74666197505,7198.10318065442,10039.4596993338,1607.6416015625
0,344.00390625,0.943601064775407,-1.82931840419769,"25p-50p",1.5,57.5,3821.10242791388,6313.1257504664,8805.14907301893,149.473327636719
0,234.55078125,0.94386298732188,-1.65085232257843,"25p-50p",2,57.5,2605.32669373859,4304.45279835071,6003.57890296283,96.9574966430664
0,135,0.945540153907102,-1.45222055912018,"25p-50p",2.5,57.5,1499.54351795496,2477.50668183863,3455.4698457223,678.36279296875
0,95.5078125,0.946327254959245,-1.38483071327209,"50p-75p",3,57.5,0,0,0,2169.2578125
121.626266479492,100.4296875,0.946032637383233,-2.32479763031006,"0p-25p",3.5,57.5,1115.54582889531,1843.0757173053,2570.60560571529,2062.59399414062
119.99552154541,123.22265625,0.946515718928475,-2.34012651443481,"0p-25p",4,57.5,1368.72396625837,2261.37003120948,3154.01609616059,2195.14038085938
122.834815979004,162.94921875,0.946070812721723,-2.3914430141449,"0p-25p",4.5,57.5,1809.99588690657,2990.42798706303,4170.86008721949,1126.87280273438
121.420112609863,180.29296875,0.944959677553952,-2.52629637718201,"0p-25p",5,57.5,2002.64557497718,3308.71877604925,4614.79197712132,3226.23364257812
123.051246643066,165.9375,0.944879845764746,-2.41919612884521,"0p-25p",5.5,57.5,1843.18890748631,3045.26862975998,4247.34835203366,7353.43798828125
123.198432922363,134.296875,0.942484133797908,-2.46901607513428,"0p-25p",6,57.5,1491.73339546561,2464.60300120405,3437.4726069425,8067.220703125
120.941543579102,88.30078125,0.939668091955612,-2.34135866165161,"0p-25p",6.5,57.5,980.821215954047,1620.48722635886,2260.15323676367,4989.18310546875
119.287582397461,64.6875,0.908883391598063,-2.33143830299377,"0p-25p",7,57.5,718.531269020085,1187.13861838101,1655.74596774194,7716.09033203125
124.898475646973,86.77734375,0.864730508635796,-2.3102445602417,"0p-25p",7.5,57.5,963.899283893792,1592.52925165061,2221.15921940743,11251.25
0,107.98828125,0.931125240440441,-1.40594530105591,"25p-50p",8,57.5,1199.50464565581,1981.79028412699,2764.07592259818,17706.736328125
0,97.1484375,0.943703395066541,-1.39920055866241,"25p-50p",8.5,57.5,1079.09859061169,1782.85854101061,2486.61849140954,25339.865234375
0,71.015625,0.947919758118968,-1.33708655834198,"50p-75p",9,57.5,0,0,0,36144.03125
123.393661499023,101.54296875,0.948873221570176,-2.3779354095459,"0p-25p",10.5,57.5,1127.91185617012,1863.50654497671,2599.10123378331,25426.61328125
123.437644958496,127.1484375,0.947742332944479,-2.44245386123657,"0p-25p",11,57.5,1412.33048349057,2333.4155814192,3254.50067934783,30514.26953125
117.562660217285,79.5703125,0.946582822819717,-2.26720881462097,"0p-25p",11.5,57.5,883.845528377967,1460.26652514621,2036.68752191445,11142.11328125
118.774398803711,14.1796875,0,-1.99852442741394,"25p-50p",-4,58,157.504136868533,260.22422613062,362.944315392707,61.0402793884277
117.812812805176,59.12109375,0.947762489315178,-2.27609944343567,"0p-25p",-3.5,58,656.701132646074,1084.98448002395,1513.26782740182,3415.42602539062
115.970672607422,121.875,0.947274067979669,-2.38765454292297,"0p-25p",-3,58,1353.75456482045,2236.63797665987,3119.5213884993,4917.2080078125
0,229.8046875,0.946158752182594,-1.58935368061066,"25p-50p",-2.5,58,2552.60836693548,4217.35295406732,5882.09754119916,3438.541015625
0,383.7890625,0.945659896744056,-1.91833090782166,"25p-50p",-2,58,4263.02519210286,7043.25901303951,9823.49283397616,8416.9638671875
0,429.43359375,0.945916448899627,-1.99000287055969,"25p-50p",-1.5,58,4770.03231036975,7880.92294756741,10991.8135847651,5851.32275390625
0,360.8203125,0.94200976664157,-1.85486400127411,"25p-50p",-1,58,4007.89452411747,6621.73877897669,9235.5830338359,7006.04638671875
0,298.76953125,0.941205388972493,-1.78213822841644,"25p-50p",-0.5,58,3318.65121443244,5482.98896297534,7647.32671151823,18440.314453125
0,307.265625,0.937348827337511,-1.78105962276459,"25p-50p",0,58,3413.0235278454,5638.9084373098,7864.79334677419,17631.72265625
0,424.51171875,0.935354293173943,-1.96106731891632,"25p-50p",0.5,58,4715.36145294431,7790.59718312538,10865.8329133065,15104.3720703125
0,537.0703125,0.939014447978293,-2.19874215126038,"0p-25p",1,58,5965.63189478089,9856.26139137712,13746.8908879733,16263.7841796875
0,473.61328125,0.941865179521959,-2.09169363975525,"25p-50p",1.5,58,5260.76834011716,8691.70421410662,12122.6400880961,1619.96142578125
0,302.28515625,0.944637224735405,-1.76480400562286,"25p-50p",2,58,3357.70182687918,5547.50736614822,7737.31290541725,1370.81970214844
0,192.65625,0.946161785017001,-1.57671749591827,"25p-50p",2.5,58,2139.97356208156,3535.60849387388,4931.2434256662,2170.365234375
0,171.26953125,0.945856420054143,-1.55281949043274,"25p-50p",3,58,1902.4156696972,3143.12154123885,4383.8274127805,2578.646484375
0,191.77734375,0.946291006558916,-1.5797837972641,"25p-50p",3.5,58,2130.21090896987,3519.47889308066,4908.74687719144,1708.40588378906
0,234.31640625,0.944117135942778,-1.66491055488586,"25p-50p",4,58,2602.72331957547,4300.15157147252,5997.57982336956,3463.72216796875
0,289.98046875,0.942112871141246,-1.71239078044891,"25p-50p",4.5,58,3221.02468331558,5321.69295504313,7422.36122677069,3719.62158203125
0,331.69921875,0.922630785139018,-1.79917681217194,"25p-50p",5,58,3684.42528435027,6087.31133936132,8490.19739437237,5485.9189453125
0,309.609375,0.758533060893765,-1.71635770797729,"25p-50p",5.5,58,3439.05726947657,5681.92070609172,7924.78414270687,3567.763671875
0,213.75,0.593921955566432,-1.50934088230133,"25p-50p",6,58,2374.27723676202,3922.71891291116,5471.16058906031,2483.6689453125
122.442573547363,104.23828125,0.622230449684143,-2.43878769874573,"0p-25p",6.5,58,1157.85065904595,1912.97065407592,2668.09064910589,12751.2744140625
121.552635192871,51.85546875,0,-2.05890321731567,"25p-50p",7,58,575.99653358947,951.646446799994,1327.29636001052,9746.287109375
0,55.4296875,0,-1.15380072593689,"50p-75p",7.5,58,0,0,0,1768.9775390625
0,73.59375,0.945299160810047,-1.36395239830017,"50p-75p",8,58,0,0,0,2888.9951171875
0,83.14453125,0.423947331128452,-1.28437113761902,"50p-75p",8.5,58,0,0,0,7422.26318359375
0,80.21484375,0.161365720121384,-1.16693460941315,"50p-75p",9,58,0,0,0,2215.41918945312
0,64.74609375,0.331084282834129,-1.18625593185425,"50p-75p",9.5,58,0,0,0,14677.2353515625
120.14769744873,72.0703125,0.930366031876942,-2.33334136009216,"0p-25p",10,58,800.537555158247,1322.62726504406,1844.71697492987,25026.259765625
119.30492401123,118.828125,0.936984578397635,-2.47737884521484,"0p-25p",10.5,58,1319.91070069994,2180.72202724338,3041.53335378682,21137.0546875
115.554161071777,124.8046875,0.932636192387184,-2.40471959114075,"0p-25p",11,58,1386.2967418594,2290.40331263728,3194.50988341515,13504.513671875
115.934532165527,114.609375,0,-2.19977259635925,"0p-25p",-3.5,58.5,1273.04996576385,2103.29994343592,2933.54992110799,2761.39819335938
119.826118469238,200.625,0.946988534109374,-2.51158356666565,"0p-25p",-3,58.5,2228.48828362751,3681.85020773241,5135.21213183731,719.881652832031
0,252.12890625,0.94611987885629,-1.68371963500977,"25p-50p",-2.5,58.5,2800.57975597231,4627.04481421511,6453.50987245792,1427.8447265625
0,291.328125,0.943745079877904,-1.76744318008423,"25p-50p",-2,58.5,3235.9940847535,5346.42500959274,7456.85593443198,6259.49462890625
0,308.7890625,0.942127009911653,-1.77591800689697,"25p-50p",-1.5,58.5,3429.94545990566,5666.86641201805,7903.78736413043,14706.544921875
0,294.9609375,0.943426404032749,-1.74513936042786,"25p-50p",-1,58.5,3276.3463842818,5413.09402620472,7549.84166812763,11196.220703125
0,284.1796875,0.938820727833779,-1.7372362613678,"25p-50p",-0.5,58.5,3156.59117277845,5215.23758980788,7273.88400683731,7882.78955078125
0,283.59375,0.933000596988054,-1.74628794193268,"25p-50p",0,58.5,3150.08273737066,5204.4845226124,7258.88630785414,2313.33349609375
0,362.8125,0.930848499737143,-1.9046618938446,"25p-50p",0.5,58.5,4030.02320450396,6658.29920744132,9286.57521037868,6260.2158203125
0,513.984375,0.936904678203311,-2.183345079422,"0p-25p",1,58.5,5709.19953971394,9432.5905438752,13155.9815480365,6607.4970703125
0,580.78125,0.938825640673353,-2.25500178337097,"0p-25p",1.5,58.5,6451.16117620207,10658.4402041599,14865.7192321178,2030.6875
0,562.8515625,0.945238420301286,-2.29374408721924,"0p-25p",2,58.5,6252.00305272368,10329.3963479782,14406.7896432328,1347.0888671875
0,506.19140625,0.945353298318748,-2.15480947494507,"0p-25p",2.5,58.5,5622.63734879032,9289.57475017531,12956.5121515603,2146.19018554688
0,411.50390625,0.94400215529282,-1.97188770771027,"25p-50p",3,58.5,4570.87418689136,7551.87909138572,10532.8839958801,2443.8544921875
0,365.21484375,0.942140577520062,-1.8825718164444,"25p-50p",3.5,58.5,4056.7077896759,6702.38678294279,9348.06577620968,5488.44384765625
0,383.7890625,0.810654619193413,-1.87391912937164,"25p-50p",4,58.5,4263.02519210286,7043.25901303951,9823.49283397616,349.48583984375
0,432.65625,0.693612312347545,-1.97563898563385,"25p-50p",4.5,58.5,4805.8287051126,7940.06481714255,11074.3009291725,22.3041687011719
0,460.37109375,0.676299868172301,-2.02388048171997,"25p-50p",5,58.5,5113.67769990109,8448.68489548876,11783.6920910764,2823.17211914062
0,357.7734375,0.643463815395184,-1.80211281776428,"25p-50p",5.5,58.5,3974.05065999696,6565.82282956019,9157.59499912342,5301.36572265625
0,194.58984375,0,-1.36557602882385,"50p-75p",6,58.5,0,0,0,423.916137695312
119.203788757324,29.47265625,0,-2.04330968856812,"25p-50p",8.5,58.5,327.374301011869,540.879279932652,754.384258853436,47.7416687011719
0,39.78515625,0.936952097540052,-1.26997172832489,"50p-75p",9,58.5,0,0,0,2047.71118164062
0,51.73828125,0.17592773504859,-1.15452909469604,"50p-75p",9.5,58.5,0,0,0,5016.291015625
125.010154724121,63.6328125,0.244934765912184,-2.25174760818481,"0p-25p",10,58.5,706.816085286062,1167.78309742915,1628.75010957223,11248.6904296875
117.280792236328,81.796875,0.613663335916271,-2.19503927230835,"0p-25p",10.5,58.5,908.577582927571,1501.12818048903,2093.67877805049,31276.751953125
118.592582702637,66.62109375,0.947088975648057,-2.28234553337097,"0p-25p",11,58.5,740.009105865794,1222.62374012609,1705.2383743864,11690.517578125
0,13.4765625,0.94619148447676,-1.19674038887024,"50p-75p",-4.5,59,0,0,0,343.98388671875
119.560035705566,57.71484375,0.945775293104467,-2.21944713592529,"0p-25p",-4,59,641.080887667377,1059.1771187548,1477.27334984222,2015.97412109375
116.514022827148,132.48046875,0.945225860957785,-2.23637413978577,"0p-25p",-3.5,59,1471.55724570146,2431.26849289807,3390.97974009467,1417.73107910156
119.902183532715,202.44140625,0,-2.39327168464661,"0p-25p",-3,59,2248.66443339166,3715.1847160384,5181.70499868513,3050.86840820312
0,214.04296875,0.946036028022881,-1.59416437149048,"25p-50p",-2.5,59,2377.53145446592,3928.0954465089,5478.65943855189,315.369995117188
0,189.609375,0.945296994254445,-1.56162548065186,"25p-50p",-2,59,2106.12969796105,3479.69254445738,4853.25539095372,10664.4775390625
0,186.15234375,0.942778794735356,-1.5697990655899,"25p-50p",-1.5,59,2067.72992905508,3416.24944800405,4764.76896695302,2724.41918945312
0,196.875,0.9398284390221,-1.56149256229401,"25p-50p",-1,59,2186.83429701765,3613.03057768134,5039.22685834502,4096.22314453125
0,211.69921875,0.937708231107056,-1.63342928886414,"25p-50p",-0.5,59,2351.49771283475,3885.08317772698,5418.66864261921,4256.91845703125
123.788452148438,219.2578125,0.935652028840558,-2.59072041511536,"0p-25p",0,59,2435.45652959525,4023.79774454868,5612.1389595021,1994.998046875
0,263.0859375,0.934541573571691,-1.71176242828369,"25p-50p",0.5,59,2922.28749809799,4828.12717077059,6733.9668434432,2271.95874023438
0,417.59765625,0.940296989811076,-1.99972534179688,"25p-50p",1,59,4638.56191513238,7663.71099021871,10688.860065305,1245.96081542969
0,667.32421875,0.940924353666514,-2.4408962726593,"0p-25p",1.5,59,7412.45708593274,12246.6682289324,17080.879371932,1000.89556884766
0,918.046875,0.9413059491136,-2.95230793952942,"0p-25p",2,59,10197.4165969264,16847.9056818783,23498.3947668303,2606.02124023438
0,922.03125,0.941652208419519,-2.97079658508301,"0p-25p",2.5,59,10241.6739576993,16921.0265388076,23600.3791199158,1960.22863769531
0,653.61328125,0.936534146211077,-2.40519952774048,"0p-25p",3,59,7260.15969739044,11995.0464565581,16729.9332157258,5643.56689453125
0,473.96484375,0.881375164384583,-2.10359072685242,"0p-25p",3.5,59,5264.67340136184,8698.15605442391,12131.638707486,3533.50659179688
0,474.7265625,0.674978450106913,-2.01541972160339,"25p-50p",4,59,5273.13436739197,8712.13504177803,12151.1357161641,494.837493896484
0,493.76953125,0.777269762764597,-2.09145092964172,"25p-50p",4.5,59,5484.65851814516,9061.60972563114,12638.5609331171,2339.65795898438
0,443.96484375,0.826538830843049,-1.99143719673157,"25p-50p",5,59,4931.44150848296,8147.59901401532,11363.7565195477,16415.73046875
0,29.6484375,0,-1.01504385471344,"75p-100p",9.5,59,0,0,0,377.154449462891
124.421684265137,51.97265625,0.948493161426418,-2.26396441459656,"0p-25p",10,59,577.298220671029,953.797060239091,1330.29589980715,1266.46447753906
120.564254760742,59.0625,0.944599792862388,-2.13997340202332,"0p-25p",10.5,59,656.050289105295,1083.9091733044,1511.76805750351,14493.701171875
0,26.54296875,0.943959518836401,-1.25710904598236,"50p-75p",-4.5,59.5,0,0,0,250.52278137207
0,95.15625,0.934975631814014,-1.35880327224731,"50p-75p",-4,59.5,0,0,0,3249.80395507812
120.623908996582,150,0.937726564050219,-2.29913640022278,"0p-25p",-3.5,59.5,1666.1594643944,2752.78520204292,3839.41093969144,1331.22448730469
122.369842529297,174.2578125,0.945695409759078,-2.46757340431213,"0p-25p",-3,59.5,1935.60869027693,3197.9621839358,4460.31567759467,354.694732666016
125.898330688477,182.40234375,0.945551575214983,-2.46181988716125,"0p-25p",-2.5,59.5,2026.07594244522,3347.42981795298,4668.78369346073,926.125
0,189.08203125,0.944144529482538,-1.54746782779694,"25p-50p",-2,59.5,2100.27210609403,3470.01478398145,4839.75746186886,10471.8271484375
0,230.15625,0.945379822712193,-1.61214506626129,"25p-50p",-1.5,59.5,2556.51342818016,4223.80479438461,5891.09616058906,2271.50830078125
0,240.99609375,0.939911496963433,-1.63529360294342,"25p-50p",-1,59.5,2676.91948322428,4422.73653750099,6168.5535917777,2923.11303710938
0,211.11328125,0.939296424198533,-1.60697615146637,"25p-50p",-0.5,59.5,2344.98927742696,3874.3301105315,5403.67094363604,5542.15576171875
0,208.59375,0.93824336371065,-1.59409332275391,"25p-50p",0,59.5,2317.00300517346,3828.09192159094,5339.18083800841,3509.2041015625
0,261.9140625,0.939488773401135,-1.73532509803772,"25p-50p",0.5,59.5,2909.27062728241,4806.62103637963,6703.97144547686,2086.07080078125
0,414.78515625,0.941136559317851,-1.98676252365112,"25p-50p",1,59.5,4607.32142517498,7612.09626768041,10616.8711101858,896.195007324219
0,697.67578125,0.940937149612779,-2.49170637130737,"0p-25p",1.5,59.5,7749.5940400563,12803.6771096582,17857.7601792602,896.797241210938
0,983.02734375,0.940582119259214,-3.04467248916626,"0p-25p",2,59.5,10919.2020836503,18040.4208338571,25161.6395840638,1747.54223632812
0,957.71484375,0.940381044698193,-3.03406071662903,"0p-25p",2.5,59.5,10638.0376740338,17575.8883310123,24513.7389879909,2386.61303710938
0,629.47265625,0.940080199234996,-2.37282752990723,"0p-25p",3,59.5,6992.01215858947,11552.0200881043,16112.0280176192,6933.76318359375
0,424.39453125,0.823884081327892,-1.98759829998016,"25p-50p",3.5,59.5,4714.05976586275,7788.44656968628,10862.8333735098,2808.98510742188
0,448.828125,0.711656017778174,-2.01609468460083,"25p-50p",4,59.5,4985.46152236762,8236.84947173781,11488.237421108,101.55916595459
0,408.10546875,0.750538640047808,-1.88989102840424,"25p-50p",4.5,59.5,4533.12526152617,7489.51130165193,10445.8973417777,506.223876953125
0,238.59375,0,-1.40616118907928,"25p-50p",5.5,59.5,2650.23489805234,4378.64896199952,6107.0630259467,3936.958984375
118.993118286133,40.60546875,0,-2.21193909645081,"0p-25p",10.5,59.5,451.03457375989,745.187556646775,1039.34053953366,1289.93359375
0,45.99609375,0.683241945257745,-1.23771786689758,"50p-75p",-4.5,60,0,0,0,6989.720703125
0,154.04296875,0.933698120217433,-1.47289991378784,"25p-50p",-4,60,1711.06766870816,2826.98136569174,3942.89506267532,9745.0166015625
0,220.60546875,0.938419212510544,-1.65159046649933,"25p-50p",-3.5,60,2450.42593103317,4048.52979909828,5646.63366716339,11551.2958984375
0,226.9921875,0.941536232067092,-1.59420239925385,"25p-50p",-3,60,2521.36787697809,4165.73823152902,5810.10858607994,6111.392578125
0,235.72265625,0.94301937794789,-1.66273486614227,"25p-50p",-2.5,60,2618.34356455417,4325.95893274167,6033.57430092917,3362.85668945312
0,255.46875,0.945668731354692,-1.69984185695648,"25p-50p",-2,60,2837.67783779671,4688.33729722935,6538.99675666199,4548.109375
0,316.40625,0.942710482341637,-1.78239679336548,"25p-50p",-1.5,60,3514.55512020694,5806.65628555929,8098.75745091164,7565.6494140625
0,366.15234375,0.944688815039257,-1.88534653186798,"25p-50p",-1,60,4067.12128632836,6719.59169045556,9372.06209458275,1648.87475585938
0,304.74609375,0.940677832897299,-1.75100004673004,"25p-50p",-0.5,60,3385.0372555919,5592.67024836923,7800.30324114656,5429.47021484375
0,261.73828125,0.939884627713692,-1.70335412025452,"25p-50p",0,60,2907.31809666007,4803.39511622099,6699.47213578191,6873.6201171875
0,303.57421875,0.940717376950058,-1.75058770179749,"25p-50p",0.5,60,3372.02038477632,5571.16411397827,7770.30784318022,5068.78125
0,418.06640625,0.941311428880707,-1.99339354038239,"25p-50p",1,60,4643.76866345861,7672.3134439751,10700.8582244916,3221.87060546875
0,586.46484375,0.943424187593344,-2.3175060749054,"0p-25p",1.5,60,6514.29299965764,10762.7449559561,15011.1969122546,4342.6904296875
0,708.6328125,0.943663532280849,-2.52476191520691,"0p-25p",2,60,7871.30178218198,13004.7594662137,18138.2171502454,3258.66552734375
0,653.0859375,0.94244589760196,-2.44028306007385,"0p-25p",2.5,60,7254.30210552343,11985.3686960822,16716.435286641,3983.61669921875
0,466.34765625,0.940001650115951,-2.07561302185059,"25p-50p",3,60,5180.06374106056,8558.36618088266,11936.6686207048,6926.3359375
0,377.6953125,0.687720856832892,-1.89783930778503,"25p-50p",3.5,60,4195.33746386184,6931.42711420651,9667.51676455119,1933.55725097656
0,446.484375,0.683659582279386,-2.02448463439941,"25p-50p",4,60,4959.42778073646,8193.83720295589,11428.2466251753,60.2644462585449
0,447.01171875,0.711656017778174,-1.9942399263382,"25p-50p",4.5,60,4965.28537260347,8203.51496343182,11441.7445542602,1071.38525390625
0,40.95703125,0.131036408136391,-1.08823573589325,"50p-75p",-4.5,60.5,0,0,0,1195.52392578125
0,142.6171875,0.282271277492165,-1.28975868225098,"50p-75p",-4,60.5,0,0,0,968.650817871094
0,230.859375,0.495977195983104,-1.60564577579498,"25p-50p",-3.5,60.5,2564.32355066951,4236.70847501919,5909.09339936886,5957.708984375
0,285.87890625,0.915192579845986,-1.73570764064789,"25p-50p",-3,60.5,3175.46563546105,5246.42148467477,7317.3773338885,10203.74609375
0,324.7265625,0.938252057882345,-1.81957471370697,"25p-50p",-2.5,60.5,3606.97490299757,5959.34983973511,8311.72477647265,7116.71923828125
0,297.0703125,0.942145455304986,-1.73347496986389,"25p-50p",-2,60.5,3299.77675174985,5451.80506810844,7603.83338446704,2305.39453125
0,367.5,0.945311212836262,-1.87357115745544,"25p-50p",-1,60.5,4082.09068776628,6744.32374500516,9406.55680224404,3391.69384765625
0,347.8125,0.944174890827329,-1.84888303279877,"25p-50p",-0.5,60.5,3863.40725806452,6383.02068723703,8902.63411640954,6511.6826171875
0,306.62109375,0.940801083304829,-1.76973366737366,"25p-50p",0,60.5,3405.86424889683,5627.08006339477,7848.29587789271,5086.89990234375
0,332.34375,0.938636292984628,-1.81069147586823,"25p-50p",0.5,60.5,3691.58456329884,6099.13971327635,8506.69486325386,3075.912109375
0,410.44921875,0.937268741489982,-1.94421136379242,"25p-50p",1,60.5,4559.15900315733,7532.52357043386,10505.8881377104,3337.59545898438
0,541.11328125,0.937370649870785,-2.25889778137207,"0p-25p",1.5,60.5,6010.54009909464,9930.45755502593,13850.3750109572,2108.12646484375
0,616.0546875,0.942247093148512,-2.34326219558716,"0p-25p",2,60.5,6842.96898775106,11305.7748493278,15768.5807109046,2599.86840820312
0,548.90625,0.943750111917823,-2.22694325447083,"0p-25p",2.5,60.5,6097.10229001826,10073.4733487258,14049.8444074334,4310.02978515625
0,440.7421875,0.941239263315341,-2.01603245735168,"25p-50p",3,60.5,4895.64511374011,8088.45714444018,11281.2691751403,5037.958984375
0,441.62109375,0.635004336225023,-2.00605010986328,"25p-50p",3.5,60.5,4905.40776685179,8104.5867452334,11303.765723615,743.359130859375
0,560.68359375,0.660042139293295,-2.22779893875122,"0p-25p",4,60.5,6227.92184171485,10289.609999355,14351.2981569951,134.255828857422
0,623.61328125,0.671065880276192,-2.33336400985718,"0p-25p",4.5,60.5,6926.92780451156,11444.4894161495,15962.0510277875,6658.6728515625
0,405.3515625,0.94662621503777,-1.94799208641052,"25p-50p",5,60.5,4502.53561510956,7438.97188583318,10375.4081565568,6766.189453125
0,14.23828125,0.14133478936212,-1.1144505739212,"50p-75p",-4.5,61,0,0,0,3104.25927734375
0,59.47265625,0.143224784119876,-1.1406581401825,"50p-75p",-4,61,0,0,0,1209.70227050781
125.765464782715,125.390625,0.140185122612453,-2.32392811775208,"0p-25p",-3.5,61,1392.80517726719,2301.15637983276,3209.50758239832,6.625
0,205.83984375,0.134344012786172,-1.37476861476898,"50p-75p",-3,61,0,0,0,132.37028503418
0,278.49609375,0.24928230075417,-1.59870910644531,"25p-50p",-2.5,61,3093.45934932288,5110.93283801172,7128.40632670056,853.883850097656
0,290.33203125,0.898807317374341,-1.72537100315094,"25p-50p",-2,61,3224.92974456026,5328.14479536042,7431.35984616059,4701.6142578125
0,281.07421875,0.938778864544304,-1.74014437198639,"25p-50p",-1.5,61,3122.09646511716,5158.24633367183,7194.39620222651,7299.0234375
0,306.5625,0.940214867559344,-1.78264570236206,"25p-50p",-1,61,3405.21340535606,5626.00475667522,7846.79610799439,3183.2294921875
0,287.75390625,0.935891678133505,-1.7385960817337,"25p-50p",-0.5,61,3196.29262876598,5280.83129970031,7365.36997063464,2545.84448242188
0,273.3984375,0.937129058211512,-1.71600210666656,"25p-50p",0,61,3036.83596127511,5017.38115341105,6997.92634554698,2005.58142089844
0,323.02734375,0.938632116230851,-1.81599867343903,"25p-50p",0.5,61,3588.10044031497,5928.16594486821,8268.23144942146,1751.56909179688
0,452.109375,0.934078447034602,-2.04428815841675,"25p-50p",1,61,5021.90876065125,8297.06664803249,11572.2245354137,2233.71142578125
0,661.9921875,0.93694716768624,-2.44306755065918,"0p-25p",1.5,61,7353.23032372185,12148.8153174535,16944.4003111851,7585.083984375
0,783.10546875,0.939924537999807,-2.66276741027832,"0p-25p",2,61,8698.52392251217,14371.4743067592,20044.4246910063,3956.76489257812
0,651.796875,0.936058373076085,-2.41679620742798,"0p-25p",2.5,61,7239.98354762629,11961.7119482521,16683.440348878,2524.880859375
0,457.5,0.608926672595694,-1.99268853664398,"25p-50p",3,61,5081.78636640292,8395.99486623091,11710.2033660589,298.413055419922
0,450.05859375,0.524396003050757,-1.91217482089996,"25p-50p",3.5,61,4999.12923672398,8259.43091284831,11519.7325889726,18.6097221374512
