"bimac","density","density_freq","reconstruction_log_probability","percentile","longitude","latitude","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
0,678.22265625,126.2109375,-3.28069949150085,"0p-25p",2,61.5,7533.51398451765,12446.6752787683,17359.8365730189,95.0833282470703
0,523.4765625,100.13671875,-2.68260502815247,"0p-25p",2.5,61.5,5814.63619332015,9606.79023244198,13398.9442715638,138.218048095703
0,321.6796875,59.1796875,-1.87871754169464,"0p-25p",3,61.5,3573.13103887705,5903.43389031861,8233.73674176017,39.8630561828613
0,309.375,57.12890625,-1.73094868659973,"0p-25p",3.5,61.5,3436.45389531345,5677.61947921353,7918.7850631136,362.841949462891
0,427.08984375,77.87109375,-2.23114824295044,"0p-25p",4,61.5,4743.99856873859,7837.91067878549,10931.8227888324,1608.10034179688
0,380.91796875,65.390625,-2.01953482627869,"0p-25p",4.5,61.5,4231.13385860469,6990.56898378166,9750.00410895862,5754.0947265625
0,3.75,0.76171875,-0.564241468906403,"50p-75p",-4.5,62,0,0,0,4868.12646484375
0,11.89453125,2.2265625,-0.581200897693634,"50p-75p",-4,62,0,0,0,3285.10424804688
121.645683288574,15.17578125,2.4609375,-1.47523510456085,"25p-50p",-3.5,62,168.568477061777,278.504440362936,388.440403664095,959.964172363281
122.779014587402,14.94140625,1.7578125,-1.57691550254822,"25p-50p",-3,62,165.965102898661,274.203213484744,382.441324070827,850.473327636719
125.992118835449,28.53515625,2.4609375,-1.55932223796844,"25p-50p",-2.5,62,316.960804359403,523.674372419884,730.387940480365,48.6963882446289
119.724975585938,63.8671875,8.02734375,-1.69899225234985,"25p-50p",-2,62,709.419459449178,1172.08432430734,1634.7491891655,28.252498626709
119.046493530273,105.64453125,20.2734375,-1.84797763824463,"0p-25p",-1.5,62,1173.47090402465,1938.77801534507,2704.0851266655,69.4972229003906
119.092849731445,129.140625,30.234375,-2.02759194374084,"0p-25p",-1,62,1434.45916387705,2369.97600988383,3305.4928558906,357.022216796875
122.373825073242,118.30078125,27.890625,-1.95681035518646,"0p-25p",-0.5,62,1314.05310883293,2171.04426676745,3028.03542470196,668.330810546875
119.215843200684,100.8984375,20.7421875,-2.02969598770142,"0p-25p",0,62,1120.75257722155,1851.67817106168,2582.60376490182,858.800537109375
120.858894348145,152.28515625,25.60546875,-2.07508420944214,"0p-25p",0.5,62,1691.54236248478,2794.7221641053,3897.90196572581,1907.21301269531
0,258.45703125,41.66015625,-1.4697904586792,"25p-50p",1,62,2870.87085837645,4743.1779399263,6615.48502147616,1369.34558105469
0,318.75,54.66796875,-1.73020088672638,"0p-25p",1.5,62,3540.5888618381,5849.66855434121,8158.74824684432,183.242492675781
0,300.64453125,56.1328125,-1.75935328006744,"0p-25p",2,62,3339.47820773737,5517.39877800087,7695.31934826437,137.75471496582
0,214.27734375,40.78125,-1.42053508758545,"25p-50p",2.5,62,2380.13482862903,3932.3966733871,5484.65851814516,119.83194732666
0,131.25,23.14453125,-1.07568299770355,"25p-50p",3,62,1457.8895313451,2408.68705178756,3359.48457223001,196.901947021484
0,160.25390625,28.18359375,-1.15787041187286,"25p-50p",3.5,62,1780.05708403074,2940.96387796383,4101.87067189691,571.797485351562
0,276.38671875,45.41015625,-1.56529104709625,"25p-50p",4,62,3070.02898185484,5072.221796108,7074.41461036115,289.330841064453
0,266.3671875,39.9609375,-1.51779782772064,"25p-50p",4.5,62,2958.73473638162,4888.34434706528,6817.95395774895,2321.81298828125
0,3.28125,0.76171875,-0.560076475143433,"50p-75p",-4.5,62.5,0,0,0,1156.55700683594
0,11.42578125,2.2265625,-0.568385243415833,"50p-75p",-4,62.5,0,0,0,226.192779541016
122.957275390625,15.1171875,2.2265625,-1.45889449119568,"25p-50p",-3.5,62.5,167.917633520998,277.429133643388,386.940633765778,237.976104736328
0,12.01171875,0.76171875,-0.58063280582428,"50p-75p",-3,62.5,0,0,0,347.003051757812
122.374465942383,14.1796875,0,-1.44889175891876,"25p-50p",-2.5,62.5,157.504136868533,260.22422613062,362.944315392707,448.878601074219
119.789497375488,22.44140625,0.9375,-1.47810757160187,"25p-50p",-2,62.5,249.273076118381,411.84247358689,574.4118710554,40.2819442749023
111.362831115723,32.9296875,5.7421875,-1.46444225311279,"25p-50p",-1.5,62.5,365.774069917833,604.322376385985,842.870682854137,4.22472190856934
121.427040100098,43.828125,11.77734375,-1.65692746639252,"25p-50p",-1,62.5,486.830968502739,804.329426221916,1121.82788394109,4.6100001335144
125.623008728027,42.0703125,11.42578125,-1.67778789997101,"25p-50p",-0.5,62.5,467.305662279367,772.070224635476,1076.83478699158,4.57138776779175
122.002731323242,37.6171875,8.49609375,-1.59849262237549,"25p-50p",0,62.5,417.841553180158,690.346913949827,962.852274719495,1.05138897895813
121.969657897949,64.6875,11.89453125,-1.84268856048584,"0p-25p",0.5,62.5,718.531269020085,1187.13861838101,1655.74596774194,16.200834274292
120.849479675293,104.765625,17.16796875,-1.84388852119446,"0p-25p",1,62.5,1163.70825091296,1922.64841455185,2681.58857819074,221.499435424805
125.192535400391,102.65625,15.76171875,-1.84157133102417,"0p-25p",1.5,62.5,1140.27788344492,1883.93737264813,2627.59686185133,455.138885498047
124.521179199219,75.05859375,11.71875,-1.82986629009247,"0p-25p",2,62.5,833.730575737979,1377.46790774101,1921.20523974404,664.116394042969
124.858070373535,58.2421875,9.9609375,-1.65532004833221,"25p-50p",2.5,62.5,646.938479534388,1068.85487923073,1490.77127892707,142.223617553711
0,54.4921875,9.90234375,-0.71633243560791,"50p-75p",3,62.5,0,0,0,615.260009765625
0,99.43359375,17.2265625,-0.911817789077759,"50p-75p",3.5,62.5,0,0,0,1330.35339355469
0,199.04296875,30.29296875,-1.25435411930084,"25p-50p",4,62.5,2210.91550802648,3652.81692630461,5094.71834458275,1061.83081054688
0,217.3828125,31.0546875,-1.31102228164673,"25p-50p",4.5,62.5,2414.62953629032,3989.38792952314,5564.14632275596,1837.14440917969
0,1.46484375,0.234375,-0.543062806129456,"75p-100p",-4.5,63,0,0,0,622.990539550781
0,7.265625,0.76171875,-0.559654951095581,"50p-75p",-4,63,0,0,0,504.235260009766
0,13.41796875,1.23046875,-0.599563121795654,"50p-75p",-3.5,63,0,0,0,303.7197265625
124.543914794922,15.41015625,1.7578125,-1.62277925014496,"25p-50p",-3,63,171.171851224893,282.805667241128,394.439483257363,359.265289306641
122.53556060791,19.04296875,1.7578125,-1.41472339630127,"25p-50p",-2.5,63,211.524150753195,349.474683853105,487.425216953015,296.605560302734
112.958030700684,23.14453125,0.99609375,-1.38516914844513,"25p-50p",-2,63,257.08319860773,424.746154221467,592.409109835203,232.893325805664
117.713150024414,21.5625,1.23046875,-1.51687347888947,"25p-50p",-1.5,63,239.510423006695,395.71287279367,551.915322580645,108.570831298828
122.036987304688,18.3984375,2.98828125,-1.47741806507111,"25p-50p",-1,63,204.364871804626,337.646309938077,470.927748071529,1.25499999523163
0,15.05859375,3.75,-0.638944745063782,"50p-75p",-0.5,63,0,0,0,5.20277786254883
0,16.0546875,3.69140625,-0.633878469467163,"50p-75p",0,63,0,0,0,505.395263671875
123.694862365723,30.8203125,4.98046875,-1.71183776855469,"25p-50p",0.5,63,342.343702449787,565.611334482257,788.878966514726,1871.41809082031
122.916641235352,43.53515625,5.2734375,-1.6656585931778,"25p-50p",1,63,483.576750798844,798.952892624176,1114.32903444951,509.313323974609
122.296699523926,38.90625,2.98828125,-1.58187520503998,"25p-50p",1.5,63,432.160111077298,714.003661779883,995.847212482468,443.091674804688
125.253959655762,35.33203125,2.51953125,-1.55791389942169,"25p-50p",2,63,392.458655089775,648.409951887454,904.361248685133,324.941955566406
0,42.7734375,5.91796875,-0.687963664531708,"50p-75p",2.5,63,0,0,0,269.124450683594
0,51.2109375,9.7265625,-0.786620259284973,"50p-75p",3,63,0,0,0,155.658050537109
0,80.09765625,13.9453125,-0.822717428207397,"50p-75p",3.5,63,0,0,0,225.241394042969
0,143.5546875,20.91796875,-1.06325960159302,"25p-50p",4,63,1594.5666749087,2634.50146289264,3674.43625087658,207.449172973633
0,190.37109375,27.59765625,-1.21444725990295,"25p-50p",4.5,63,2114.59066399117,3493.67153181151,4872.75239963184,107.735282897949
124.416046142578,198.046875,33.69140625,-2.29654955863953,"0p-25p",5,63,2199.85116783323,3634.5367120723,5069.22225631136,4340.38671875
0,219.140625,40.48828125,-1.37603831291199,"25p-50p",5.5,63,2434.15484251369,4021.64713110958,5609.13941970547,5988.2919921875
0,185.625,33.3984375,-1.23612904548645,"25p-50p",6,63,2061.87233718807,3406.57168752812,4751.27103786816,2505.21997070312
0,0.234375,0,-0.531254887580872,"75p-100p",-4.5,63.5,0,0,0,171.425552368164
0,3.515625,0,-0.57196182012558,"50p-75p",-4,63.5,0,0,0,121.996391296387
0,11.25,1.2890625,-0.562339305877686,"50p-75p",-3.5,63.5,0,0,0,224.360000610352
121.901588439941,19.62890625,3.92578125,-1.58705544471741,"25p-50p",-3,63.5,218.032586160986,360.227751048586,502.422915936185,345.957489013672
116.115196228027,25.83984375,5.21484375,-1.52898180484772,"25p-50p",-2.5,63.5,287.022001483567,474.210263320675,661.398525157784,557.216125488281
117.039764404297,26.19140625,3.515625,-1.55798292160034,"25p-50p",-2,63.5,290.927062728241,480.662103637963,670.397144547686,576.006408691406
114.951019287109,20.390625,1.23046875,-1.47335958480835,"25p-50p",-1.5,63.5,226.493552191114,374.20673840271,521.919924614306,545.8408203125
0,16.46484375,0.76171875,-0.527603685855865,"75p-100p",-1,63.5,0,0,0,237.369995117188
0,15.234375,1.5234375,-0.539864659309387,"75p-100p",-0.5,63.5,0,0,0,55.0486106872559
0,17.6953125,2.4609375,-0.597052574157715,"50p-75p",0,63.5,0,0,0,461.758605957031
0,29.8828125,3.45703125,-0.626445531845093,"50p-75p",0.5,63.5,0,0,0,1726.73693847656
126.201965332031,42.12890625,3.75,-1.56702780723572,"25p-50p",1,63.5,467.956505820146,773.145531355024,1078.3345568899,2258.1474609375
123.101455688477,40.37109375,2.28515625,-1.50686407089233,"25p-50p",1.5,63.5,448.431199596774,740.886329768583,1033.34145994039,1478.14807128906
125.439804077148,34.5703125,1.171875,-1.67360031604767,"25p-50p",2,63.5,383.997689059647,634.43096453333,884.864240007013,449.216949462891
0,40.3125,4.5703125,-0.624995172023773,"50p-75p",2.5,63.5,0,0,0,423.848052978516
125.631523132324,50.91796875,8.90625,-1.63674259185791,"25p-50p",3,63.5,565.583036937006,934.441539287226,1303.30004163745,326.761383056641
0,63.6328125,9.9609375,-0.749120771884918,"50p-75p",3.5,63.5,0,0,0,127.712226867676
125.125503540039,95.44921875,11.484375,-1.82715272903442,"0p-25p",4,63.5,1060.22412792909,1751.67464614372,2443.12516435834,101.251670837402
124.435333251953,150.703125,20.15625,-2.05012559890747,"0p-25p",4.5,63.5,1673.96958688375,2765.6888826775,3857.40817847125,12.1808338165283
124.045509338379,210.05859375,35.15625,-2.34313678741455,"0p-25p",5,63.5,2333.27409369294,3854.97458957964,5376.67508546634,18.5727787017822
0,237.65625,43.125,-1.47203421592712,"25p-50p",5.5,63.5,2639.82140139988,4361.44405448676,6083.06670757363,1275.75500488281
0,201.38671875,36.796875,-1.32159721851349,"25p-50p",6,63.5,2236.94924965764,3695.82919508653,5154.70914051543,483.476684570312
0,161.3671875,30.703125,-1.20456826686859,"25p-50p",6.5,63.5,1792.42311130554,2961.39470563524,4130.36629996494,212.335830688477
0,261.9140625,49.39453125,-1.65972101688385,"25p-50p",7,63.5,2909.27062728241,4806.62103637963,6703.97144547686,290.966674804688
0,429.7265625,78.80859375,-2.32211017608643,"0p-25p",7.5,63.5,4773.28652807365,7886.29948116515,10999.3124342567,728.093078613281
0,387.65625,70.546875,-2.10067534446716,"0p-25p",8,63.5,4305.98086579428,7114.22925652968,9922.47764726508,5138.0927734375
0,0.234375,0,-0.551910758018494,"50p-75p",-4.5,64,0,0,0,17.3944435119629
0,2.51953125,0,-0.527746438980103,"75p-100p",-4,64,0,0,0,42.5113906860352
0,8.49609375,0.99609375,-0.546593248844147,"75p-100p",-3.5,64,0,0,0,75.8194427490234
121.350158691406,16.93359375,3.515625,-1.48679184913635,"25p-50p",-3,64,188.093783285149,310.763641949377,433.433500613604,213.951675415039
120.271820068359,23.0859375,5.21484375,-1.62017357349396,"25p-50p",-2.5,64,256.432355066951,423.670847501919,590.909339936886,466.944458007812
117.045852661133,21.796875,4.16015625,-1.59455132484436,"25p-50p",-2,64,242.113797169811,400.014099671862,557.914402173913,432.082214355469
119.467727661133,17.578125,2.28515625,-1.52040541172028,"25p-50p",-1.5,64,195.253062233719,322.592015864405,449.930969495091,969.148864746094
123.98616027832,17.28515625,1.7578125,-1.45210790634155,"25p-50p",-1,64,191.998844529823,317.215482266665,442.432120003506,788.248596191406
0,17.28515625,1.7578125,-0.58134526014328,"50p-75p",-0.5,64,0,0,0,233.763046264648
0,17.6953125,1.23046875,-0.587573826313019,"50p-75p",0,64,0,0,0,201.576385498047
0,25.95703125,2.51953125,-0.578940510749817,"50p-75p",0.5,64,0,0,0,310.314727783203
123.923934936523,40.1953125,4.98046875,-1.70282888412476,"25p-50p",1,64,446.478668974437,737.660409609939,1028.84215024544,540.946655273438
119.923904418945,46.40625,4.39453125,-1.68940663337708,"25p-50p",1.5,64,515.468084297018,851.642921882029,1187.81775946704,539.948364257812
116.284782409668,42.71484375,2.578125,-1.59091758728027,"25p-50p",2,64,474.464941227937,783.898598550504,1093.33225587307,253.738891601562
120.172836303711,42.5390625,3.984375,-1.7188777923584,"0p-25p",2.5,64,472.512410605599,780.67267839186,1088.83294617812,157.961395263672
124.316116333008,48.33984375,6.6796875,-1.73326218128204,"0p-25p",3,64,536.945921142727,887.128043627114,1237.3101661115,77.9977798461914
124.588432312012,52.79296875,5.91796875,-1.69427812099457,"25p-50p",3.5,64,586.410030241935,968.851354312763,1351.29267838359,35.6105537414551
125.985198974609,62.05078125,5.56640625,-1.79328894615173,"0p-25p",4,64,689.243309685027,1138.74981600135,1588.25632231767,30.5336112976074
122.479461669922,103.53515625,12.94921875,-1.81056177616119,"0p-25p",4.5,64,1150.0405365566,1900.06697344135,2650.09341032609,28.4261112213135
123.488655090332,173.14453125,28.0078125,-2.03489661216736,"0p-25p",5,64,1923.24266300213,3177.53135626439,4431.82004952665,47.7077751159668
0,218.37890625,38.61328125,-1.43736863136292,"25p-50p",5.5,64,2425.69387648357,4007.66814375546,5589.64241102735,105.063056945801
0,224.23828125,40.37109375,-1.40749251842499,"25p-50p",6,64,2490.77823056147,4115.19881571026,5739.61940085905,572.13916015625
0,256.40625,47.51953125,-1.62146282196045,"25p-50p",6.5,64,2848.09133444918,4705.54220474212,6562.99307503506,31.2830562591553
0,369.55078125,67.08984375,-2.00160384178162,"0p-25p",7,64,4104.87021169355,6781.95948018934,9459.04874868513,266.667785644531
0,469.16015625,84.7265625,-2.43251824378967,"0p-25p",7.5,64,5211.30423101795,8609.98090342097,12008.657575824,369.420562744141
0,403.125,73.828125,-2.18553400039673,"0p-25p",8,64,4477.80356055995,7398.11023049036,10318.4169004208,114.598617553711
0,261.9140625,47.28515625,-1.55224943161011,"25p-50p",8.5,64,2909.27062728241,4806.62103637963,6703.97144547686,480.075561523438
0,186.9140625,31.69921875,-1.22226452827454,"25p-50p",9,64,2076.19089508521,3430.22843535817,4784.26597563114,1802.3125
108.381019592285,15,4.6875,-1.44811761379242,"25p-50p",11,64,166.61594643944,275.278520204292,383.941093969144,53.4311103820801
0,1.23046875,0,-0.560953438282013,"50p-75p",-4.5,64.5,0,0,0,14.7880563735962
0,4.6875,0.234375,-0.50209504365921,"75p-100p",-4,64.5,0,0,0,66.0086135864258
0,8.26171875,0.99609375,-0.531271815299988,"75p-100p",-3.5,64.5,0,0,0,25.6119441986084
125.962585449219,12.59765625,2.2265625,-1.53019773960114,"25p-50p",-3,64.5,139.931361267498,231.190944702824,322.450528138149,24.1616668701172
0,18.57421875,3.515625,-0.587667465209961,"50p-75p",-2.5,64.5,0,0,0,71.7205581665039
122.59391784668,19.62890625,3.80859375,-1.65551960468292,"25p-50p",-2,64.5,218.032586160986,360.227751048586,502.422915936185,149.234725952148
122.849266052246,19.921875,4.16015625,-1.65018808841705,"25p-50p",-1.5,64.5,221.286803864881,365.604284646326,509.92176542777,570.971130371094
125.148902893066,24.31640625,5.9765625,-1.59194958209991,"25p-50p",-1,64.5,270.100069423311,446.252288612427,622.404507801543,675.942504882812
0,24.4921875,5.21484375,-0.658374190330505,"50p-75p",-0.5,64.5,0,0,0,649.376403808594
0,24.55078125,2.6953125,-0.570271968841553,"50p-75p",0,64.5,0,0,0,337.298065185547
0,32.2265625,4.3359375,-0.669878244400024,"50p-75p",0.5,64.5,0,0,0,223.544998168945
122.183944702148,41.54296875,6.6796875,-1.60042321681976,"25p-50p",1,64.5,461.448070412355,762.392464159544,1063.33685790673,311.212219238281
116.893356323242,45.234375,5.2734375,-1.55457985401154,"25p-50p",1.5,64.5,502.451213481436,830.136787491069,1157.8223615007,152.869995117188
114.439735412598,45.17578125,3.3984375,-1.64552009105682,"25p-50p",2,64.5,501.800369940657,829.061480771521,1156.32259160238,104.050834655762
117.152717590332,46.2890625,3.984375,-1.54774796962738,"25p-50p",2.5,64.5,514.166397215459,849.492308442933,1184.81821967041,98.3008346557617
120.408912658691,46.875,3.80859375,-1.57016885280609,"25p-50p",3,64.5,520.67483262325,860.245375638413,1199.81591865358,47.5475006103516
0,47.578125,2.75390625,-0.6241814494133,"50p-75p",3.5,64.5,0,0,0,150.904724121094
122.268463134766,50.390625,3.92578125,-1.61517572402954,"25p-50p",4,64.5,559.725445069994,924.763778811294,1289.80211255259,279.642791748047
123.045104980469,72.12890625,10.48828125,-1.73760879039764,"0p-25p",4.5,64.5,801.188398699026,1323.70257176361,1846.21674482819,222.745559692383
122.238342285156,132.48046875,24.31640625,-2.1036581993103,"0p-25p",5,64.5,1471.55724570146,2431.26849289807,3390.97974009467,10.7058343887329
0,234.375,44.296875,-1.52525043487549,"25p-50p",5.5,64.5,2603.37416311625,4301.22687819207,5999.07959326788,425.968322753906
0,403.76953125,71.19140625,-2.20220065116882,"0p-25p",6,64.5,4484.96283950852,7409.93860440538,10334.9143693022,76.383056640625
0,622.32421875,92.98828125,-2.68260407447815,"0p-25p",6.5,64.5,6912.60924661442,11420.8326683195,15929.0560900245,289.334167480469
0,715.8984375,95.21484375,-3.13145852088928,"0p-25p",7,64.5,7952.00638123859,13138.0974994377,18324.1886176367,412.588592529297
0,569.35546875,79.6875,-2.50047159194946,"0p-25p",7.5,64.5,6324.24668575015,10448.7553938481,14573.264101946,502.303070068359
0,357.890625,61.46484375,-1.88395202159882,"0p-25p",8,64.5,3975.35234707851,6567.97344299929,9160.59453892006,389.724731445312
0,277.44140625,52.79296875,-1.68233227729797,"25p-50p",8.5,64.5,3081.74416558886,5091.57731705986,7101.41046853086,3993.58081054688
0,266.015625,45.87890625,-1.5414891242981,"25p-50p",9,64.5,2954.82967513694,4881.89250674799,6808.95533835905,1724.97058105469
0,248.96484375,40.72265625,-1.45911455154419,"25p-50p",9.5,64.5,2765.43420477024,4568.97825135952,6372.52229794881,22.5191669464111
0,229.27734375,39.7265625,-1.44544887542725,"25p-50p",10,64.5,2546.75077506847,4207.67519359139,5868.59961211431,814.625
0,2.51953125,0,-0.544807255268097,"75p-100p",-4.5,65,0,0,0,104.837501525879
0,8.96484375,0.76171875,-0.600050747394562,"50p-75p",-4,65,0,0,0,125.026107788086
124.060607910156,13.125,2.2265625,-1.6380889415741,"25p-50p",-3.5,65,145.78895313451,240.868705178756,335.948457223001,116.44361114502
0,17.8125,3.984375,-0.597845613956451,"50p-75p",-3,65,0,0,0,184.578887939453
0,27.01171875,5.9765625,-0.632115840911865,"50p-75p",-2.5,65,0,0,0,281.055267333984
124.843032836914,29.296875,6.4453125,-1.54428565502167,"25p-50p",-2,65,325.421770389531,537.653359774008,749.884949158485,162.159439086914
0,28.359375,6.796875,-0.617527842521667,"50p-75p",-1.5,65,0,0,0,171.086380004883
0,32.578125,8.671875,-0.708510637283325,"50p-75p",-1,65,0,0,0,215.953048706055
0,34.5703125,7.91015625,-0.669366240501404,"50p-75p",-0.5,65,0,0,0,468.877502441406
0,41.66015625,6.38671875,-0.674544990062714,"50p-75p",0,65,0,0,0,896.614990234375
0,59.23828125,9.4921875,-0.758739113807678,"50p-75p",0.5,65,0,0,0,822.590576171875
120.107093811035,70.13671875,13.0078125,-1.73541235923767,"0p-25p",1,65,779.059718312538,1287.14214329898,1795.22456828541,327.095001220703
118.615188598633,62.2265625,9.84375,-1.62841153144836,"25p-50p",1.5,65,691.195840307365,1141.97573615999,1592.75563201262,70.8863906860352
115.73876953125,49.62890625,5.21484375,-1.57157492637634,"25p-50p",2,65,551.264479039866,910.78479145717,1270.30510387447,122.870002746582
119.460174560547,48.22265625,4.86328125,-1.8173269033432,"0p-25p",2.5,65,535.644234061169,884.977430188018,1234.31062631487,95.4661102294922
0,49.8046875,5.2734375,-0.659120202064514,"50p-75p",3,65,0,0,0,49.6338920593262
0,52.44140625,4.51171875,-0.684717774391174,"50p-75p",3.5,65,0,0,0,73.7177810668945
0,59.53125,6.2109375,-0.724488914012909,"50p-75p",4,65,0,0,0,108.271385192871
121.246315002441,66.5625,10.48828125,-1.60756325721741,"25p-50p",4.5,65,739.358262325015,1221.54843340655,1703.73860448808,113.138885498047
120.139175415039,95.09765625,17.8125,-1.93877267837524,"0p-25p",5,65,1056.31906668442,1745.22280582643,2434.12654496844,8.50805568695068
0,217.6171875,40.83984375,-1.49275994300842,"25p-50p",5.5,65,2417.23291045344,3993.68915640133,5570.14540234923,308.386932373047
0,563.02734375,88.41796875,-2.68591022491455,"0p-25p",6,65,6253.95558334601,10332.6222681369,14411.2889529278,741.694702148438
0,1039.921875,131.77734375,-4.08511972427368,"0p-25p",6.5,65,11551.1711617468,19084.5436585382,26617.9161553296,401.241943359375
0,1185.29296875,128.7890625,-4.23218154907227,"0p-25p",7,65,13165.9139864197,21752.3796297368,30338.845273054,177.16667175293
0,831.09375,91.0546875,-3.21868801116943,"0p-25p",7.5,65,9231.56478241023,15252.1505100691,21272.7362377279,497.33056640625
0,423.6328125,63.046875,-2.10957860946655,"0p-25p",8,65,4705.59879983262,7774.46758233216,10843.3363648317,112.705276489258
0,274.74609375,54.7265625,-1.70245766639709,"25p-50p",8.5,65,3051.80536271302,5042.11320796065,7032.42105320827,310.315277099609
0,254.765625,47.87109375,-1.52554035186768,"25p-50p",9,65,2829.86771530736,4675.43361659478,6520.99951788219,98.2447204589844
0,273.10546875,47.51953125,-1.59196090698242,"25p-50p",9.5,65,3033.58174357121,5012.00461981331,6990.4274960554,145.196105957031
0,324.19921875,59.23828125,-1.76792407035828,"0p-25p",10,65,3601.11731113055,5949.67207925918,8298.2268473878,547.695251464844
0,329.1796875,59.82421875,-1.88833975791931,"0p-25p",10.5,65,3656.43901209677,6041.07315042076,8425.70728874474,2682.38940429688
0,252.65625,44.12109375,-1.50651359558105,"25p-50p",11,65,2806.43734783932,4636.72257469105,6467.00780154278,2789.48413085938
0,2.51953125,0,-0.542729616165161,"75p-100p",-4.5,65.5,0,0,0,41.7169418334961
0,8.96484375,0.76171875,-0.519946813583374,"75p-100p",-4,65.5,0,0,0,85.7355575561523
118.274101257324,13.65234375,2.2265625,-1.54500448703766,"25p-50p",-3.5,65.5,151.646545001522,250.546465654688,349.446386307854,87.5338897705078
124.700103759766,19.27734375,4.51171875,-1.61995053291321,"25p-50p",-3,65.5,214.127524916312,353.775910731297,493.424296546283,255.6572265625
0,29.82421875,7.20703125,-0.668586909770966,"50p-75p",-2.5,65.5,0,0,0,237.778610229492
126.037147521973,33.984375,7.91015625,-1.60422110557556,"25p-50p",-2,65.5,377.489253651856,623.67789733785,869.866541023843,391.996398925781
0,33.45703125,7.5,-0.675600528717041,"50p-75p",-1.5,65.5,0,0,0,641.211669921875
0,35.390625,7.5,-0.698177814483643,"50p-75p",-1,65.5,0,0,0,608.057495117188
0,36.15234375,6.73828125,-0.661025941371918,"50p-75p",-0.5,65.5,0,0,0,304.393615722656
125.297996520996,46.11328125,7.1484375,-1.66207206249237,"25p-50p",0,65.5,512.213866593122,846.266388284289,1180.31890997546,381.679992675781
0,75.17578125,13.06640625,-0.830529093742371,"50p-75p",0.5,65.5,0,0,0,706.433898925781
125.000335693359,106.11328125,21.796875,-1.91161048412323,"0p-25p",1,65.5,1178.67765235088,1947.38046910146,2716.08328585203,966.58056640625
121.097923278809,107.16796875,23.0859375,-1.98304224014282,"0p-25p",1.5,65.5,1190.39283608491,1966.73599005332,2743.07914402174,1116.73217773438
118.423225402832,83.26171875,15.52734375,-1.72642743587494,"0p-25p",2,65.5,924.848671447048,1528.01084847773,2131.17302550841,367.139709472656
121.67928314209,71.6015625,12.59765625,-1.72161972522736,"0p-25p",2.5,65.5,795.330806832015,1314.02481128768,1832.71881574334,80.3013916015625
124.761978149414,70.37109375,13.359375,-1.83531367778778,"0p-25p",3,65.5,781.663092475654,1291.44337017717,1801.22364787868,77.7552795410156
0,68.49609375,11.42578125,-0.80556446313858,"50p-75p",3.5,65.5,0,0,0,26.019998550415
0,74.23828125,11.19140625,-0.795064389705658,"50p-75p",4,65.5,0,0,0,70.9738845825195
124.978988647461,80.68359375,13.125,-1.90103209018707,"0p-25p",4.5,65.5,896.211555652769,1480.69735281762,2065.18314998247,32.5402755737305
122.399154663086,92.6953125,15.29296875,-1.82302486896515,"0p-25p",5,65.5,1029.63448151248,1701.13523032496,2372.63597913745,10.9233331680298
122.63338470459,176.484375,27.83203125,-2.16974210739136,"0p-25p",5.5,65.5,1960.34074482654,3238.82383927863,4517.30693373072,244.406387329102
0,473.02734375,66.5625,-2.21383166313171,"0p-25p",6,65.5,5254.25990470937,8680.95114691114,12107.6423891129,495.808898925781
0,913.828125,110.21484375,-3.38802409172058,"0p-25p",6.5,65.5,10150.5558619903,16770.4835980709,23390.4113341515,79.1391677856445
0,1094.82421875,117.83203125,-3.89757919311523,"0p-25p",7,65.5,12161.0115594568,20092.1060547547,28023.2005500526,101.575836181641
0,872.109375,91.58203125,-3.1981029510498,"0p-25p",7.5,65.5,9687.15526095557,16004.8652137527,22322.5751665498,439.583618164062
0,547.734375,64.98046875,-2.3358302116394,"0p-25p",8,65.5,6084.08541920268,10051.9672143349,14019.849009467,235.593338012695
0,336.97265625,53.7890625,-1.77619695663452,"0p-25p",8.5,65.5,3743.00120302039,6184.08894412064,8625.1766852209,169.968612670898
0,240.76171875,46.81640625,-1.52880764007568,"25p-50p",9,65.5,2674.31610906117,4418.4353106228,6162.55451218443,61.5547218322754
0,238.59375,47.51953125,-1.56336224079132,"25p-50p",9.5,65.5,2650.23489805234,4378.64896199952,6107.0630259467,32.0036125183105
0,308.73046875,60.1171875,-1.82928264141083,"0p-25p",10,65.5,3429.29461636488,5665.7911052985,7902.28759423212,33.3083343505859
0,377.9296875,71.66015625,-2.06575131416321,"0p-25p",10.5,65.5,4197.94083802495,6935.72834108471,9673.51584414446,60.8611106872559
0,363.33984375,65.91796875,-1.98034083843231,"0p-25p",11,65.5,4035.88079637097,6667.97696791725,9300.07313946353,1117.70227050781
0,285.8203125,47.9296875,-1.62711405754089,"25p-50p",11.5,65.5,3174.81479192027,5245.34617795523,7315.87756399018,1850.59777832031
0,1.23046875,0,-0.556567311286926,"50p-75p",-4.5,66,0,0,0,7.85777711868286
0,4.21875,0.234375,-0.511180996894836,"75p-100p",-4,66,0,0,0,66.9269409179688
0,6.796875,0.76171875,-0.567792177200317,"50p-75p",-3.5,66,0,0,0,32.1450004577637
125.815696716309,10.078125,1.9921875,-1.5500785112381,"25p-50p",-3,66,111.945089013999,184.952755762259,257.960422510519,25.1347236633301
