"density","density_freq","bathymetry_prob","reconstruction_log_probability","percentile","longitude","latitude","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
59.47265625,9.08203125,0.143224784119876,-1.09324049949646,"25p-50p",-4,61,660.606193890749,1091.43632034124,1522.26644679173,1209.70227050781
125.390625,23.0859375,0.140185122612453,-1.4240574836731,"25p-50p",-3.5,61,1392.80517726719,2301.15637983276,3209.50758239832,6.625
205.83984375,41.015625,0.134344012786172,-1.79104948043823,"0p-25p",-3,61,2286.41335875685,3777.55250577218,5268.69165278752,132.37028503418
278.49609375,54.90234375,0.24928230075417,-2.08294796943665,"0p-25p",-2.5,61,3093.45934932288,5110.93283801172,7128.40632670056,853.883850097656
290.33203125,55.13671875,0.898807317374341,-2.18812942504883,"0p-25p",-2,61,3224.92974456026,5328.14479536042,7431.35984616059,4701.6142578125
281.07421875,52.265625,0.938778864544304,-2.00454568862915,"0p-25p",-1.5,61,3122.09646511716,5158.24633367184,7194.39620222651,7299.0234375
306.5625,57.421875,0.940214867559344,-2.07448101043701,"0p-25p",-1,61,3405.21340535606,5626.00475667522,7846.79610799439,3183.2294921875
287.75390625,51.97265625,0.935891678133505,-2.06449437141418,"0p-25p",-0.5,61,3196.29262876598,5280.83129970031,7365.36997063464,2545.84448242188
273.3984375,44.0625,0.937129058211512,-1.966432929039,"0p-25p",0,61,3036.83596127511,5017.38115341105,6997.92634554698,2005.58142089844
323.02734375,50.7421875,0.938632116230851,-2.00362253189087,"0p-25p",0.5,61,3588.10044031497,5928.16594486821,8268.23144942146,1751.56909179688
452.109375,76.69921875,0.934078447034602,-2.50584197044373,"0p-25p",1,61,5021.90876065125,8297.0666480325,11572.2245354137,2233.71142578125
661.9921875,116.07421875,0.93694716768624,-3.26510977745056,"0p-25p",1.5,61,7353.23032372185,12148.8153174535,16944.4003111851,7585.083984375
783.10546875,142.96875,0.939924537999807,-3.54958581924438,"0p-25p",2,61,8698.52392251217,14371.4743067592,20044.4246910063,3956.76489257812
651.796875,123.8671875,0.936058373076085,-3.06559324264526,"0p-25p",2.5,61,7239.98354762629,11961.7119482521,16683.440348878,2524.880859375
457.5,85.546875,0.608926672595694,-2.66147565841675,"0p-25p",3,61,5081.78636640292,8395.99486623091,11710.2033660589,298.413055419922
450.05859375,84.375,0.524396003050757,-2.88266801834106,"0p-25p",3.5,61,4999.12923672398,8259.43091284832,11519.7325889727,18.6097221374512
583.59375,110.56640625,0.542961284183804,-2.90919756889343,"0p-25p",4,61,6482.40166615946,10710.0549266982,14937.708187237,1034.23498535156
566.71875,103.59375,0.922891754016995,-3.07820677757263,"0p-25p",4.5,61,6294.95872641509,10400.3665914684,14505.7744565217,3633.25561523438
3.22265625,0.234375,0.129796189736522,-0.867106914520264,"75p-100p",-4.5,61.5,0,0,0,1993.951171875
13.53515625,1.69921875,0.148193228480008,-0.91558426618576,"50p-75p",-4,61.5,0,0,0,1591.09753417969
35.2734375,6.2109375,0.158483634167238,-1.0818737745285,"25p-50p",-3.5,61.5,391.807811548996,647.334645167906,902.861478786816,1014.36804199219
72.24609375,13.9453125,0.164729642026778,-1.1657954454422,"25p-50p",-3,61.5,802.490085780584,1325.8531852027,1849.21628462482,13.0202779769897
123.046875,22.08984375,0.163351826665202,-1.39435875415802,"25p-50p",-2.5,61.5,1366.77143563603,2258.14411105083,3149.51678646564,11.0016670227051
182.51953125,30.703125,0.140148933220001,-1.63609039783478,"0p-25p",-2,61.5,2027.37762952678,3349.58043139207,4671.78323325736,61.4258346557617
227.4609375,41.66015625,0.155476571092904,-1.8361006975174,"0p-25p",-1.5,61.5,2526.57462530432,4174.3406852854,5822.10674526648,2996.28735351562
233.5546875,48.28125,0.854253898461007,-1.87064731121063,"0p-25p",-1,61.5,2594.26235354534,4286.17258411839,5978.08281469144,4939.138671875
206.3671875,43.125,0.911793719766976,-1.79814958572388,"0p-25p",-0.5,61.5,2292.27095062386,3787.23026624811,5282.18958187237,3094.20361328125
187.8515625,33.75,0.936385721838293,-1.7127822637558,"0p-25p",0,61.5,2086.60439173767,3447.43334287094,4808.26229400421,2417.76440429688
254.47265625,40.01953125,0.93191371781515,-1.95148241519928,"0p-25p",0.5,61.5,2826.61349760347,4670.05708299704,6513.5006683906,2137.14453125
417.1875,67.67578125,0.918919439408528,-2.40196895599365,"0p-25p",1,61.5,4634.00601034693,7656.18384318188,10678.3616760168,8193.654296875
606.328125,105.234375,0.920514146680086,-2.76731657981873,"0p-25p",1.5,61.5,6734.92895998174,11127.2739338829,15519.618907784,5064.55322265625
678.22265625,126.2109375,0.575115372874409,-3.28299617767334,"0p-25p",2,61.5,7533.51398451765,12446.6752787683,17359.8365730189,95.0833282470703
523.4765625,100.13671875,0.476244911210558,-2.9157292842865,"0p-25p",2.5,61.5,5814.63619332015,9606.79023244198,13398.9442715638,138.218048095703
321.6796875,59.1796875,0.417120498545543,-2.18470621109009,"0p-25p",3,61.5,3573.13103887705,5903.43389031861,8233.73674176017,39.8630561828613
309.375,57.12890625,0.474731388264424,-2.24105834960938,"0p-25p",3.5,61.5,3436.45389531345,5677.61947921353,7918.7850631136,362.841949462891
427.08984375,77.87109375,0.601340790239162,-2.59499478340149,"0p-25p",4,61.5,4743.99856873859,7837.91067878549,10931.8227888324,1608.10034179688
380.91796875,65.390625,0.903814307214834,-2.38109636306763,"0p-25p",4.5,61.5,4231.13385860469,6990.56898378166,9750.00410895863,5754.0947265625
3.75,0.76171875,0.512739928171919,-0.999142408370972,"50p-75p",-4.5,62,0,0,0,4868.12646484375
11.89453125,2.2265625,0.22267424270673,-0.972660779953003,"50p-75p",-4,62,0,0,0,3285.10424804688
15.17578125,2.4609375,0.130833081969549,-0.906010448932648,"50p-75p",-3.5,62,0,0,0,959.964172363281
14.94140625,1.7578125,0.169914424732528,-0.884348690509796,"75p-100p",-3,62,0,0,0,850.473327636719
28.53515625,2.4609375,0.17238521795385,-0.996086120605469,"50p-75p",-2.5,62,0,0,0,48.6963882446289
63.8671875,8.02734375,0.171292697881825,-1.08782041072845,"25p-50p",-2,62,709.419459449178,1172.08432430734,1634.7491891655,28.252498626709
105.64453125,20.2734375,0.166176312494567,-1.37165713310242,"25p-50p",-1.5,62,1173.47090402465,1938.77801534507,2704.0851266655,69.4972229003906
129.140625,30.234375,0.130769636590372,-1.53666210174561,"0p-25p",-1,62,1434.45916387705,2369.97600988383,3305.4928558906,357.022216796875
118.30078125,27.890625,0.174887267498783,-1.45563292503357,"25p-50p",-0.5,62,1314.05310883293,2171.04426676745,3028.03542470196,668.330810546875
100.8984375,20.7421875,0.241512119256086,-1.3526223897934,"25p-50p",0,62,1120.75257722155,1851.67817106168,2582.60376490182,858.800537109375
152.28515625,25.60546875,0.398625349130175,-1.5219783782959,"0p-25p",0.5,62,1691.54236248478,2794.7221641053,3897.90196572581,1907.21301269531
258.45703125,41.66015625,0.635368196141407,-1.99687898159027,"0p-25p",1,62,2870.87085837645,4743.1779399263,6615.48502147616,1369.34558105469
318.75,54.66796875,0.454844339144693,-2.2015233039856,"0p-25p",1.5,62,3540.5888618381,5849.66855434121,8158.74824684432,183.242492675781
300.64453125,56.1328125,0.480695231528605,-2.13210988044739,"0p-25p",2,62,3339.47820773737,5517.39877800087,7695.31934826438,137.75471496582
214.27734375,40.78125,0.402771740323728,-1.8134241104126,"0p-25p",2.5,62,2380.13482862903,3932.3966733871,5484.65851814516,119.83194732666
131.25,23.14453125,0.418346655876728,-1.47358214855194,"25p-50p",3,62,1457.8895313451,2408.68705178756,3359.48457223001,196.901947021484
160.25390625,28.18359375,0.617403096584318,-1.62240588665009,"0p-25p",3.5,62,1780.05708403074,2940.96387796383,4101.87067189691,571.797485351562
276.38671875,45.41015625,0.923870084233953,-1.90308809280396,"0p-25p",4,62,3070.02898185484,5072.221796108,7074.41461036115,289.330841064453
266.3671875,39.9609375,0.90012442584017,-1.83684921264648,"0p-25p",4.5,62,2958.73473638162,4888.34434706528,6817.95395774895,2321.81298828125
3.28125,0.76171875,0.295405837052519,-0.962349057197571,"50p-75p",-4.5,62.5,0,0,0,1156.55700683594
11.42578125,2.2265625,0.161520682392473,-0.918570280075073,"50p-75p",-4,62.5,0,0,0,226.192779541016
15.1171875,2.2265625,0.155275745484257,-0.952555537223816,"50p-75p",-3.5,62.5,0,0,0,237.976104736328
12.01171875,0.76171875,0.157248184746319,-0.89182436466217,"75p-100p",-3,62.5,0,0,0,347.003051757812
14.1796875,0,0.139823161719616,-0.932550549507141,"50p-75p",-2.5,62.5,0,0,0,448.878601074219
22.44140625,0.9375,0.173630773459641,-0.880603849887848,"75p-100p",-2,62.5,0,0,0,40.2819442749023
32.9296875,5.7421875,0.172633888641128,-1.06466221809387,"25p-50p",-1.5,62.5,365.774069917833,604.322376385985,842.870682854137,4.22472190856934
43.828125,11.77734375,0.167491736577299,-1.0870646238327,"25p-50p",-1,62.5,486.830968502739,804.329426221916,1121.82788394109,4.6100001335144
42.0703125,11.42578125,0.152634086881366,-1.16917705535889,"25p-50p",-0.5,62.5,467.305662279367,772.070224635476,1076.83478699158,4.57138776779175
37.6171875,8.49609375,0.136987718847871,-1.08402121067047,"25p-50p",0,62.5,417.841553180158,690.346913949827,962.852274719495,1.05138897895813
64.6875,11.89453125,0.128863745339633,-1.14206373691559,"25p-50p",0.5,62.5,718.531269020085,1187.13861838101,1655.74596774194,16.200834274292
104.765625,17.16796875,0.136994026954593,-1.32198202610016,"25p-50p",1,62.5,1163.70825091296,1922.64841455185,2681.58857819074,221.499435424805
102.65625,15.76171875,0.159210953591668,-1.27744364738464,"25p-50p",1.5,62.5,1140.27788344492,1883.93737264812,2627.59686185133,455.138885498047
75.05859375,11.71875,0.268261386082368,-1.20194673538208,"25p-50p",2,62.5,833.730575737979,1377.46790774101,1921.20523974404,664.116394042969
58.2421875,9.9609375,0.341353248609539,-1.18789780139923,"25p-50p",2.5,62.5,646.938479534388,1068.85487923073,1490.77127892707,142.223617553711
54.4921875,9.90234375,0.454185380736067,-1.21435606479645,"25p-50p",3,62.5,605.284492924528,1000.03524917966,1394.78600543478,615.260009765625
99.43359375,17.2265625,0.756602830702983,-1.40197348594666,"25p-50p",3.5,62.5,1104.48148870207,1824.79550307298,2545.1095174439,1330.35339355469
199.04296875,30.29296875,0.924826301293646,-1.77899944782257,"0p-25p",4,62.5,2210.91550802648,3652.81692630461,5094.71834458275,1061.83081054688
217.3828125,31.0546875,0.911055006996284,-1.74804270267487,"0p-25p",4.5,62.5,2414.62953629032,3989.38792952314,5564.14632275596,1837.14440917969
1.46484375,0.234375,0.173915997164507,-0.887119174003601,"75p-100p",-4.5,63,0,0,0,622.990539550781
7.265625,0.76171875,0.173652486161416,-0.878434717655182,"75p-100p",-4,63,0,0,0,504.235260009766
13.41796875,1.23046875,0.174213772518433,-0.973363697528839,"50p-75p",-3.5,63,0,0,0,303.7197265625
15.41015625,1.7578125,0.173997879725569,-0.864167809486389,"75p-100p",-3,63,0,0,0,359.265289306641
19.04296875,1.7578125,0.174225762201831,-1.03983795642853,"50p-75p",-2.5,63,0,0,0,296.605560302734
23.14453125,0.99609375,0.174429457185614,-1.00188863277435,"50p-75p",-2,63,0,0,0,232.893325805664
21.5625,1.23046875,0.1743226846681,-0.915202379226685,"50p-75p",-1.5,63,0,0,0,108.570831298828
18.3984375,2.98828125,0.172861581197918,-0.956556856632233,"50p-75p",-1,63,0,0,0,1.25499999523163
15.05859375,3.75,0.168854299948501,-0.9744873046875,"50p-75p",-0.5,63,0,0,0,5.20277786254883
16.0546875,3.69140625,0.163414324216438,-1.01749777793884,"50p-75p",0,63,0,0,0,505.395263671875
30.8203125,4.98046875,0.157042420741609,-0.938490033149719,"50p-75p",0.5,63,0,0,0,1871.41809082031
43.53515625,5.2734375,0.145586410755004,-1.00909698009491,"50p-75p",1,63,0,0,0,509.313323974609
38.90625,2.98828125,0.136620952664713,-1.0046238899231,"50p-75p",1.5,63,0,0,0,443.091674804688
35.33203125,2.51953125,0.131505363928058,-1.04414963722229,"50p-75p",2,63,0,0,0,324.941955566406
42.7734375,5.91796875,0.129871166295114,-1.0206241607666,"50p-75p",2.5,63,0,0,0,269.124450683594
51.2109375,9.7265625,0.129509635807713,-1.12578928470612,"25p-50p",3,63,568.837254640901,939.818072884967,1310.79889112903,155.658050537109
80.09765625,13.9453125,0.129398528102671,-1.19761741161346,"25p-50p",3.5,63,889.703120244979,1469.94428562214,2050.1854509993,225.241394042969
143.5546875,20.91796875,0.129245576778094,-1.42432606220245,"25p-50p",4,63,1594.5666749087,2634.50146289264,3674.43625087658,207.449172973633
190.37109375,27.59765625,0.129121414610632,-1.5881073474884,"0p-25p",4.5,63,2114.59066399117,3493.67153181151,4872.75239963184,107.735282897949
198.046875,33.69140625,0.593475763994885,-1.72628307342529,"0p-25p",5,63,2199.85116783323,3634.5367120723,5069.22225631136,4340.38671875
219.140625,40.48828125,0.937288819972276,-1.94921123981476,"0p-25p",5.5,63,2434.15484251369,4021.64713110958,5609.13941970547,5988.2919921875
185.625,33.3984375,0.916297722804204,-1.83097541332245,"0p-25p",6,63,2061.87233718807,3406.57168752812,4751.27103786816,2505.21997070312
0.234375,0,0.175066656794333,-0.848755300045013,"75p-100p",-4.5,63.5,0,0,0,171.425552368164
3.515625,0,0.178498167814531,-0.927857220172882,"50p-75p",-4,63.5,0,0,0,121.996391296387
11.25,1.2890625,0.189387995310218,-0.850705325603485,"75p-100p",-3.5,63.5,0,0,0,224.360000610352
19.62890625,3.92578125,0.180557838937112,-0.974312901496887,"50p-75p",-3,63.5,0,0,0,345.957489013672
25.83984375,5.21484375,0.181311648472235,-1.00857663154602,"50p-75p",-2.5,63.5,0,0,0,557.216125488281
26.19140625,3.515625,0.175875097062093,-0.988420903682709,"50p-75p",-2,63.5,0,0,0,576.006408691406
20.390625,1.23046875,0.173048601187336,-0.93779593706131,"50p-75p",-1.5,63.5,0,0,0,545.8408203125
16.46484375,0.76171875,0.173185860695991,-0.779815018177032,"75p-100p",-1,63.5,0,0,0,237.369995117188
15.234375,1.5234375,0.173427620533682,-0.920883655548096,"50p-75p",-0.5,63.5,0,0,0,55.0486106872559
17.6953125,2.4609375,0.173857507604541,-0.930887460708618,"50p-75p",0,63.5,0,0,0,461.758605957031
29.8828125,3.45703125,0.174243399109744,-1.02102935314178,"50p-75p",0.5,63.5,0,0,0,1726.73693847656
42.12890625,3.75,0.174337332278447,-1.07655584812164,"25p-50p",1,63.5,467.956505820146,773.145531355024,1078.3345568899,2258.1474609375
40.37109375,2.28515625,0.169375412436419,-1.02267587184906,"50p-75p",1.5,63.5,0,0,0,1478.14807128906
34.5703125,1.171875,0.161152011188036,-0.904049038887024,"50p-75p",2,63.5,0,0,0,449.216949462891
40.3125,4.5703125,0.157967466162173,-0.959072113037109,"50p-75p",2.5,63.5,0,0,0,423.848052978516
50.91796875,8.90625,0.15237072259648,-1.1539055109024,"25p-50p",3,63.5,565.583036937005,934.441539287226,1303.30004163745,326.761383056641
63.6328125,9.9609375,0.156891136750315,-1.1381413936615,"25p-50p",3.5,63.5,706.816085286062,1167.78309742915,1628.75010957223,127.712226867676
95.44921875,11.484375,0.159144467377973,-1.20594370365143,"25p-50p",4,63.5,1060.22412792909,1751.67464614372,2443.12516435835,101.251670837402
150.703125,20.15625,0.153863554310811,-1.4112868309021,"25p-50p",4.5,63.5,1673.96958688375,2765.6888826775,3857.40817847125,12.1808338165283
210.05859375,35.15625,0.146851468889645,-1.71406602859497,"0p-25p",5,63.5,2333.27409369294,3854.97458957964,5376.67508546634,18.5727787017822
237.65625,43.125,0.132118262615646,-1.8772052526474,"0p-25p",5.5,63.5,2639.82140139988,4361.44405448676,6083.06670757363,1275.75500488281
201.38671875,36.796875,0.783070235897268,-1.75579881668091,"0p-25p",6,63.5,2236.94924965764,3695.82919508653,5154.70914051543,483.476684570312
161.3671875,30.703125,0.773903726683244,-1.61903822422028,"0p-25p",6.5,63.5,1792.42311130554,2961.39470563524,4130.36629996494,212.335830688477
261.9140625,49.39453125,0.66193977526245,-1.9258508682251,"0p-25p",7,63.5,2909.27062728241,4806.62103637963,6703.97144547686,290.966674804688
429.7265625,78.80859375,0.702242421107291,-2.57221412658691,"0p-25p",7.5,63.5,4773.28652807365,7886.29948116515,10999.3124342567,728.093078613281
387.65625,70.546875,0.941114101695045,-2.36918997764587,"0p-25p",8,63.5,4305.98086579428,7114.22925652968,9922.47764726508,5138.0927734375
0.234375,0,0.210685028767498,-0.958510875701904,"50p-75p",-4.5,64,0,0,0,17.3944435119629
2.51953125,0,0.194541310794018,-0.829102516174316,"75p-100p",-4,64,0,0,0,42.5113906860352
8.49609375,0.99609375,0.194290977883325,-0.896373689174652,"75p-100p",-3.5,64,0,0,0,75.8194427490234
16.93359375,3.515625,0.19208809133448,-0.953303754329681,"50p-75p",-3,64,0,0,0,213.951675415039
23.0859375,5.21484375,0.186519388169505,-0.960201263427734,"50p-75p",-2.5,64,0,0,0,466.944458007812
21.796875,4.16015625,0.18278377596632,-0.926900267601013,"50p-75p",-2,64,0,0,0,432.082214355469
17.578125,2.28515625,0.177524899799923,-0.987125039100647,"50p-75p",-1.5,64,0,0,0,969.148864746094
17.28515625,1.7578125,0.174857117013446,-0.994767665863037,"50p-75p",-1,64,0,0,0,788.248596191406
17.28515625,1.7578125,0.175340166922192,-0.95943409204483,"50p-75p",-0.5,64,0,0,0,233.763046264648
17.6953125,1.23046875,0.173911680158983,-0.929157793521881,"50p-75p",0,64,0,0,0,201.576385498047
25.95703125,2.51953125,0.173523651787099,-0.937220454216003,"50p-75p",0.5,64,0,0,0,310.314727783203
40.1953125,4.98046875,0.173050709274508,-1.00913858413696,"50p-75p",1,64,0,0,0,540.946655273438
46.40625,4.39453125,0.173058161979397,-0.988032579421997,"50p-75p",1.5,64,0,0,0,539.948364257812
42.71484375,2.578125,0.174447101885469,-0.971363961696625,"50p-75p",2,64,0,0,0,253.738891601562
42.5390625,3.984375,0.174466292731209,-0.981630861759186,"50p-75p",2.5,64,0,0,0,157.961395263672
48.33984375,6.6796875,0.173758732494848,-1.0268976688385,"50p-75p",3,64,0,0,0,77.9977798461914
52.79296875,5.91796875,0.171815905641745,-1.007488489151,"50p-75p",3.5,64,0,0,0,35.6105537414551
62.05078125,5.56640625,0.16803850034173,-1.05722892284393,"25p-50p",4,64,689.243309685027,1138.74981600135,1588.25632231767,30.5336112976074
103.53515625,12.94921875,0.163122838847823,-1.22233939170837,"25p-50p",4.5,64,1150.0405365566,1900.06697344135,2650.09341032609,28.4261112213135
173.14453125,28.0078125,0.145286089513346,-1.59432291984558,"0p-25p",5,64,1923.24266300213,3177.53135626439,4431.82004952665,47.7077751159668
218.37890625,38.61328125,0.129476192079517,-1.7533278465271,"0p-25p",5.5,64,2425.69387648357,4007.66814375546,5589.64241102735,105.063056945801
224.23828125,40.37109375,0.583675211016883,-1.82476484775543,"0p-25p",6,64,2490.77823056147,4115.19881571026,5739.61940085905,572.13916015625
256.40625,47.51953125,0.58629275672302,-1.96147811412811,"0p-25p",6.5,64,2848.09133444918,4705.54220474212,6562.99307503506,31.2830562591553
369.55078125,67.08984375,0.6527744836839,-2.39753794670105,"0p-25p",7,64,4104.87021169355,6781.95948018934,9459.04874868513,266.667785644531
469.16015625,84.7265625,0.517181237262585,-2.6255886554718,"0p-25p",7.5,64,5211.30423101795,8609.98090342097,12008.657575824,369.420562744141
403.125,73.828125,0.581774111431851,-2.70331835746765,"0p-25p",8,64,4477.80356055995,7398.11023049035,10318.4169004208,114.598617553711
261.9140625,47.28515625,0.653346282025969,-1.98897922039032,"0p-25p",8.5,64,2909.27062728241,4806.62103637963,6703.97144547686,480.075561523438
186.9140625,31.69921875,0.943320876680056,-1.82082056999207,"0p-25p",9,64,2076.19089508521,3430.22843535817,4784.26597563114,1802.3125
15,4.6875,0,-0.967718124389648,"50p-75p",11,64,0,0,0,53.4311103820801
1.23046875,0,0.213608473214645,-0.92610090970993,"50p-75p",-4.5,64.5,0,0,0,14.7880563735962
4.6875,0.234375,0.210708839349076,-0.835457861423492,"75p-100p",-4,64.5,0,0,0,66.0086135864258
8.26171875,0.99609375,0.199937475763186,-0.932239413261414,"50p-75p",-3.5,64.5,0,0,0,25.6119441986084
12.59765625,2.2265625,0.193642138954754,-0.934045076370239,"50p-75p",-3,64.5,0,0,0,24.1616668701172
18.57421875,3.515625,0.192051134524717,-0.896576046943665,"75p-100p",-2.5,64.5,0,0,0,71.7205581665039
19.62890625,3.80859375,0.189093045113951,-0.943887710571289,"50p-75p",-2,64.5,0,0,0,149.234725952148
19.921875,4.16015625,0.185990912004962,-0.938321530818939,"50p-75p",-1.5,64.5,0,0,0,570.971130371094
24.31640625,5.9765625,0.183189928408511,-0.981016755104065,"50p-75p",-1,64.5,0,0,0,675.942504882812
24.4921875,5.21484375,0.179209751900963,-1.00911736488342,"50p-75p",-0.5,64.5,0,0,0,649.376403808594
24.55078125,2.6953125,0.178942515085695,-0.981505393981934,"50p-75p",0,64.5,0,0,0,337.298065185547
32.2265625,4.3359375,0.175604187922893,-1.02550220489502,"50p-75p",0.5,64.5,0,0,0,223.544998168945
41.54296875,6.6796875,0.176089868040933,-1.09716022014618,"25p-50p",1,64.5,461.448070412355,762.392464159544,1063.33685790673,311.212219238281
45.234375,5.2734375,0.179365297193909,-1.07491612434387,"25p-50p",1.5,64.5,502.451213481436,830.136787491069,1157.8223615007,152.869995117188
45.17578125,3.3984375,0.175126189477639,-0.94875568151474,"50p-75p",2,64.5,0,0,0,104.050834655762
46.2890625,3.984375,0.173060195149156,-1.10737752914429,"25p-50p",2.5,64.5,514.166397215459,849.492308442933,1184.81821967041,98.3008346557617
46.875,3.80859375,0.173064624319858,-0.980226159095764,"50p-75p",3,64.5,0,0,0,47.5475006103516
47.578125,2.75390625,0.173846988885618,-1.01934421062469,"50p-75p",3.5,64.5,0,0,0,150.904724121094
50.390625,3.92578125,0.173569133972106,-1.01511430740356,"50p-75p",4,64.5,0,0,0,279.642791748047
72.12890625,10.48828125,0.166771724182686,-1.16015696525574,"25p-50p",4.5,64.5,801.188398699026,1323.70257176361,1846.21674482819,222.745559692383
132.48046875,24.31640625,0.150592355640194,-1.44876265525818,"25p-50p",5,64.5,1471.55724570146,2431.26849289807,3390.97974009467,10.7058343887329
234.375,44.296875,0.128802489157221,-1.88079953193665,"0p-25p",5.5,64.5,2603.37416311625,4301.22687819207,5999.07959326788,425.968322753906
403.76953125,71.19140625,0.517632125889742,-2.46052837371826,"0p-25p",6,64.5,4484.96283950852,7409.93860440538,10334.9143693022,76.383056640625
622.32421875,92.98828125,0.498591380106586,-3.09711766242981,"0p-25p",6.5,64.5,6912.60924661442,11420.8326683195,15929.0560900245,289.334167480469
715.8984375,95.21484375,0.645329045642831,-3.04687333106995,"0p-25p",7,64.5,7952.00638123859,13138.0974994377,18324.1886176367,412.588592529297
569.35546875,79.6875,0.748156126209044,-2.84819746017456,"0p-25p",7.5,64.5,6324.24668575015,10448.7553938481,14573.264101946,502.303070068359
357.890625,61.46484375,0.828573380454665,-2.15607953071594,"0p-25p",8,64.5,3975.35234707851,6567.97344299928,9160.59453892006,389.724731445312
277.44140625,52.79296875,0.873332084139361,-2.07435464859009,"0p-25p",8.5,64.5,3081.74416558886,5091.57731705986,7101.41046853086,3993.58081054688
266.015625,45.87890625,0.858048042743976,-2.06780695915222,"0p-25p",9,64.5,2954.82967513694,4881.89250674799,6808.95533835905,1724.97058105469
248.96484375,40.72265625,0.608407069258945,-1.88690507411957,"0p-25p",9.5,64.5,2765.43420477024,4568.97825135952,6372.52229794881,22.5191669464111
229.27734375,39.7265625,0.797987074598556,-1.81182670593262,"0p-25p",10,64.5,2546.75077506847,4207.67519359139,5868.59961211431,814.625
2.51953125,0,0.211185504463914,-0.861281931400299,"75p-100p",-4.5,65,0,0,0,104.837501525879
8.96484375,0.76171875,0.207890019528865,-0.939616680145264,"50p-75p",-4,65,0,0,0,125.026107788086
13.125,2.2265625,0.209750386033219,-0.872035622596741,"75p-100p",-3.5,65,0,0,0,116.44361114502
17.8125,3.984375,0.210412864954399,-0.968166828155518,"50p-75p",-3,65,0,0,0,184.578887939453
27.01171875,5.9765625,0.197226681103062,-0.951727628707886,"50p-75p",-2.5,65,0,0,0,281.055267333984
29.296875,6.4453125,0.200042487720353,-1.04946327209473,"25p-50p",-2,65,325.421770389531,537.653359774008,749.884949158485,162.159439086914
28.359375,6.796875,0.195132064161234,-0.967734098434448,"50p-75p",-1.5,65,0,0,0,171.086380004883
32.578125,8.671875,0.194910038852284,-1.00732290744781,"50p-75p",-1,65,0,0,0,215.953048706055
34.5703125,7.91015625,0.187389679772546,-1.0793981552124,"25p-50p",-0.5,65,383.997689059647,634.43096453333,884.864240007013,468.877502441406
41.66015625,6.38671875,0.18226617438976,-1.03493332862854,"50p-75p",0,65,0,0,0,896.614990234375
59.23828125,9.4921875,0.180860908674251,-1.14654970169067,"25p-50p",0.5,65,658.002819727632,1087.13509346304,1516.26736719846,822.590576171875
70.13671875,13.0078125,0.182280725493799,-1.219398021698,"25p-50p",1,65,779.059718312538,1287.14214329898,1795.22456828541,327.095001220703
62.2265625,9.84375,0.187005422390209,-1.11440908908844,"25p-50p",1.5,65,691.195840307365,1141.97573615999,1592.75563201262,70.8863906860352
49.62890625,5.21484375,0.176753977816903,-1.02667319774628,"50p-75p",2,65,0,0,0,122.870002746582
48.22265625,4.86328125,0.177971760831454,-0.883778214454651,"75p-100p",2.5,65,0,0,0,95.4661102294922
49.8046875,5.2734375,0.174311637585695,-1.09225904941559,"25p-50p",3,65,553.217009662203,914.010711615814,1274.80441356942,49.6338920593262
52.44140625,4.51171875,0.160333423853854,-1.0362297296524,"50p-75p",3.5,65,0,0,0,73.7177810668945
59.53125,6.2109375,0.14071009539039,-1.09533107280731,"25p-50p",4,65,661.257037431528,1092.51162706078,1523.76621669004,108.271385192871
66.5625,10.48828125,0.131520963856255,-1.23626029491425,"25p-50p",4.5,65,739.358262325015,1221.54843340655,1703.73860448808,113.138885498047
95.09765625,17.8125,0.131022735197671,-1.22582960128784,"25p-50p",5,65,1056.31906668442,1745.22280582643,2434.12654496844,8.50805568695068
217.6171875,40.83984375,0.15349036004209,-1.817018866539,"0p-25p",5.5,65,2417.23291045344,3993.68915640133,5570.14540234923,308.386932373047
563.02734375,88.41796875,0.324434187334947,-2.92632365226746,"0p-25p",6,65,6253.95558334601,10332.6222681369,14411.2889529278,741.694702148438
1039.921875,131.77734375,0.500890437673198,-3.62978887557983,"0p-25p",6.5,65,11551.1711617468,19084.5436585382,26617.9161553296,401.241943359375
1185.29296875,128.7890625,0.65282644221695,-3.66921615600586,"0p-25p",7,65,13165.9139864197,21752.3796297368,30338.845273054,177.16667175293
831.09375,91.0546875,0.753905579285079,-2.98292660713196,"0p-25p",7.5,65,9231.56478241022,15252.1505100691,21272.7362377279,497.33056640625
423.6328125,63.046875,0.840156092579668,-2.19944858551025,"0p-25p",8,65,4705.59879983262,7774.46758233216,10843.3363648317,112.705276489258
274.74609375,54.7265625,0.902289739039506,-2.07006764411926,"0p-25p",8.5,65,3051.80536271302,5042.11320796065,7032.42105320827,310.315277099609
254.765625,47.87109375,0.794701581902497,-2.07637715339661,"0p-25p",9,65,2829.86771530736,4675.43361659478,6520.99951788219,98.2447204589844
273.10546875,47.51953125,0.588787492839817,-2.05882048606873,"0p-25p",9.5,65,3033.58174357121,5012.00461981331,6990.4274960554,145.196105957031
324.19921875,59.23828125,0.746828107517986,-2.23491048812866,"0p-25p",10,65,3601.11731113055,5949.67207925918,8298.2268473878,547.695251464844
329.1796875,59.82421875,0.925711815773183,-2.14006614685059,"0p-25p",10.5,65,3656.43901209677,6041.07315042076,8425.70728874474,2682.38940429688
