"longitude","latitude","nvessels","nreturning_vessels","bimac","density","density_freq","bathymetry_prob","fishing","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
2.5,53,5,0,0,20.625,0.46875,0.947962565954921,TRUE,229.09692635423,255.73610383728,282.37528132033,6799.2900390625
3,53,8,0,121.321723937988,37.67578125,1.9921875,0.948010731077148,TRUE,418.492396720937,467.154303316395,515.816209911853,1690.748046875
3.5,53,11,0,124.729011535645,63.45703125,4.51171875,0.948088415959165,TRUE,704.863554663725,786.824433112995,868.785311562265,1714.08776855469
4,53,18,1,124.270126342773,69.140625,5.5078125,0.94816803778167,TRUE,767.995378119294,857.2971662727,946.598954426106,3235.99682617188
5,53,19,2,123.378273010254,39.375,4.453125,0.948695808437193,TRUE,437.36685940353,488.22347096208,539.08008252063,52758.3359375
0.5,53.5,11,1,121.897621154785,25.546875,1.69921875,0.948609198106714,TRUE,283.767783779671,316.76403770754,349.760291635409,333.063598632812
1,53.5,4,0,124.802803039551,18.1640625,0.76171875,0.948429123392282,TRUE,201.761497641509,225.22213690215,248.682776162791,1119.2197265625
1.5,53.5,3,0,0,9.66796875,0,0.948205542789178,TRUE,107.389184228545,119.876298673725,132.363413118905,372.820831298828
2,53.5,0,0,0,7.55859375,0,0.94804392143302,TRUE,83.9588167604991,93.721469872185,103.484122983871,236.896392822266
2.5,53.5,1,0,123.580993652344,13.53515625,0,0.948164797165831,TRUE,150.344857919963,167.826818143215,185.308778366467,904.328918457031
3,53.5,8,0,122.167190551758,30.8203125,0.76171875,0.947947784865826,TRUE,342.343702449787,382.15110971139,421.958516972993,1289.95910644531
3.5,53.5,14,1,122.281677246094,55.60546875,3.22265625,0.947900414180077,TRUE,617.65052019933,689.470348129485,761.29017605964,838.653869628906
4,53.5,24,2,121.80216217041,75.05859375,5.7421875,0.948014455391322,TRUE,833.730575737979,930.675991521465,1027.62140730495,1798.17358398438
4.5,53.5,29,2,123.544395446777,82.08984375,7.734375,0.948177331661202,TRUE,911.831800631467,1017.85875419327,1123.88570775506,2472.6962890625
5,53.5,28,4,124.97777557373,73.7109375,8.0859375,0.948266619522626,TRUE,818.761174300061,913.96596200937,1009.17074971868,40718.25390625
7,53.5,33,5,0,68.37890625,9.66796875,0.948784402634495,TRUE,759.534412089166,847.852366983255,936.170321877344,8194.609375
-4.5,54,0,0,0,1.58203125,0,0.947953941296293,TRUE,17.5727756010347,19.616121601155,21.6594676012753,0
-4,54,3,0,0,5.44921875,0.52734375,0.947918720010264,TRUE,60.5284492924528,67.566641070645,74.6048328488372,9106.513671875
-3.5,54,5,1,0,6.26953125,0.9375,0.948242236507602,TRUE,69.6402588633597,77.737963382355,85.8356679013503,5872.5400390625
0,54,16,1,125.284805297852,34.21875,2.4609375,0.947731090547478,TRUE,380.092627814973,424.28944500276,468.486262190548,2097.2041015625
0.5,54,16,1,125.530235290527,39.609375,2.75390625,0.947183224569548,TRUE,439.970233566646,491.12956305114,542.288892535634,7567.9072265625
1,54,4,0,0,24.19921875,0.99609375,0.947586316457643,TRUE,268.798382341753,300.054008195445,331.309634049137,946.67138671875
1.5,54,2,0,0,14.82421875,0.234375,0.946907989826709,TRUE,164.663415817103,183.810324633045,202.957233448987,22.0477771759033
2,54,2,0,125.472030639648,13.0078125,0.52734375,0.946984501551524,TRUE,144.487266052952,161.28811094283,178.088955832708,95.8277740478516
2.5,54,2,0,122.77025604248,14.4140625,0.234375,0.946798780506121,TRUE,160.107511031649,178.72466347719,197.341815922731,269.294708251953
3,54,7,0,120.461982727051,26.953125,0.76171875,0.947513043784317,TRUE,299.388028758369,334.2005902419,369.013151725431,711.878601074219
3.5,54,14,1,120.661903381348,47.6953125,2.98828125,0.947441442412746,TRUE,529.786642194157,591.38974012371,652.992838053263,928.671630859375
4,54,20,2,120.46240234375,64.62890625,5.21484375,0.947341846752491,TRUE,717.880425479306,801.354893558295,884.829361637284,634.273864746094
4.5,54,17,2,125.412185668945,73.41796875,6.6796875,0.947358969547048,TRUE,815.506956596165,910.333346898045,1005.15973719992,1384.42163085938
5,54,22,2,0,79.04296875,8.7890625,0.947574284823042,TRUE,877.987936510955,980.079557035485,1082.17117756001,5590.9736328125
5.5,54,28,3,124.95361328125,79.3359375,11.015625,0.94772155527374,TRUE,881.242154214851,983.71217214681,1086.18219007877,6873.3271484375
6,54,29,5,117.457809448242,79.04296875,11.89453125,0.947963587389787,TRUE,877.987936510955,980.079557035485,1082.17117756001,6549.8544921875
6.5,54,33,5,118.025192260742,93.28125,12.83203125,0.947952183747943,TRUE,1036.14291692027,1156.62465144588,1277.10638597149,19411.1015625
7,54,39,5,122.586303710938,115.83984375,15.05859375,0.947900414180077,TRUE,1286.71768012021,1436.33601501791,1585.9543499156,18800.37890625
7.5,54,39,5,123.444892883301,126.97265625,19.51171875,0.947788262147682,TRUE,1410.37795286823,1574.37538924826,1738.37282562828,15488.7431640625
8,54,56,11,0,110.5078125,20.7421875,0.948230020899702,TRUE,1227.49091790931,1370.22241999179,1512.95392207427,8285.5791015625
14,54,11,1,119.4619140625,24.66796875,1.93359375,0.94868325417882,TRUE,274.005130667985,305.866192373565,337.727254079145,0
-4.5,54.5,0,0,0,0.703125,0,0.948053529786082,TRUE,7.81012248934875,8.71827626718,9.62643004501125,0
-4,54.5,0,0,0,2.75390625,0.234375,0.947918571676705,TRUE,30.5896464166159,34.146582046455,37.7035176762941,1361.52502441406
-0.5,54.5,8,0,120.981239318848,28.7109375,1.46484375,0.947733310870435,TRUE,318.913334981741,355.99628090985,393.079226837959,1254.32690429688
0,54.5,8,1,125.511512756348,37.08984375,2.98828125,0.947099907402733,TRUE,411.983961313147,459.889073093745,507.794184874344,11555.3662109375
0.5,54.5,9,1,123.906745910645,35.09765625,2.98828125,0.946619056157002,TRUE,389.855280926658,435.187290336735,480.519299746812,2583.72607421875
1,54.5,3,0,122.422691345215,26.015625,0.99609375,0.947251830275681,TRUE,288.974532105904,322.57622188566,356.177911665416,1245.29467773438
1.5,54.5,8,0,119.204696655273,26.07421875,0.76171875,0.947696453373039,TRUE,289.625375646683,323.302744907925,356.980114169167,354.379455566406
2,54.5,10,1,119.423080444336,26.484375,1.46484375,0.948319507313951,TRUE,294.181280432136,328.38840606378,362.595531695424,550.662231445312
2.5,54.5,4,0,118.686553955078,19.51171875,0.76171875,0.948305114481679,TRUE,216.730899079428,241.932166414245,267.133433749062,436.155822753906
3,54.5,4,0,124.218414306641,18.10546875,0.234375,0.947837887066092,TRUE,201.11065410073,224.495613879885,247.88057365904,259.401947021484
3.5,54.5,5,0,123.35969543457,27.890625,0.99609375,0.947442492254181,TRUE,309.801525410834,345.82495859814,381.848391785446,176.709167480469
4,54.5,8,0,121.058692932129,37.67578125,1.7578125,0.947349788995597,TRUE,418.492396720937,467.154303316395,515.816209911853,122.859161376953
4.5,54.5,6,0,126.211570739746,44.82421875,2.98828125,0.947329713996552,TRUE,497.895308695983,555.790112032725,613.684915369467,1016.77612304688
5,54.5,12,1,0,67.44140625,8.02734375,0.947441442412746,TRUE,749.120915436701,836.227998627015,923.335081817329,4066.71118164062
5.5,54.5,23,5,126.201499938965,95.15625,14.0625,0.947568250626746,TRUE,1056.9699102252,1179.87338815836,1302.77686609152,10456.318359375
6,54.5,20,3,120.622299194336,97.44140625,13.76953125,0.947571772066803,TRUE,1082.35280831558,1208.2077860267,1334.06276373781,3070.712890625
6.5,54.5,16,1,118.496398925781,90.29296875,9.7265625,0.947623766651323,TRUE,1002.94989634054,1119.57197731037,1236.19405828019,1358.47888183594
7,54.5,24,2,122.317565917969,99.84375,11.484375,0.947707672439372,TRUE,1109.03739348752,1237.99522993956,1366.9530663916,2263.36303710938
7.5,54.5,32,5,124.987678527832,130.25390625,21.5625,0.948157219692697,TRUE,1446.82519115186,1615.0606784951,1783.29616583833,5000.65869140625
8,54.5,43,9,124.89811706543,146.6015625,30.3515625,0.948469426255262,TRUE,1628.41053902921,1817.76060170703,2007.11066438485,11808.96875
8.5,54.5,31,8,0,92.34375,21.38671875,0.94868129963682,TRUE,1025.7294202678,1145.00028308964,1264.27114591148,40143.29296875
11,54.5,38,8,0,61.7578125,12.12890625,0.948760971999604,TRUE,685.989091981132,765.75526546731,845.521438953488,3403.93969726562
11.5,54.5,38,7,120.330032348633,58.9453125,11.015625,0.948247602980525,TRUE,654.748602023737,730.88216039859,807.015718773443,9340.2353515625
13.5,54.5,22,2,119.512329101562,44.765625,4.39453125,0,TRUE,497.244465155204,555.06358901046,612.882712865716,1134.33801269531
14,54.5,17,1,119.824615478516,42.59765625,3.515625,0.948480967984103,TRUE,473.163254146379,528.182237186655,583.201220226932,2716.41088867188
14.5,54.5,1,0,121.046043395996,16.11328125,0.99609375,0.948575732581195,TRUE,178.981973714242,199.793831122875,220.605688531508,858.981384277344
15,54.5,0,0,0,2.05078125,0,0.94806549104805,TRUE,22.7795239272672,25.428305779275,28.0770876312828,610.636108398438
15.5,54.5,0,0,0,0.46875,0,0.947262968562198,TRUE,5.2067483262325,5.81218417812,6.4176200300075,3979.40307617188
-4.5,55,0,0,0,0,0,0,FALSE,0,0,0,0
-4,55,0,0,0,0,0,0,FALSE,0,0,0,785.418090820312
-1,55,26,2,0,35.80078125,1.875,0.945492095558461,TRUE,397.665403416007,443.905566603915,490.145729791823,7649.1455078125
-0.5,55,10,0,0,37.6171875,1.81640625,0.946118091213928,TRUE,417.841553180158,466.42778029413,515.014007408102,2447.18798828125
0,55,8,1,125.875854492188,29.6484375,2.2265625,0.945830465224256,TRUE,329.326831634206,367.62064926609,405.914466897974,430.838348388672
0.5,55,8,1,124.115936279297,29.1796875,2.2265625,0.945573747028037,TRUE,324.120083307973,361.80846508797,399.496846867967,43.8077812194824
1,55,7,0,124.131576538086,29.70703125,0.76171875,0.946832263980355,TRUE,329.977675174985,368.347172288355,406.716669401725,138.152496337891
1.5,55,10,0,117.400665283203,31.81640625,0.76171875,0.94825569626116,TRUE,353.408042643031,394.502001089895,435.595959536759,668.858337402344
2,55,10,1,121.269691467285,29.765625,1.46484375,0.948199819053381,TRUE,330.628518715764,369.07369531062,407.518871905476,67.8944473266602
2.5,55,5,0,121.56143951416,20.44921875,0.76171875,0.948068297553303,TRUE,227.144395731893,253.556534770485,279.968673809077,291.3125
3,55,1,0,124.140716552734,12.3046875,0,0.948207137797378,TRUE,136.677143563603,152.56983467565,168.462525787697,109.273887634277
3.5,55,2,0,122.389739990234,15.46875,0,0.947690022778569,TRUE,171.822694765673,191.80207787796,211.781460990248,41.9863891601562
4,55,8,0,123.600967407227,32.16796875,1.171875,0.947297800930892,TRUE,357.313103887705,398.861139223485,440.409174559265,305.208618164062
4.5,55,8,0,125.22599029541,59.8828125,5.80078125,0.947295050418843,TRUE,665.162098676202,742.50652875483,819.850958833458,553.591918945312
5,55,16,2,0,93.046875,13.2421875,0.947586816715043,TRUE,1033.53954275715,1153.71855935682,1273.89757595649,285.976959228516
5.5,55,36,5,0,115.78125,18.6328125,0.947637073548905,TRUE,1286.06683657943,1435.60949199564,1585.15214741185,615.408081054688
6,55,31,4,121.195137023926,112.03125,15.64453125,0.947603443612495,TRUE,1244.41284996957,1389.11201857068,1533.81118717179,1405.42944335938
6.5,55,16,0,120.740684509277,91.9921875,9.0234375,0.947417725287473,TRUE,1021.82435902313,1140.64114495605,1259.45793088897,2160.13305664062
7,55,13,1,121.56583404541,80.44921875,9.2578125,0.947966940805952,TRUE,893.608181489653,997.516109569845,1101.42403765004,5181.2216796875
7.5,55,17,4,122.894561767578,99.0234375,18.69140625,0.948183374645031,TRUE,1099.92558391662,1227.82390762785,1355.72223133908,5148.6865234375
8,55,43,10,124.143974304199,123.22265625,27.36328125,0.948509867536603,TRUE,1368.72396625837,1527.8779158233,1687.03186538822,14657.4658203125
8.5,55,33,8,124.908218383789,87.0703125,20.5078125,0.948700982277726,TRUE,967.153501597687,1079.61321108579,1192.07292057389,11532.8779296875
10,55,14,1,126.033576965332,27.5390625,3.046875,0.948108103945273,TRUE,305.896464166159,341.46582046455,377.035176762941,953.521667480469
10.5,55,26,4,0,40.6640625,6.15234375,0,FALSE,0,0,0,5719.43310546875
12,55,14,1,118.766059875488,34.39453125,3.6328125,0,TRUE,382.04515843731,426.469014069555,470.8928697018,163.962783813477
12.5,55,19,2,117.900062561035,38.84765625,3.45703125,0,TRUE,431.509267536519,481.684763761695,531.860259986872,670.918334960938
13,55,11,2,120.479469299316,41.77734375,4.453125,0.948166958033808,TRUE,464.051444575472,518.010914874945,571.970385174419,1280.4775390625
13.5,55,15,2,0,43.30078125,4.74609375,0.947370989267662,TRUE,480.973376635727,536.900513453835,592.827650271943,4159.35498046875
14,55,9,1,123.16170501709,31.9921875,2.98828125,0.947319537019204,TRUE,355.360573265368,396.68157015669,438.002567048012,6485.703125
14.5,55,2,0,123.456771850586,12.890625,0.76171875,0.947976830854341,TRUE,143.185578971394,159.8350648983,176.484550825206,2833.01171875
15,55,2,0,119.608253479004,4.74609375,0,0,TRUE,52.7183268031041,58.848364803465,64.978402803826,8093.81201171875
15.5,55,0,0,119.608253479004,1.7578125,0,0.945626389371494,TRUE,19.5253062233719,21.79569066795,24.0660751125281,5232.6123046875
-1.5,55.5,3,0,0,13.2421875,0.703125,0.947827940389662,TRUE,147.090640216068,164.19420303189,181.297765847712,4052.88940429688
-1,55.5,5,0,0,26.66015625,1.81640625,0.94385846614493,TRUE,296.133811054473,330.567975130575,365.002139206677,13095.5126953125
-0.5,55.5,4,0,124.996086120605,25.48828125,1.46484375,0.946564911451131,TRUE,283.116940238892,316.037514685275,348.958089131658,772.376403808594
0,55.5,4,0,125.863899230957,22.20703125,0.99609375,0.945434209797772,TRUE,246.669701955265,275.352225438435,304.034748921605,40.1180572509766
0.5,55.5,6,0,125.731475830078,25.48828125,0.76171875,0.94548616267965,TRUE,283.116940238892,316.037514685275,348.958089131658,33.7747230529785
1,55.5,10,0,125.996940612793,27.36328125,0.234375,0.945580725378983,TRUE,303.943933543822,339.286251397755,374.628569251688,110.265274047852
1.5,55.5,6,0,123.418388366699,24.19921875,0.234375,0.94584469203648,TRUE,268.798382341753,300.054008195445,331.309634049137,111.007499694824
2,55.5,3,0,124.021125793457,22.03125,0.99609375,0.946260332211775,TRUE,244.717171332928,273.17265637164,301.628141410353,25.8438892364502
2.5,55.5,6,0,0,25.6640625,2.4609375,0.946964063303665,TRUE,285.069470861229,318.21708375207,351.364696642911,118.094161987305
3,55.5,3,0,123.158226013184,28.125,3.80859375,0.947599461702598,TRUE,312.40489957395,348.7310506872,385.05720180045,140.106674194336
3.5,55.5,2,0,122.811737060547,28.7109375,3.22265625,0.947728868495647,TRUE,318.913334981741,355.99628090985,393.079226837959,298.936676025391
4,55.5,7,0,0,56.77734375,6.50390625,0.947919609841957,TRUE,630.667391014912,704.000808574785,777.334226134659,1123.02221679688
4.5,55.5,36,5,0,113.203125,16.46484375,0.947910847183202,TRUE,1257.42972078515,1403.64247901598,1549.85523724681,1718.2236328125
5,55.5,48,8,0,142.1484375,23.3203125,0.94742582730837,TRUE,1578.94642993001,1762.54485201489,1946.14327409977,2309.68994140625
5.5,55.5,34,7,0,133.359375,23.203125,0.947484191897584,TRUE,1481.31989881315,1653.56639867514,1825.81289853713,1450.998046875
6,55.5,36,7,125.085327148438,126.6796875,19.3359375,0.947317716224811,TRUE,1407.12373516433,1570.74277413693,1734.36181310953,1973.01501464844
6.5,55.5,38,4,122.715202331543,128.26171875,16.40625,0.947605763907778,TRUE,1424.69651076537,1590.35889573809,1756.0212807108,4379.7705078125
7,55.5,28,4,0,116.77734375,16.9921875,0.948020174926994,TRUE,1297.13117677267,1447.96038337415,1598.78958997562,4937.78759765625
7.5,55.5,14,3,126.275077819824,100.01953125,18.80859375,0.948412929934157,TRUE,1110.98992410986,1240.17479900636,1369.35967390285,5114.0927734375
8,55.5,30,6,0,79.27734375,16.93359375,0.948751737604671,TRUE,880.591310674072,982.985649124545,1085.37998757502,10478.6865234375
9.5,55.5,3,0,123.142738342285,7.5,0.46875,0,TRUE,83.30797321972,92.99494684992,102.68192048012,34.8274993896484
12.5,55.5,10,0,116.43603515625,39.4921875,2.28515625,0.948654851818896,TRUE,438.668546485088,489.67651700661,540.684487528132,250.642501831055
13,55.5,11,0,119.850654602051,33.6328125,2.2265625,0,TRUE,373.584192407182,417.02421478011,460.464237153038,220.112487792969
13.5,55.5,1,0,0,19.3359375,1.7578125,0,FALSE,0,0,0,1598.39001464844
14,55.5,0,0,0,9.4921875,0.99609375,0,FALSE,0,0,0,3304.72827148438
15,55.5,3,0,115.828071594238,5.09765625,0,0.945634144913736,TRUE,56.6233880477784,63.207502937055,69.7916178263316,8501.4462890625
15.5,55.5,0,0,115.828071594238,2.28515625,0,0.945558004917849,TRUE,25.3828980903834,28.334397868335,31.2858976462866,1295.01440429688
-2,56,3,0,117.300735473633,24.9609375,3.28125,0.946824451651431,TRUE,277.259348371881,309.49880748489,341.738266597899,3240.2548828125
-1.5,56,1,0,121.030899047852,23.37890625,3.046875,0.945630412496838,TRUE,259.686572770846,289.882685883735,320.078798996624,10498.1904296875
-1,56,2,1,124.502464294434,17.05078125,2.40234375,0.946174396840575,TRUE,189.395470366707,211.418199479115,233.440928591523,2011.0478515625
-0.5,56,4,1,123.016937255859,18.046875,2.4609375,0.945884920307396,TRUE,200.459810559951,223.76909085762,247.078371155289,64.9308319091797
0,56,5,0,0,27.421875,2.51953125,0.94262229607177,TRUE,304.594777084601,340.01277442002,375.430771755439,10.8877792358398
0.5,56,5,0,0,39.78515625,2.98828125,0.942935398845406,TRUE,441.922764188983,493.309132117935,544.695500046887,0
1,56,4,0,0,40.60546875,3.75,0.942498030013868,TRUE,451.03457375989,503.480454429645,555.9263350994,10.5150003433228
1.5,56,2,0,0,33.046875,4.21875,0.942066444834976,TRUE,367.075756999391,409.75898455746,452.442212115529,1.68194401264191
2,56,2,0,0,39.19921875,6.03515625,0.945249694541811,TRUE,435.414328781193,486.043901895285,536.673475009377,21.8861103057861
2.5,56,11,2,0,60.29296875,10.48828125,0.945622074732865,TRUE,669.718003461655,747.592189910685,825.466376359715,3.80555486679077
3,56,23,5,0,77.16796875,13.59375,0.945873543621562,TRUE,857.160943206025,956.830820323005,1056.50069743998,136.718887329102
3.5,56,18,3,125.138465881348,72.12890625,11.25,0.946165572792507,TRUE,801.188398699026,894.349840408215,987.511282117404,112.074440002441
4,56,15,2,0,84.0234375,13.0078125,0.946751619335108,TRUE,933.309637477176,1041.83401392801,1150.35839037884,558.036682128906
4.5,56,49,9,0,131.8359375,23.02734375,0.946721494424873,TRUE,1464.39796675289,1634.67680009625,1804.95563343961,2467.88427734375
5,56,48,8,0,144.4921875,26.1328125,0.947339315435087,TRUE,1604.98017156117,1791.60577290549,1978.23137424981,7948.12109375
5.5,56,20,4,122.49299621582,114.2578125,19.98046875,0.94716417094498,TRUE,1269.14490451917,1416.71989341675,1564.29488231433,3261.6396484375
6,56,23,3,121.676116943359,109.921875,16.2890625,0.947361484972524,TRUE,1220.98248250152,1362.95718976914,1504.93189703676,3925.37133789062
6.5,56,41,5,122.081787109375,141.796875,20.390625,0.947572609888925,TRUE,1575.04136868533,1758.1857138813,1941.33005907727,2831.59204101562
7,56,56,10,121.952072143555,162.1875,27.24609375,0.947807322287695,TRUE,1801.53492087645,2011.01572562952,2220.4965303826,1914.17724609375
7.5,56,40,7,0,124.98046875,23.14453125,0.948157219692697,TRUE,1388.24927248174,1549.67360649125,1711.09794050075,2927.29809570312
10,56,6,1,0,14.765625,1.46484375,0,FALSE,0,0,0,43.0541648864746
10.5,56,16,1,0,27.890625,2.2265625,0.948551571495571,TRUE,309.801525410834,345.82495859814,381.848391785446,509.000549316406
11,56,14,1,0,32.40234375,4.04296875,0.948322299639948,TRUE,359.916478050822,401.767231312545,443.617984574269,312.657775878906
11.5,56,7,3,0,21.9140625,4.86328125,0.948385034633909,TRUE,243.415484251369,271.71961032711,300.023736402851,35.156665802002
12.5,56,16,1,110.884368896484,24.2578125,1.171875,0,TRUE,269.449225882532,300.78053121771,332.111836552888,2318.08740234375
14.5,56,1,0,125.051048278809,2.16796875,0,0,TRUE,24.0812110088253,26.881351823805,29.6814926387847,763.515319824219
15,56,1,0,112.033897399902,3.046875,0,0.947924498722345,TRUE,33.8438641205113,37.77919715778,41.7145301950488,4025.81689453125
15.5,56,0,0,112.033897399902,1.23046875,0,0.948401786328908,TRUE,13.6677143563603,15.256983467565,16.8462525787697,2775.2431640625
-2.5,56.5,14,2,118.787788391113,64.1015625,11.42578125,0.947940437452343,TRUE,712.022833612294,794.81618635791,877.609539103526,20363.671875
-2,56.5,25,4,121.280899047852,111.09375,19.51171875,0.947260373111796,TRUE,1233.9993533171,1377.48765021444,1520.97594711178,7108.1875
-1.5,56.5,19,3,123.020683288574,97.55859375,16.23046875,0.946845946032124,TRUE,1083.65449539714,1209.66083207123,1335.66716874531,316.301940917969
-1,56.5,5,0,125.260223388672,50.9765625,7.20703125,0.946180184778036,TRUE,566.233880477784,632.07502937055,697.916178263316,104.64249420166
-0.5,56.5,5,1,123.427368164062,31.0546875,4.453125,0.945933059359469,TRUE,344.947076612903,385.05720180045,425.167326987997,0.631111025810242
0,56.5,11,2,0,49.921875,6.97265625,0.942653498788198,TRUE,554.518696743761,618.99761496978,683.476533195799,0
0.5,56.5,28,3,0,84.19921875,10.6640625,0.94310784716767,TRUE,935.262168099513,1044.01358299481,1152.7649978901,0
1,56.5,28,4,0,104.23828125,16.34765625,0.943891264420199,TRUE,1157.85065904595,1292.48445660944,1427.11825417292,68.2724990844727
1.5,56.5,16,4,0,113.02734375,22.79296875,0.943246890235754,TRUE,1255.47719016281,1401.46290994919,1547.44862973556,57.0286102294922
2,56.5,29,5,0,118.06640625,24.78515625,0.945078613201411,TRUE,1311.44973466981,1463.94388986398,1616.43804505814,21.2327785491943
2.5,56.5,30,6,0,119.4140625,22.79296875,0.945802417799976,TRUE,1326.41913610773,1480.65391937607,1634.88870264441,1019.06555175781
3,56.5,41,7,0,120.9375,20.859375,0.945884920307396,TRUE,1343.34106816799,1499.54351795496,1655.74596774194,1040.31274414062
3.5,56.5,35,5,0,103.828125,15.9375,0.946112723472695,TRUE,1153.2947542605,1287.39879545358,1421.50283664666,608.480529785156
4,56.5,16,2,124.97876739502,84.66796875,13.4765625,0.946210245453214,TRUE,940.468916425745,1049.82576717292,1159.18261792011,838.564758300781
4.5,56.5,23,6,122.06031036377,96.09375,18.6328125,0.946820644721337,TRUE,1067.38340687766,1191.4977565146,1315.61210615154,404.964172363281
5,56.5,21,5,122.198364257812,101.8359375,20.21484375,0.947067593519161,TRUE,1131.16607387401,1262.69701269657,1394.22795151913,749.58251953125
5.5,56.5,21,3,121.107597351074,87.1875,14.94140625,0.947049636192927,TRUE,968.455188679245,1081.06625713032,1193.6773255814,1740.70104980469
6,56.5,19,2,119.731475830078,84.7265625,11.953125,0.947545681682043,TRUE,941.119759966524,1050.55229019519,1159.98482042386,2377.70678710938
6.5,56.5,23,3,120.03247833252,106.9921875,17.05078125,0.947714542477571,TRUE,1188.44030546257,1326.63103865589,1464.82177184921,465.717498779297
7,56.5,43,9,123.222244262695,142.265625,26.07421875,0.947792612427282,TRUE,1580.24811701156,1763.99789805942,1947.74767910728,494.839447021484
7.5,56.5,51,10,122.729675292969,130.25390625,23.90625,0.948110588972878,TRUE,1446.82519115186,1615.0606784951,1783.29616583833,3252.91943359375
11,56.5,10,1,0,32.87109375,4.453125,0.94854396111607,TRUE,365.123226377054,407.579415490665,450.035604604276,1022.02166748047
11.5,56.5,8,2,0,29.1796875,5.5078125,0.948231995195482,TRUE,324.120083307973,361.80846508797,399.496846867967,685.218078613281
12,56.5,6,1,124.552085876465,18.984375,3.1640625,0.948019032005519,TRUE,210.873307212416,235.39345921386,259.913611215304,5056.8154296875
-2.5,57,33,7,0,118.9453125,23.7890625,0,FALSE,0,0,0,7.1563892364502
-2,57,84,16,0,249.7265625,50.21484375,0.94635042974094,TRUE,2773.89517080036,3096.44112089343,3418.9870709865,3531.02807617188
