"bimac","density_freq","bathymetry_prob","reconstruction_log_probability","percentile","longitude","latitude","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
123.670402526855,12.1875,0.948131342057013,-2.31164455413818,"0p-25p",3.5,52.5,135.375456482045,223.663797665987,311.95213884993,7082.9404296875
0,12.01171875,0.948285748941137,-1.36855387687683,"50p-75p",4,52.5,0,0,0,3589.9833984375
0,0,0,-1.01182079315186,"75p-100p",-4.5,53,0,0,0,139.091110229492
123.643753051758,0,0.948356936198055,-2.10134553909302,"25p-50p",1.5,53,0,0,0,5258.13623046875
124.094802856445,0,0.948228835575307,-2.01371169090271,"25p-50p",2,53,0,0,0,2059.84912109375
121.579933166504,0.46875,0.947962565954921,-2.05163216590881,"25p-50p",2.5,53,5.2067483262325,8.60245375638413,11.9981591865358,14557.09765625
120.121116638184,1.9921875,0.948010731077148,-2.11515140533447,"0p-25p",3,53,22.1286803864881,36.5604284646326,50.992176542777,12201.1279296875
118.586616516113,4.51171875,0.948088415959165,-2.27742767333984,"0p-25p",3.5,53,50.1149526399878,82.7986174051973,115.482282170407,7398.98388671875
124.126953125,5.5078125,0.94816803778167,-2.2230429649353,"0p-25p",4,53,61.1792928332319,101.078831637514,140.978370441795,2272.34912109375
0,4.453125,0.948695808437193,-1.25488102436066,"50p-75p",5,53,0,0,0,81770.7890625
125.60026550293,1.69921875,0.948609198106714,-2.20028948783875,"0p-25p",0.5,53.5,18.8744626825928,31.1838948668925,43.4933270511921,6881.44580078125
121.918663024902,0.76171875,0.948429123392282,-2.16492748260498,"0p-25p",1,53.5,8.46096603012782,13.9789873541242,19.4970086781206,2360.49682617188
122.493743896484,0,0.948205542789178,-2.14259099960327,"0p-25p",1.5,53.5,0,0,0,2275.90893554688
125.205345153809,0,0.94804392143302,-2.05924344062805,"25p-50p",2,53.5,0,0,0,4271.09814453125
124.372688293457,0,0.948164797165831,-2.09290051460266,"25p-50p",2.5,53.5,0,0,0,5350.89111328125
119.89616394043,0.76171875,0.947947784865826,-2.17997121810913,"0p-25p",3,53.5,8.46096603012782,13.9789873541242,19.4970086781206,8595.154296875
116.433929443359,3.22265625,0.947900414180077,-2.02756595611572,"25p-50p",3.5,53.5,35.7963947428484,59.1418695751409,82.4873444074334,4824.7724609375
118.088157653809,5.7421875,0.948014455391322,-2.1397979259491,"0p-25p",4,53.5,63.7826669963481,105.380058515706,146.977450035063,4663.74951171875
125.899185180664,7.734375,0.948177331661202,-2.22908544540405,"0p-25p",4.5,53.5,85.9113473828363,141.940486980338,197.96962657784,2933.56591796875
0,8.0859375,0.948266619522626,-1.31043577194214,"50p-75p",5,53.5,0,0,0,4078.70092773438
126.171539306641,9.66796875,0.948784402634495,-2.33588194847107,"0p-25p",7,53.5,107.389184228545,177.425608725423,247.4620332223,7330.08740234375
0,0,0.947953941296293,-1.21329522132874,"50p-75p",-4.5,54,0,0,0,1744.07861328125
0,0.52734375,0.947918720010264,-1.22685098648071,"50p-75p",-4,54,0,0,0,3167.57470703125
0,0.9375,0.948242236507602,-1.18745994567871,"50p-75p",-3.5,54,0,0,0,108.948059082031
0,2.4609375,0.947731090547478,-1.25006890296936,"50p-75p",0,54,0,0,0,10326.0947265625
120.679595947266,2.75390625,0.947183224569548,-2.26404643058777,"0p-25p",0.5,54,30.5896464166159,50.5394158187568,70.4891852208976,7085.91796875
116.423118591309,0.99609375,0.947586316457643,-2.21507596969604,"0p-25p",1,54,11.0643401932441,18.2802142323163,25.4960882713885,1083.2197265625
119.037445068359,0.234375,0.946907989826709,-2.12428617477417,"0p-25p",1.5,54,2.60337416311625,4.30122687819207,5.99907959326788,1869.17309570312
122.575576782227,0.52734375,0.946984501551524,-2.21256399154663,"0p-25p",2,54,5.85759186701156,9.67776047593215,13.4979290848527,2866.15283203125
123.247871398926,0.234375,0.946798780506121,-2.00661444664001,"25p-50p",2.5,54,2.60337416311625,4.30122687819207,5.99907959326788,6585.93994140625
119.267967224121,0.76171875,0.947513043784317,-2.13985347747803,"0p-25p",3,54,8.46096603012782,13.9789873541242,19.4970086781206,1496.74584960938
113.796447753906,2.98828125,0.947441442412746,-2.09010148048401,"25p-50p",3.5,54,33.1930205797322,54.8406426969488,76.4882648141655,904.807800292969
120.403717041016,5.21484375,0.947341846752491,-2.27728652954102,"0p-25p",4,54,57.9250751293366,95.7022980397735,133.47952095021,3145.580078125
124.124366760254,6.6796875,0.947358969547048,-2.09453535079956,"25p-50p",4.5,54,74.1961636488131,122.584966028474,170.973768408135,6211.1904296875
0,8.7890625,0.947574284823042,-1.31142544746399,"50p-75p",5,54,0,0,0,10134.6923828125
0,11.015625,0.94772155527374,-1.35365986824036,"50p-75p",5.5,54,0,0,0,6639.39404296875
0,11.89453125,0.947963587389787,-1.34465205669403,"50p-75p",6,54,0,0,0,2804.16528320312
0,12.83203125,0.947952183747943,-1.37961530685425,"50p-75p",6.5,54,0,0,0,460.740844726562
121.812805175781,15.05859375,0.947900414180077,-2.44015836715698,"0p-25p",7,54,167.266789980219,276.35382692384,385.440863867461,1721.13195800781
122.190017700195,19.51171875,0.947788262147682,-2.42602968215942,"0p-25p",7.5,54,216.730899079428,358.07713760949,499.423376139551,10107.0830078125
124.311111450195,20.7421875,0.948230020899702,-2.42424893379211,"0p-25p",8,54,230.398613435788,380.658578719998,530.918544004208,40588.58203125
124.841339111328,1.93359375,0.94868325417882,-2.15653038024902,"0p-25p",14,54,21.4778368457091,35.4851217450845,49.49240664446,1639.90417480469
0,0,0.948053529786082,-1.18230330944061,"50p-75p",-4.5,54.5,0,0,0,179.19416809082
0,0.234375,0.947918571676705,-1.21063792705536,"50p-75p",-4,54.5,0,0,0,183.05778503418
0,1.46484375,0.947733310870435,-1.2248113155365,"50p-75p",-0.5,54.5,0,0,0,2564.15454101562
0,2.98828125,0.947099907402733,-1.26129603385925,"50p-75p",0,54.5,0,0,0,943.881652832031
122.232917785645,2.98828125,0.946619056157002,-2.04558610916138,"25p-50p",0.5,54.5,33.1930205797322,54.8406426969488,76.4882648141655,2075.81201171875
117.354339599609,0.99609375,0.947251830275681,-1.97521758079529,"25p-50p",1,54.5,11.0643401932441,18.2802142323163,25.4960882713885,5264.06494140625
118.884956359863,0.76171875,0.947696453373039,-2.17810201644897,"0p-25p",1.5,54.5,8.46096603012782,13.9789873541242,19.4970086781206,2195.21948242188
123.709968566895,1.46484375,0.948319507313951,-2.08913111686707,"25p-50p",2,54.5,16.2710885194766,26.8826679887004,37.4942474579243,1291.80834960938
123.051696777344,0.76171875,0.948305114481679,-2.00889611244202,"25p-50p",2.5,54.5,8.46096603012782,13.9789873541242,19.4970086781206,232.045837402344
120.115196228027,0.234375,0.947837887066092,-2.12843322753906,"0p-25p",3,54.5,2.60337416311625,4.30122687819207,5.99907959326788,978.569152832031
116.567726135254,0.99609375,0.947442492254181,-2.08502721786499,"25p-50p",3.5,54.5,11.0643401932441,18.2802142323163,25.4960882713885,2358.80151367188
120.655517578125,1.7578125,0.947349788995597,-2.2176353931427,"0p-25p",4,54.5,19.5253062233719,32.2592015864405,44.9930969495091,8515.4736328125
122.593826293945,2.98828125,0.947329713996552,-2.0933723449707,"25p-50p",4.5,54.5,33.1930205797322,54.8406426969488,76.4882648141655,1785.22253417969
0,8.02734375,0.947441442412746,-1.29943215847015,"50p-75p",5,54.5,0,0,0,1337.73608398438
0,14.0625,0.947568250626746,-1.38205468654633,"50p-75p",5.5,54.5,0,0,0,4089.66870117188
0,13.76953125,0.947571772066803,-1.41242003440857,"25p-50p",6,54.5,152.94823208308,252.697079093784,352.445926104488,4343.46142578125
0,9.7265625,0.947623766651323,-1.33071744441986,"50p-75p",6.5,54.5,0,0,0,4791.47021484375
124.748474121094,11.484375,0.947707672439372,-2.35879921913147,"0p-25p",7,54.5,127.565333992696,210.760117031411,293.954900070126,5545.06103515625
121.917701721191,21.5625,0.948157219692697,-2.29899072647095,"0p-25p",7.5,54.5,239.510423006695,395.71287279367,551.915322580645,12037.111328125
121.45093536377,30.3515625,0.948469426255262,-2.38223576545715,"0p-25p",8,54.5,337.136954123554,557.008880725873,776.880807328191,41941.4921875
124.890815734863,21.38671875,0.94868129963682,-2.26230025291443,"0p-25p",8.5,54.5,237.557892384358,392.486952635026,547.416012885694,323.880554199219
113.72972869873,12.12890625,0.948760971999604,-2.26589488983154,"0p-25p",11,54.5,134.724612941266,222.588490946439,310.452368951613,869.779174804688
118.343002319336,11.015625,0.948247602980525,-2.21412658691406,"0p-25p",11.5,54.5,122.358585666464,202.157663275027,281.95674088359,155.20166015625
0,4.39453125,0,-1.10928082466125,"50p-75p",13.5,54.5,0,0,0,4142.55859375
0,3.515625,0.948480967984103,-1.26128852367401,"50p-75p",14,54.5,0,0,0,504.843048095703
0,0.99609375,0.948575732581195,-1.25084328651428,"50p-75p",14.5,54.5,0,0,0,3232.4248046875
0,0,0.94806549104805,-1.21998190879822,"50p-75p",15,54.5,0,0,0,7177.96337890625
0,0,0.947262968562198,-1.21445775032043,"50p-75p",15.5,54.5,0,0,0,0
0,0,0,-1.04242396354675,"75p-100p",-4.5,55,0,0,0,0
0,0,0,-1.01281201839447,"75p-100p",-4,55,0,0,0,0
123.399078369141,1.875,0.945492095558461,-2.1617579460144,"0p-25p",-1,55,20.82699330493,34.4098150255365,47.9926367461431,8540.0732421875
0,1.81640625,0.946118091213928,-1.19077730178833,"50p-75p",-0.5,55,0,0,0,431.166656494141
0,2.2265625,0.945830465224256,-1.24562609195709,"50p-75p",0,55,0,0,0,1195.46862792969
125.956352233887,2.2265625,0.945573747028037,-2.04161596298218,"25p-50p",0.5,55,24.7320545496044,40.8616553428246,56.9912561360449,406.780822753906
121.522560119629,0.76171875,0.946832263980355,-2.19998836517334,"0p-25p",1,55,8.46096603012782,13.9789873541242,19.4970086781206,3493.40258789062
121.520072937012,0.76171875,0.94825569626116,-2.11831784248352,"0p-25p",1.5,55,8.46096603012782,13.9789873541242,19.4970086781206,5753.39501953125
123.100578308105,1.46484375,0.948199819053381,-2.11618709564209,"0p-25p",2,55,16.2710885194766,26.8826679887004,37.4942474579243,3584.01025390625
124.661315917969,0.76171875,0.948068297553303,-2.19353032112122,"0p-25p",2.5,55,8.46096603012782,13.9789873541242,19.4970086781206,861.864685058594
122.43669128418,0,0.948207137797378,-2.22353196144104,"0p-25p",3,55,0,0,0,1179.80139160156
118.797790527344,0,0.947690022778569,-2.06000661849976,"25p-50p",3.5,55,0,0,0,1983.85229492188
119.283843994141,1.171875,0.947297800930892,-2.04064059257507,"25p-50p",4,55,13.0168708155813,21.5061343909603,29.9953979663394,2114.3779296875
120.804473876953,5.80078125,0.947295050418843,-2.17874479293823,"0p-25p",4.5,55,64.4335105371272,106.455365235254,148.47721993338,1170.06640625
120.335693359375,13.2421875,0.947586816715043,-2.29003262519836,"0p-25p",5,55,147.090640216068,243.019318617852,338.947997019635,3996.01000976562
122.561233520508,18.6328125,0.947637073548905,-2.35577869415283,"0p-25p",5.5,55,206.968245967742,341.947536816269,476.926827664797,2175.97509765625
122.79564666748,15.64453125,0.947603443612495,-2.37973427772522,"0p-25p",6,55,173.77522538801,287.10689411932,400.438562850631,13242.7685546875
123.745384216309,9.0234375,0.947417725287473,-2.31940245628357,"0p-25p",6.5,55,100.229905279976,165.597234810395,230.964564340813,6279.5126953125
123.850074768066,9.2578125,0.947966940805952,-2.22678279876709,"0p-25p",7,55,102.833279443092,169.898461688587,236.963643934081,3803.52954101562
122.336624145508,18.69140625,0.948183374645031,-2.40682053565979,"0p-25p",7.5,55,207.619089508521,343.022843535817,478.426597563114,3017.88037109375
119.006500244141,27.36328125,0.948509867536603,-2.45518636703491,"0p-25p",8,55,303.943933543822,502.168238028924,700.392542514025,22148.61328125
118.81819152832,20.5078125,0.948700982277726,-2.44658994674683,"0p-25p",8.5,55,227.795239272672,376.357351841806,524.91946441094,3909.90625
114.202415466309,3.046875,0.948108103945273,-2.19486594200134,"0p-25p",10,55,33.8438641205113,55.9159494164969,77.9880347124825,1342.18225097656
106.750831604004,6.15234375,0,-1.97365272045135,"25p-50p",10.5,55,68.3385717818016,112.907205552542,157.475839323282,864.386352539062
119.433799743652,3.6328125,0,-2.03207659721375,"25p-50p",12,55,40.3522995283019,66.669016611977,92.9857336956522,206.350830078125
125.001106262207,3.45703125,0,-2.05409002304077,"25p-50p",12.5,55,38.3997689059647,63.443096453333,88.4864240007013,267.792236328125
0,4.453125,0.948166958033808,-1.25577366352081,"50p-75p",13,55,0,0,0,87.2186126708984
0,4.74609375,0.947370989267662,-1.23388803005219,"50p-75p",13.5,55,0,0,0,313.144439697266
0,2.98828125,0.947319537019204,-1.25388824939728,"50p-75p",14,55,0,0,0,792.931396484375
0,0.76171875,0.947976830854341,-1.18622612953186,"50p-75p",14.5,55,0,0,0,3035.24853515625
0,0,0,-0.992626368999481,"75p-100p",15,55,0,0,0,1511.00561523438
0,0,0.945626389371494,-1.23523557186127,"50p-75p",15.5,55,0,0,0,0
120.916809082031,0.703125,0.947827940389662,-2.13740491867065,"0p-25p",-1.5,55.5,7.81012248934875,12.9036806345762,17.9972387798036,4310.6669921875
119.48949432373,1.81640625,0.94385846614493,-1.97676432132721,"25p-50p",-1,55.5,20.1761497641509,33.3345083059885,46.4928668478261,2676.95703125
121.965034484863,1.46484375,0.946564911451131,-2.17748618125916,"0p-25p",-0.5,55.5,16.2710885194766,26.8826679887004,37.4942474579243,1021.03137207031
0,0.99609375,0.945434209797772,-1.19719517230988,"50p-75p",0,55.5,0,0,0,263.493896484375
124.286239624023,0.76171875,0.94548616267965,-2.18829584121704,"0p-25p",0.5,55.5,8.46096603012782,13.9789873541242,19.4970086781206,13.7752780914307
123.575866699219,0.234375,0.945580725378983,-2.14392566680908,"0p-25p",1,55.5,2.60337416311625,4.30122687819207,5.99907959326788,87.6788864135742
0,0.234375,0.94584469203648,-1.21335434913635,"50p-75p",1.5,55.5,0,0,0,168.680557250977
0,0.99609375,0.946260332211775,-1.24044358730316,"50p-75p",2,55.5,0,0,0,395.163604736328
0,2.4609375,0.946964063303665,-1.19481337070465,"50p-75p",2.5,55.5,0,0,0,902.69580078125
124.160850524902,3.80859375,0.947599461702598,-2.30321669578552,"0p-25p",3,55.5,42.3048301506391,69.8949367706211,97.4850433906031,945.380554199219
122.357269287109,3.22265625,0.947728868495647,-2.25385904312134,"0p-25p",3.5,55.5,35.7963947428484,59.1418695751409,82.4873444074334,785.041381835938
122.825996398926,6.50390625,0.947919609841957,-2.25535464286804,"0p-25p",4,55.5,72.243633026476,119.35904586983,166.474458713184,999.343627929688
121.825874328613,16.46484375,0.947910847183202,-2.36472249031067,"0p-25p",4.5,55.5,182.887034958917,302.161188192993,421.435341427069,6397.55712890625
122.370010375977,23.3203125,0.94742582730837,-2.42335176467896,"0p-25p",5,55.5,259.035729230067,427.972074380111,596.908419530154,4505.076171875
119.951377868652,23.203125,0.947484191897584,-2.36138534545898,"0p-25p",5.5,55.5,257.734042148509,425.821460941015,593.90887973352,10611.6455078125
120.5517578125,19.3359375,0.947317716224811,-2.37509965896606,"0p-25p",6,55.5,214.778368457091,354.851217450845,494.9240664446,8649.6513671875
119.918037414551,16.40625,0.947605763907778,-2.47128176689148,"0p-25p",6.5,55.5,182.236191418138,301.085881473445,419.935571528752,5237.6748046875
120.316108703613,16.9921875,0.948020174926994,-2.31883668899536,"0p-25p",7,55.5,188.744626825928,311.838948668925,434.933270511921,4186.54736328125
120.170211791992,18.80859375,0.948412929934157,-2.31227374076843,"0p-25p",7.5,55.5,208.920776590079,345.173456974913,481.426137359748,3444.47412109375
119.60717010498,16.93359375,0.948751737604671,-2.37807965278625,"0p-25p",8,55.5,188.093783285149,310.763641949377,433.433500613605,18010.380859375
0,0.46875,0,-1.0630441904068,"75p-100p",9.5,55.5,0,0,0,279.397491455078
121.821350097656,2.28515625,0.948654851818896,-2.08938407897949,"25p-50p",12.5,55.5,25.3828980903834,41.9369620623727,58.4910260343619,2139.59057617188
124.024337768555,2.2265625,0,-2.0279586315155,"25p-50p",13,55.5,24.7320545496044,40.8616553428246,56.9912561360449,7.1875
0,1.7578125,0,-1.01753056049347,"75p-100p",13.5,55.5,0,0,0,0
0,0.99609375,0,-1.03841698169708,"75p-100p",14,55.5,0,0,0,422.480834960938
118.269378662109,0,0.945634144913736,-1.93456101417542,"25p-50p",15,55.5,0,0,0,3455.74340820312
118.269378662109,0,0.945558004917849,-2.23815965652466,"0p-25p",15.5,55.5,0,0,0,0
0,3.28125,0.946824451651431,-1.26422309875488,"50p-75p",-2,56,0,0,0,6860.1455078125
122.915878295898,3.046875,0.945630412496838,-2.26410579681396,"0p-25p",-1.5,56,33.8438641205113,55.9159494164969,77.9880347124825,1840.12219238281
121.456703186035,2.40234375,0.946174396840575,-2.05211853981018,"25p-50p",-1,56,26.6845851719416,44.0875755014687,61.4905658309958,615.008850097656
120.608963012695,2.4609375,0.945884920307396,-2.11890125274658,"0p-25p",-0.5,56,27.3354287127206,45.1628822210167,62.9903357293128,335.042785644531
121.942977905273,2.51953125,0.94262229607177,-2.14439249038696,"0p-25p",0,56,27.9862722534997,46.2381889405647,64.4901056276297,117.886108398438
120.680709838867,2.98828125,0.942935398845406,-2.10589528083801,"0p-25p",0.5,56,33.1930205797322,54.8406426969488,76.4882648141655,233.451110839844
122.927307128906,3.75,0.942498030013868,-2.23494219779968,"0p-25p",1,56,41.65398660986,68.8196300510731,95.9852734922861,130.090545654297
0,4.21875,0.942066444834976,-1.2451376914978,"50p-75p",1.5,56,0,0,0,2969.54663085938
0,6.03515625,0.945249694541811,-1.25856411457062,"50p-75p",2,56,0,0,0,180.635559082031
0,10.48828125,0.945622074732865,-1.33141136169434,"50p-75p",2.5,56,0,0,0,153.702499389648
123.382202148438,13.59375,0.945873543621562,-2.25739336013794,"0p-25p",3,56,150.995701460743,249.47115893514,347.946616409537,591.660278320312
124.108085632324,11.25,0.946165572792507,-2.20266389846802,"0p-25p",3.5,56,124.96195982958,206.458890153219,287.955820476858,1716.51306152344
123.488990783691,13.0078125,0.946751619335108,-2.25974655151367,"0p-25p",4,56,144.487266052952,238.71809173966,332.948917426367,757.985534667969
0,23.02734375,0.946721494424873,-1.51194894313812,"25p-50p",4.5,56,255.781511526172,422.595540782371,589.409570038569,2918.32470703125
123.275344848633,26.1328125,0.947339315435087,-2.51825141906738,"0p-25p",5,56,290.276219187462,479.586796918415,668.897374649369,5380.77783203125
121.950080871582,19.98046875,0.94716417094498,-2.42541646957397,"0p-25p",5.5,56,221.93764740566,366.679591365874,511.421535326087,18482.294921875
119.305656433105,16.2890625,0.947361484972524,-2.28565263748169,"0p-25p",6,56,180.934504336579,298.935268034349,416.936031732118,6671.77685546875
117.691444396973,20.390625,0.947572609888925,-2.40732645988464,"0p-25p",6.5,56,226.493552191114,374.20673840271,521.919924614306,5526.916015625
116.302925109863,27.24609375,0.947807322287695,-2.44901013374329,"0p-25p",7,56,302.642246462264,500.017624589828,697.393002717391,7098.26025390625
118.897605895996,23.14453125,0.948157219692697,-2.36508083343506,"0p-25p",7.5,56,257.08319860773,424.746154221467,592.409109835203,4932.7275390625
0,1.46484375,0,-1.0496392250061,"75p-100p",10,56,0,0,0,2235.01123046875
122.183654785156,2.2265625,0.948551571495571,-2.12114477157593,"0p-25p",10.5,56,24.7320545496044,40.8616553428246,56.9912561360449,622.403625488281
113.245391845703,4.04296875,0.948322299639948,-2.1743528842926,"0p-25p",11,56,44.9082043137553,74.1961636488131,103.484122983871,1325.02282714844
110.113456726074,4.86328125,0.948385034633909,-2.06281304359436,"25p-50p",11.5,56,54.0200138846622,89.2504577224854,124.480901560309,4095.59814453125
118.939613342285,1.171875,0,-2.10283851623535,"0p-25p",12.5,56,13.0168708155813,21.5061343909603,29.9953979663394,4714.71923828125
0,0,0,-1.0443708896637,"75p-100p",14.5,56,0,0,0,1141.38024902344
116.228492736816,0,0.947924498722345,-2.02443075180054,"25p-50p",15,56,0,0,0,1038.86608886719
116.228492736816,0,0.948401786328908,-2.02761507034302,"25p-50p",15.5,56,0,0,0,0
0,11.42578125,0.947940437452343,-1.35175037384033,"50p-75p",-2.5,56.5,0,0,0,7130.4296875
0,19.51171875,0.947260373111796,-1.41697919368744,"25p-50p",-2,56.5,216.730899079428,358.07713760949,499.423376139551,9967.697265625
124.885864257812,16.23046875,0.946845946032124,-2.28061628341675,"0p-25p",-1.5,56.5,180.2836607958,297.859961314801,415.436261833801,2480.94702148438
121.991554260254,7.20703125,0.946180184778036,-2.27853798866272,"0p-25p",-1,56.5,80.0537555158247,132.262726504406,184.471697492987,779.523864746094
119.346206665039,4.453125,0.945933059359469,-2.23787569999695,"0p-25p",-0.5,56.5,49.4641090992088,81.7233106856493,113.98251227209,376.909454345703
117.904182434082,6.97265625,0.942653498788198,-2.18935680389404,"0p-25p",0,56.5,77.4503813527085,127.961499626214,178.472617899719,779.344421386719
120.261528015137,10.6640625,0.94310784716767,-2.16671562194824,"0p-25p",0.5,56.5,118.453524421789,195.705822957739,272.958121493689,2020.42468261719
0,16.34765625,0.943891264420199,-1.40682232379913,"25p-50p",1,56.5,181.585347877358,300.010574753897,418.435801630435,4192.2197265625
0,22.79296875,0.943246890235754,-1.48036086559296,"25p-50p",1.5,56.5,253.178137363055,418.294313904178,583.410490445302,1921.24499511719
0,24.78515625,0.945078613201411,-1.51686298847198,"25p-50p",2,56.5,275.306817749544,454.854742368811,634.402666988079,196.327499389648
0,22.79296875,0.945802417799976,-1.49633038043976,"25p-50p",2.5,56.5,253.178137363055,418.294313904178,583.410490445302,447.543884277344
124.586418151855,20.859375,0.945884920307396,-2.41681957244873,"0p-25p",3,56.5,231.700300517346,382.809192159094,533.918083800841,583.968322753906
122.330490112305,15.9375,0.946112723472695,-2.13083100318909,"0p-25p",3.5,56.5,177.029443091905,292.483427717061,407.937412342216,1008.93249511719
122.891387939453,13.4765625,0.946210245453214,-2.48604297637939,"0p-25p",4,56.5,149.694014379184,247.320545496044,344.947076612903,1414.86059570312
0,18.6328125,0.946820644721337,-1.43986034393311,"25p-50p",4.5,56.5,206.968245967742,341.947536816269,476.926827664797,735.051696777344
123.507629394531,20.21484375,0.947067593519161,-2.35881352424622,"0p-25p",5,56.5,224.541021568777,370.980818244066,517.420614919355,1063.40393066406
122.963584899902,14.94140625,0.947049636192927,-2.28457021713257,"0p-25p",5.5,56.5,165.965102898661,274.203213484744,382.441324070827,3956.140625
121.359771728516,11.953125,0.947545681682043,-2.28768491744995,"0p-25p",6,56.5,132.772082318929,219.362570787795,305.953059256662,5309.6767578125
115.958557128906,17.05078125,0.947714542477571,-2.28069162368774,"0p-25p",6.5,56.5,189.395470366707,312.914255388473,436.433040410238,5188.96044921875
117.062400817871,26.07421875,0.947792612427282,-2.53131580352783,"0p-25p",7,56.5,289.625375646683,478.511490198867,667.397604751052,4443.9453125
120.230903625488,23.90625,0.948110588972878,-2.50277590751648,"0p-25p",7.5,56.5,265.544164637858,438.725141575591,611.906118513324,6713.14453125
120.065139770508,4.453125,0.94854396111607,-2.13585805892944,"0p-25p",11,56.5,49.4641090992088,81.7233106856493,113.98251227209,907.266662597656
114.243682861328,5.5078125,0.948231995195482,-2.23167061805725,"0p-25p",11.5,56.5,61.1792928332319,101.078831637514,140.978370441795,13110.5546875
112.432731628418,3.1640625,0.948019032005519,-2.04358053207397,"25p-50p",12,56.5,35.1455512020694,58.0665628555929,80.9875745091164,19178.439453125
0,23.7890625,0,-1.32058548927307,"50p-75p",-2.5,57,0,0,0,3187.05834960938
0,50.21484375,0.94635042974094,-1.7881361246109,"25p-50p",-2,57,557.772914447657,921.53785865265,1285.30280285764,3311.10913085938
0,47.28515625,0.945190829112333,-1.77029716968536,"25p-50p",-1.5,57,525.230737408704,867.772522675249,1210.3143079418,2114.2001953125
0,23.49609375,0.946198749349826,-1.48462200164795,"25p-50p",-1,57,260.988259852404,431.197994538755,601.407729225105,1597.64892578125
123.188926696777,11.71875,0.945408307010047,-2.21240544319153,"0p-25p",-0.5,57,130.168708155813,215.061343909603,299.953979663394,214.927780151367
122.42211151123,14.58984375,0.942884272507619,-2.2696475982666,"0p-25p",0,57,162.060041653987,267.751373167456,373.442704680926,141.229446411133
0,23.02734375,0.942460908357185,-1.49482369422913,"25p-50p",0.5,57,255.781511526172,422.595540782371,589.409570038569,635.806396484375
0,35.7421875,0.942081225869171,-1.64194178581238,"25p-50p",1,57,397.014559875228,655.93709892429,914.859637973352,1213.96142578125
