"bimac","density","density_freq","bathymetry_prob","reconstruction_log_probability","percentile","longitude","latitude","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
0,29030.390625,17.16796875,0.94816803778167,-3.02334213256836,"0p-25p",4,53,12125.0630256608,18187.5945384912,24250.1260513217,3235.99682617188
0,78046.46484375,11.66015625,0.948695808437193,-3.97060012817383,"0p-25p",5,53,32597.5050554626,48896.2575831939,65195.0101109252,52758.3359375
0,495.05859375,6.4453125,0.948609198106714,-1.72855758666992,"25p-50p",0.5,53.5,206.770095799004,310.155143698507,413.540191598009,333.063598632812
0,380.859375,9.43359375,0.948429123392282,-1.89433944225311,"25p-50p",1,53.5,159.072745022314,238.609117533471,318.145490044628,1119.2197265625
0,470.91796875,12.421875,0.948205542789178,-2.04039311408997,"25p-50p",1.5,53.5,196.68733103759,295.030996556385,393.37466207518,372.820831298828
0,565.1953125,13.7109375,0.94804392143302,-2.07833886146545,"25p-50p",2,53.5,236.063953613114,354.09593041967,472.127907226227,236.896392822266
0,532.91015625,12.71484375,0.948164797165831,-2.05145359039307,"25p-50p",2.5,53.5,222.579479381222,333.869219071833,445.158958762444,904.328918457031
0,655.3125,11.71875,0.947947784865826,-2.0029194355011,"25p-50p",3,53.5,273.703012358393,410.55451853759,547.406024716787,1289.95910644531
0,1499.12109375,11.89453125,0.947900414180077,-2.02324771881104,"25p-50p",3.5,53.5,626.13479713783,939.202195706746,1252.26959427566,838.653869628906
0,6344.35546875,13.18359375,0.948014455391322,-2.20209693908691,"25p-50p",4,53.5,2649.8337865817,3974.75067987255,5299.66757316341,1798.17358398438
0,40146.6796875,16.58203125,0.948177331661202,-3.27093625068665,"0p-25p",4.5,53.5,16767.9804164521,25151.9706246782,33535.9608329042,2472.6962890625
0,71950.6640625,18.984375,0.948266619522626,-4.35908842086792,"0p-25p",5,53.5,30051.4845895554,45077.2268843332,60102.9691791109,40718.25390625
54210.62890625,10316.54296875,12.59765625,0.948784402634495,-3.33007645606995,"0p-25p",7,53.5,4308.88909897443,6463.33364846164,8617.77819794885,8194.609375
0,72.421875,0.76171875,0.947953941296293,-1.50021862983704,"50p-75p",-4.5,54,0,0,0,0
54211.70703125,234.375,1.9921875,0.947918720010264,-2.62414836883545,"0p-25p",-4,54,97.8909200137316,146.836380020597,195.781840027463,9106.513671875
54206.55078125,222.421875,1.69921875,0.948242236507602,-2.50376343727112,"25p-50p",-3.5,54,92.8984830930312,139.347724639547,185.796966186062,5872.5400390625
0,1439.00390625,9.90234375,0.947731090547478,-1.93365943431854,"25p-50p",0,54,601.025776154308,901.538664231462,1202.05155230862,2097.2041015625
0,1535.9765625,12.7734375,0.947183224569548,-2.06487822532654,"25p-50p",0.5,54,641.52814430999,962.292216464985,1283.05628861998,7567.9072265625
0,643.41796875,11.1328125,0.947586316457643,-1.96926331520081,"25p-50p",1,54,268.735048167697,403.102572251545,537.470096335393,946.67138671875
0,184.1015625,10.25390625,0.946907989826709,-1.93468368053436,"25p-50p",1.5,54,76.8933176707861,115.339976506179,153.786635341572,22.0477771759033
0,241.46484375,10.95703125,0.946984501551524,-1.95418620109558,"25p-50p",2,54,100.852120344147,151.27818051622,201.704240688294,95.8277740478516
54217.51953125,298.359375,10.95703125,0.946798780506121,-2.99811267852783,"0p-25p",2.5,54,124.61514117748,186.92271176622,249.230282354961,269.294708251953
0,369.4921875,9.66796875,0.947513043784317,-1.90519380569458,"25p-50p",3,54,154.325035401648,231.487553102472,308.650070803296,711.878601074219
0,501.73828125,7.96875,0.947441442412746,-1.85883104801178,"25p-50p",3.5,54,209.559987019396,314.339980529094,419.119974038792,928.671630859375
0,2329.8046875,7.20703125,0.947341846752491,-1.83335506916046,"25p-50p",4,54,973.084690396498,1459.62703559475,1946.169380793,634.273864746094
0,13017.83203125,11.89453125,0.947358969547048,-2.33485293388367,"25p-50p",4.5,54,5437.13089759269,8155.69634638903,10874.2617951854,1384.42163085938
0,29271.2109375,17.63671875,0.947574284823042,-3.08648037910461,"0p-25p",5,54,12225.6459459749,18338.4689189624,24451.2918919499,5590.9736328125
0,36990.17578125,17.578125,0.94772155527374,-3.17542862892151,"0p-25p",5.5,54,15449.6099784372,23174.4149676558,30899.2199568744,6873.3271484375
54214.34375,38770.8984375,15.87890625,0.947963587389787,-4.00679636001587,"0p-25p",6,54,16193.3607159715,24290.0410739573,32386.721431943,6549.8544921875
54207.8671875,28737.421875,18.3984375,0.947952183747943,-4.14252853393555,"0p-25p",6.5,54,12002.6993756437,18004.0490634655,24005.3987512873,19411.1015625
54210.515625,16603.65234375,22.8515625,0.947900414180077,-3.89731454849243,"0p-25p",7,54,6934.81302834277,10402.2195425142,13869.6260566855,18800.37890625
54214.04296875,20342.8125,23.7890625,0.947788262147682,-3.89472961425781,"0p-25p",7.5,54,8496.54029351184,12744.8104402678,16993.0805870237,15488.7431640625
54213.625,26349.08203125,19.21875,0.948230020899702,-3.92416286468506,"0p-25p",8,54,11005.1664279737,16507.7496419606,22010.3328559475,8285.5791015625
0,269.47265625,1.9921875,0.94868325417882,-1.51665854454041,"50p-75p",14,54,0,0,0,0
0,149.296875,0.99609375,0.948053529786082,-1.57297968864441,"50p-75p",-4.5,54.5,0,0,0,0
0,325.60546875,2.2265625,0.947918571676705,-1.57029688358307,"50p-75p",-4,54.5,0,0,0,1361.52502441406
0,929.58984375,8.4375,0.947733310870435,-1.84491753578186,"25p-50p",-0.5,54.5,388.259861504463,582.389792256694,776.519723008926,1254.32690429688
0,2397.3046875,17.16796875,0.947099907402733,-2.27357816696167,"25p-50p",0,54.5,1001.27727536045,1501.91591304068,2002.55455072091,11555.3662109375
0,2351.66015625,17.87109375,0.946619056157002,-2.36408686637878,"25p-50p",0.5,54.5,982.213018687779,1473.31952803167,1964.42603737556,2583.72607421875
0,861.50390625,10.78125,0.947251830275681,-1.97212898731232,"25p-50p",1,54.5,359.822549240474,539.733823860711,719.645098480947,1245.29467773438
0,71.77734375,6.2109375,0.947696453373039,-1.74710154533386,"25p-50p",1.5,54.5,29.9790942542053,44.9686413813079,59.9581885084106,354.379455566406
0,108.046875,6.97265625,0.948319507313951,-1.78429019451141,"25p-50p",2,54.5,45.1277141263302,67.6915711894954,90.2554282526605,550.662231445312
0,165.234375,7.44140625,0.948305114481679,-1.79403066635132,"25p-50p",2.5,54.5,69.0130986096807,103.519647914521,138.026197219361,436.155822753906
54217.30078125,313.59375,6.26953125,0.947837887066092,-2.78040218353271,"0p-25p",3,54.5,130.978050978373,196.467076467559,261.956101956746,259.401947021484
54211.296875,615.8203125,4.98046875,0.947442492254181,-2.61609745025635,"0p-25p",3.5,54.5,257.20839233608,385.812588504119,514.416784672159,176.709167480469
54214.0546875,641.6015625,4.21875,0.947349788995597,-2.54384446144104,"0p-25p",4,54.5,267.97639353759,401.964590306385,535.95278707518,122.859161376953
0,971.89453125,6.15234375,0.947329713996552,-1.72054946422577,"25p-50p",4.5,54.5,405.929172566941,608.893758850412,811.858345133883,1016.77612304688
0,5437.03125,11.015625,0.947441442412746,-2.09011363983154,"25p-50p",5,54.5,2270.87356247854,3406.31034371782,4541.74712495709,4066.71118164062
0,15192.3046875,13.7109375,0.947568250626746,-2.44391560554504,"25p-50p",5.5,54.5,6345.33838075009,9518.00757112513,12690.6767615002,10456.318359375
54212.66796875,20087.63671875,15,0.947571772066803,-3.60793590545654,"0p-25p",6,54.5,8389.96155434689,12584.9423315203,16779.9231086938,3070.712890625
54210.62109375,14476.875,18.6328125,0.947623766651323,-3.60822153091431,"0p-25p",6.5,54.5,6046.52634740817,9069.78952111225,12093.0526948163,1358.47888183594
54206.03125,11370.05859375,24.375,0.947707672439372,-3.89535927772522,"0p-25p",7,54.5,4748.90878443615,7123.36317665422,9497.8175688723,2263.36303710938
54212.5546875,24372.48046875,28.9453125,0.948157219692697,-4.48167848587036,"0p-25p",7.5,54.5,10179.6033540379,15269.4050310569,20359.2067080759,5000.65869140625
54215.1640625,38096.30859375,28.18359375,0.948469426255262,-4.72382783889771,"0p-25p",8,54.5,15911.606175442,23867.409263163,31823.212350884,11808.96875
54216.140625,26499.90234375,17.98828125,0.94868129963682,-3.90839624404907,"0p-25p",8.5,54.5,11068.1592350026,16602.2388525039,22136.3184700051,40143.29296875
0,0,0,0.948760971999604,-1.45619833469391,"50p-75p",11,54.5,0,0,0,3403.93969726562
0,0.9375,0.234375,0.948247602980525,-1.5195198059082,"50p-75p",11.5,54.5,0,0,0,9340.2353515625
0,292.91015625,2.98828125,0,-1.36009359359741,"75p-100p",13.5,54.5,0,0,0,1134.33801269531
0,2382.01171875,5.9765625,0.948480967984103,-1.80404150485992,"25p-50p",14,54.5,994.889892829557,1492.33483924434,1989.77978565911,2716.41088867188
0,5898.6328125,7.67578125,0.948575732581195,-1.93096077442169,"25p-50p",14.5,54.5,2463.66972944559,3695.50459416838,4927.33945889118,858.981384277344
0,5473.30078125,5.7421875,0.94806549104805,-1.83439970016479,"25p-50p",15,54.5,2286.02218235067,3429.033273526,4572.04436470134,610.636108398438
0,1704.4921875,1.7578125,0.947262968562198,-1.61660134792328,"50p-75p",15.5,54.5,0,0,0,3979.40307617188
0,125.68359375,0.76171875,0,-1.34434461593628,"75p-100p",-4.5,55,0,0,0,0
0,244.6875,1.46484375,0,-1.40068483352661,"75p-100p",-4,55,0,0,0,785.418090820312
0,180.46875,4.21875,0.945492095558461,-1.65585517883301,"25p-50p",-1,55,75.3760084105733,113.06401261586,150.752016821147,7649.1455078125
54216.59765625,956.66015625,10.72265625,0.946118091213928,-2.90489363670349,"0p-25p",-0.5,55,399.566262766049,599.349394149073,799.132525532098,2447.18798828125
54217.4453125,2034.08203125,19.16015625,0.945830465224256,-3.36444759368896,"0p-25p",0,55,849.570822069173,1274.35623310376,1699.14164413835,430.838348388672
0,1823.96484375,18.92578125,0.945573747028037,-2.34589457511902,"25p-50p",0.5,55,761.811612276862,1142.71741841529,1523.62322455372,43.8077812194824
0,613.76953125,9.66796875,0.946832263980355,-1.95753359794617,"25p-50p",1,55,256.351846785959,384.527770178939,512.703693571919,138.152496337891
0,40.78125,4.04296875,0.94825569626116,-1.64871954917908,"25p-50p",1.5,55,17.0330200823893,25.5495301235839,34.0660401647786,668.858337402344
54216.890625,65.625,4.21875,0.948199819053381,-2.59467959403992,"0p-25p",2,55,27.4094576038448,41.1141864057672,54.8189152076897,67.8944473266602
0,95.2734375,4.74609375,0.948068297553303,-1.66171085834503,"25p-50p",2.5,55,39.7926589855819,59.6889884783728,79.5853179711638,291.3125
54217.125,242.109375,4.453125,0.948207137797378,-2.68601512908936,"0p-25p",3,55,101.121320374185,151.681980561277,202.242640748369,109.273887634277
54211.7578125,574.27734375,4.98046875,0.947690022778569,-2.63439178466797,"0p-25p",3.5,55,239.857226763646,359.785840145469,479.714453527291,41.9863891601562
54213.32421875,642.94921875,5.2734375,0.947297800930892,-2.67036652565002,"0p-25p",4,55,268.539266327669,402.808899491504,537.078532655338,305.208618164062
0,349.86328125,5.44921875,0.947295050418843,-1.70510053634644,"25p-50p",4.5,55,146.126670850498,219.190006275747,292.253341700996,553.591918945312
0,194.8828125,7.5,0.947586816715043,-1.7744904756546,"25p-50p",5,55,81.3962999914178,122.094449987127,162.792599982836,285.976959228516
0,216.2109375,9.66796875,0.947637073548905,-1.90606188774109,"25p-50p",5.5,55,90.3043737126674,135.456560569001,180.608747425335,615.408081054688
54216.28515625,245.15625,11.953125,0.947603443612495,-3.00726771354675,"0p-25p",6,55,102.393902334363,153.590853501545,204.787804668726,1405.42944335938
54208.80078125,963.69140625,16.46484375,0.947417725287473,-3.24779391288757,"0p-25p",6.5,55,402.502990366461,603.754485549691,805.005980732921,2160.13305664062
54210.10546875,5693.26171875,23.14453125,0.947966940805952,-3.57029986381531,"0p-25p",7,55,2377.89281078356,3566.83921617533,4755.78562156711,5181.2216796875
54214.08203125,19003.2421875,28.359375,0.948183374645031,-4.10606241226196,"0p-25p",7.5,55,7937.04474017336,11905.56711026,15874.0894803467,5148.6865234375
54215.02734375,30441.6796875,27.5390625,0.948509867536603,-4.50281715393066,"0p-25p",8,55,12714.5132005235,19071.7698007853,25429.026401047,14657.4658203125
54215.56640625,22235.5078125,17.4609375,0.948700982277726,-3.81097197532654,"0p-25p",8.5,55,9287.05841808273,13930.5876271241,18574.1168361655,11532.8779296875
0,0,0,0.948108103945273,-1.4362918138504,"50p-75p",10,55,0,0,0,953.521667480469
0,0,0,0,-1.24857914447784,"75p-100p",10.5,55,0,0,0,5719.43310546875
0,2411.42578125,1.69921875,0,-1.44577813148499,"50p-75p",12,55,0,0,0,163.962783813477
0,7824.7265625,2.2265625,0,-1.60150146484375,"50p-75p",12.5,55,0,0,0,670.918334960938
0,7873.18359375,2.28515625,0.948166958033808,-1.74481761455536,"25p-50p",13,55,3288.37625783127,4932.56438674691,6576.75251566255,1280.4775390625
0,3097.03125,4.21875,0.947370989267662,-1.68555974960327,"25p-50p",13.5,55,1293.53061706145,1940.29592559217,2587.0612341229,4159.35498046875
0,4488.1640625,7.265625,0.947319537019204,-1.89761233329773,"25p-50p",14,55,1874.56217280295,2811.84325920443,3749.12434560591,6485.703125
0,10461.50390625,8.90625,0.947976830854341,-2.13067746162415,"25p-50p",14.5,55,4369.43463300292,6554.15194950438,8738.86926600584,2833.01171875
0,10794.7265625,7.20703125,0,-1.92496538162231,"25p-50p",15,55,4508.61104853244,6762.91657279866,9017.22209706488,8093.81201171875
0,3897.71484375,2.51953125,0.945626389371494,-1.64873218536377,"25p-50p",15.5,55,1627.95047255836,2441.92570883754,3255.90094511672,5232.6123046875
0,82.3828125,3.45703125,0.947827940389662,-1.59562849998474,"50p-75p",-1.5,55.5,0,0,0,4052.88940429688
0,228.22265625,6.2109375,0.94385846614493,-1.73493349552155,"25p-50p",-1,55.5,95.3212833633711,142.981925045057,190.642566726742,13095.5126953125
54216.70703125,561.62109375,10.48828125,0.946564911451131,-2.93187236785889,"0p-25p",-0.5,55.5,234.571117082904,351.856675624356,469.142234165808,772.376403808594
54210.90625,866.25,15.9375,0.945434209797772,-3.21268582344055,"0p-25p",0,55.5,361.804840370752,542.707260556128,723.609680741504,40.1180572509766
54214.328125,646.9921875,14.6484375,0.94548616267965,-3.05754017829895,"0p-25p",0.5,55.5,270.227884697906,405.341827046859,540.455769395812,33.7747230529785
0,185.91796875,7.265625,0.945580725378983,-1.78387677669525,"25p-50p",1,55.5,77.6519723008926,116.477958451339,155.303944601785,110.265274047852
54215.8828125,27.65625,3.45703125,0.94584469203648,-2.54715657234192,"0p-25p",1.5,55.5,11.5511285616203,17.3266928424305,23.1022571232406,111.007499694824
54215.328125,47.9296875,3.75,0.946260332211775,-2.72134494781494,"0p-25p",2,55.5,20.0186931428081,30.0280397142121,40.0373862856162,25.8438892364502
54217.390625,57.7734375,3.984375,0.946964063303665,-2.64029812812805,"0p-25p",2.5,55.5,24.1301117833848,36.1951676750772,48.2602235667697,118.094161987305
54216.9609375,103.88671875,4.51171875,0.947599461702598,-2.63327074050903,"0p-25p",3,55.5,43.3901502960865,65.0852254441298,86.780300592173,140.106674194336
0,256.2890625,6.2109375,0.947728868495647,-1.73150587081909,"25p-50p",3.5,55.5,107.043721035015,160.565581552523,214.087442070031,298.936676025391
0,323.73046875,6.9140625,0.947919609841957,-1.77793371677399,"25p-50p",4,55.5,135.211833268967,202.81774990345,270.423666537933,1123.02221679688
0,246.4453125,6.03515625,0.947910847183202,-1.70913314819336,"25p-50p",4.5,55.5,102.932302394439,154.398453591658,205.864604788877,1718.2236328125
0,234.90234375,6.6796875,0.94742582730837,-1.73803329467773,"25p-50p",5,55.5,98.1111745837624,147.166761875644,196.222349167525,2309.68994140625
0,288.3984375,9.2578125,0.947484191897584,-1.86055481433868,"25p-50p",5.5,55.5,120.454777076897,180.682165615345,240.909554153793,1450.998046875
54211.3359375,375.703125,11.953125,0.947317716224811,-2.99780416488647,"0p-25p",6,55.5,156.919144782012,235.378717173018,313.838289564023,1973.01501464844
54214.42578125,927.24609375,15.17578125,0.947605763907778,-3.16197180747986,"0p-25p",6.5,55.5,387.280952304325,580.921428456488,774.561904608651,4379.7705078125
54215.15234375,3661.93359375,20.68359375,0.948020174926994,-3.39045357704163,"0p-25p",7,55.5,1529.47220702455,2294.20831053682,3058.94441404909,4937.78759765625
0,10855.3125,24.9609375,0.948412929934157,-2.89654946327209,"0p-25p",7.5,55.5,4533.91585135599,6800.87377703398,9067.83170271198,5114.0927734375
54212.15625,14877.36328125,19.39453125,0.948751737604671,-3.66953945159912,"0p-25p",8,55.5,6213.79745698163,9320.69618547245,12427.5949139633,10478.6865234375
0,0,0,0,-1.28269577026367,"75p-100p",9.5,55.5,0,0,0,34.8274993896484
0,20692.67578125,2.75390625,0.948654851818896,-2.08945178985596,"25p-50p",12.5,55.5,8642.66696436234,12964.0004465435,17285.3339287247,250.642501831055
0,17577.83203125,2.6953125,0,-1.88934350013733,"25p-50p",13,55.5,7341.69663737985,11012.5449560698,14683.3932747597,220.112487792969
0,6029.765625,3.515625,0,-1.60809779167175,"50p-75p",13.5,55.5,0,0,0,1598.39001464844
0,2474.82421875,4.39453125,0,-1.60059869289398,"50p-75p",14,55.5,0,0,0,3304.72827148438
0,7962.94921875,4.16015625,0.945634144913736,-1.83634090423584,"25p-50p",15,55.5,3325.86848019653,4988.8027202948,6651.73696039307,8501.4462890625
0,3392.51953125,1.7578125,0.945558004917849,-1.63208401203156,"25p-50p",15.5,55.5,1416.94659446876,2125.41989170314,2833.89318893752,1295.01440429688
0,47.8125,2.6953125,0.946824451651431,-1.54817354679108,"50p-75p",-2,56,0,0,0,3240.2548828125
54215.99609375,126.5625,5.5078125,0.945630412496838,-2.60697269439697,"0p-25p",-1.5,56,52.861096807415,79.2916452111226,105.72219361483,10498.1904296875
54217.0546875,192.24609375,7.96875,0.946174396840575,-2.80096983909607,"0p-25p",-1,56,80.2950271412633,120.442540711895,160.590054282527,2011.0478515625
54214.40625,226.0546875,9.9609375,0.945884920307396,-2.9083046913147,"0p-25p",-0.5,56,94.4157923532441,141.623688529866,188.831584706488,64.9308319091797
54209.390625,188.3203125,11.19140625,0.94262229607177,-2.96428060531616,"0p-25p",0,56,78.6553542310333,117.98303134655,157.310708462067,10.8877792358398
54208.38671875,89.8828125,8.73046875,0.942935398845406,-2.79590582847595,"0p-25p",0.5,56,37.5411678252661,56.3117517378991,75.0823356505321,0
54213.6875,27.59765625,4.74609375,0.942498030013868,-2.7082359790802,"0p-25p",1,56,11.5266558316169,17.2899837474253,23.0533116632338,10.5150003433228
0,23.84765625,3.984375,0.942066444834976,-1.66527044773102,"25p-50p",1.5,56,9.96040111139719,14.9406016670958,19.9208022227944,1.68194401264191
54215.9921875,40.48828125,4.21875,0.945249694541811,-2.59305453300476,"0p-25p",2,56,16.9106564323721,25.3659846485582,33.8213128647443,21.8861103057861
54216.73828125,42.7734375,3.984375,0.945622074732865,-2.60950422286987,"0p-25p",2.5,56,17.865092902506,26.797639353759,35.730185805012,3.80555486679077
54214.9765625,36.6796875,4.21875,0.945873543621562,-2.58651471138,"0p-25p",3,56,15.319928982149,22.9798934732235,30.639857964298,136.718887329102
0,63.45703125,5.5078125,0.946165572792507,-1.69425392150879,"25p-50p",3.5,56,26.5039665937178,39.7559498905767,53.0079331874356,112.074440002441
0,108.28125,6.2109375,0.946751619335108,-1.750359416008,"25p-50p",4,56,45.225605046344,67.838407569516,90.4512100926879,558.036682128906
0,168.69140625,5.44921875,0.946721494424873,-1.73482954502106,"25p-50p",4.5,56,70.4569896798833,105.685484519825,140.913979359767,2467.88427734375
54215.6953125,263.203125,6.03515625,0.947339315435087,-2.70451712608337,"0p-25p",5,56,109.931503175421,164.897254763131,219.863006350841,7948.12109375
54213.23828125,345.05859375,7.96875,0.94716417094498,-2.75495362281799,"0p-25p",5.5,56,144.119906990216,216.179860485324,288.239813980433,3261.6396484375
54210.26953125,435.703125,9.66796875,0.947361484972524,-2.86944389343262,"0p-25p",6,56,181.979220305527,272.96883045829,363.958440611054,3925.37133789062
54214.9296875,1157.63671875,11.19140625,0.947572609888925,-2.90548133850098,"0p-25p",6.5,56,483.507726677824,725.261590016735,967.015453355647,2831.59204101562
0,3228.75,15,0.947807322287695,-2.21222400665283,"25p-50p",7,56,1348.54531410917,2022.81797116375,2697.09062821833,1914.17724609375
0,5278.7109375,16.2890625,0.948157219692697,-2.31346845626831,"25p-50p",7.5,56,2204.74824600927,3307.1223690139,4409.49649201854,2927.29809570312
0,0,0,0,-1.32834196090698,"75p-100p",10,56,0,0,0,43.0541648864746
0,0,0,0.948551571495571,-1.51908445358276,"50p-75p",10.5,56,0,0,0,509.000549316406
0,2.34375,0.234375,0.948322299639948,-1.41698014736176,"50p-75p",11,56,0,0,0,312.657775878906
0,19.5703125,0.76171875,0.948385034633909,-1.50059533119202,"50p-75p",11.5,56,0,0,0,35.156665802002
0,17882.2265625,1.93359375,0,-1.87331104278564,"25p-50p",12.5,56,7468.83246974768,11203.2487046215,14937.6649394954,2318.08740234375
0,1143.984375,0.9375,0,-1.36680805683136,"75p-100p",14.5,56,0,0,0,763.515319824219
0,2193.75,1.0546875,0.947924498722345,-1.61232244968414,"50p-75p",15,56,0,0,0,4025.81689453125
0,974.765625,0.46875,0.948401786328908,-1.46697247028351,"50p-75p",15.5,56,0,0,0,2775.2431640625
0,469.04296875,2.75390625,0.947940437452343,-1.59501218795776,"50p-75p",-2.5,56.5,0,0,0,20363.671875
0,608.203125,6.73828125,0.947260373111796,-1.82385945320129,"25p-50p",-2,56.5,254.026937435633,381.04040615345,508.053874871267,7108.1875
54215.51171875,471.09375,10.48828125,0.946845946032124,-2.88071632385254,"0p-25p",-1.5,56.5,196.7607492276,295.141123841401,393.521498455201,316.301940917969
54211.50390625,365.5078125,12.421875,0.946180184778036,-2.99846863746643,"0p-25p",-1,56.5,152.660889761414,228.991334642122,305.321779522829,104.64249420166
54210.5859375,319.04296875,11.953125,0.945933059359469,-3.00745272636414,"0p-25p",-0.5,56.5,133.254014868692,199.881022303038,266.508029737384,0.631111025810242
54208.921875,361.7578125,9.43359375,0.942653498788198,-2.83087611198425,"0p-25p",0,56.5,151.094635041195,226.641952561792,302.189270082389,0
54209.62109375,310.78125,7.03125,0.94310784716767,-2.63512372970581,"0p-25p",0.5,56.5,129.803359938208,194.705039907312,259.606719876416,0
54211.94140625,124.86328125,6.2109375,0.943891264420199,-2.69025635719299,"0p-25p",1,56.5,52.1513876373155,78.2270814559732,104.302775274631,68.2724990844727
0,43.06640625,6.2109375,0.943246890235754,-1.71935570240021,"25p-50p",1.5,56.5,17.9874565525232,26.9811848287848,35.9749131050463,57.0286102294922
0,39.90234375,4.98046875,0.945078613201411,-1.66827797889709,"25p-50p",2,56.5,16.6659291323378,24.9988936985067,33.3318582646756,21.2327785491943
54212.6328125,31.0546875,3.75,0.945802417799976,-2.62411093711853,"0p-25p",2.5,56.5,12.9705469018194,19.4558203527291,25.9410938036389,1019.06555175781
54213.0078125,21.15234375,3.22265625,0.945884920307396,-2.5034327507019,"25p-50p",3,56.5,8.83465553123927,13.2519832968589,17.6693110624785,1040.31274414062
