"bimac","density","density_freq","bathymetry_prob","reconstruction_log_probability","percentile","longitude","latitude","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
0,1154.53125,6.38671875,0.948205542789178,-1.67338263988495,"25p-50p",1.5,53.5,2285.27064126898,3427.90596190347,4570.54128253796,2275.90893554688
3174.60473632812,1097.40234375,6.328125,0.94804392143302,-2.55052161216736,"25p-50p",2,53.5,2172.1901055789,3258.28515836836,4344.38021115781,4271.09814453125
3179.744140625,1294.86328125,7.734375,0.948164797165831,-2.5079185962677,"25p-50p",2.5,53.5,2563.04282893845,3844.56424340767,5126.0856578769,5350.89111328125
0,1764.140625,10.37109375,0.947947784865826,-1.76510751247406,"25p-50p",3,53.5,3491.92694210954,5237.89041316432,6983.85388421909,8595.154296875
0,2457.59765625,18.80859375,0.947900414180077,-1.75768196582794,"25p-50p",3.5,53.5,4864.55067533216,7296.82601299824,9729.10135066432,4824.7724609375
3177.51000976562,3206.484375,34.921875,0.948014455391322,-2.61885929107666,"0p-25p",4,53.5,6346.8915231833,9520.33728477495,12693.7830463666,4663.74951171875
0,4180.8984375,77.40234375,0.948177331661202,-2.25930094718933,"25p-50p",4.5,53.5,8275.63953192787,12413.4592978918,16551.2790638557,2933.56591796875
0,4361.71875,108.1640625,0.948266619522626,-2.38644981384277,"25p-50p",5,53.5,8633.55392489154,12950.3308873373,17267.1078497831,4078.70092773438
3176.60083007812,2981.484375,108.10546875,0.948784402634495,-2.91461491584778,"0p-25p",7,53.5,5901.52818261931,8852.29227392896,11803.0563652386,7330.08740234375
0,65.68359375,1.0546875,0.947953941296293,-1.45371639728546,"50p-75p",-4.5,54,0,0,0,1744.07861328125
0,225.64453125,3.45703125,0.947918720010264,-1.46499311923981,"50p-75p",-4,54,0,0,0,3167.57470703125
3171.68237304688,254.12109375,3.8671875,0.948242236507602,-2.30113172531128,"25p-50p",-3.5,54,503.005418756779,754.508128135168,1006.01083751356,108.948059082031
0,1472.9296875,36.26953125,0.947731090547478,-1.79165327548981,"25p-50p",0,54,2915.50616018167,4373.25924027251,5831.01232036334,10326.0947265625
0,2009.58984375,30.29296875,0.947183224569548,-1.80974638462067,"25p-50p",0.5,54,3977.76731544875,5966.65097317313,7955.5346308975,7085.91796875
0,1687.32421875,11.015625,0.947586316457643,-1.70459401607513,"25p-50p",1,54,3339.87711412012,5009.81567118018,6679.75422824024,1083.2197265625
0,1239.78515625,8.73046875,0.946907989826709,-1.74544787406921,"25p-50p",1.5,54,2454.02159452956,3681.03239179433,4908.04318905911,1869.17309570312
3179.70532226562,1120.37109375,9.2578125,0.946984501551524,-2.44529271125793,"25p-50p",2,54,2217.65427992815,3326.48141989222,4435.30855985629,2866.15283203125
3179.93212890625,1169.94140625,6.4453125,0.946798780506121,-2.49633646011353,"25p-50p",2.5,54,2315.77339089615,3473.66008634422,4631.5467817923,6585.93994140625
0,1334.12109375,5.7421875,0.947513043784317,-1.60910749435425,"50p-75p",3,54,0,0,0,1496.74584960938
3177.16137695312,1736.89453125,11.71875,0.947441442412746,-2.62275147438049,"0p-25p",3.5,54,3437.99622508812,5156.99433763219,6875.99245017625,904.807800292969
3171.56176757812,2577.890625,24.9609375,0.947341846752491,-2.764888048172,"0p-25p",4,54,5102.65769048265,7653.98653572397,10205.3153809653,3145.580078125
3177.4453125,3956.19140625,44.12109375,0.947358969547048,-2.93746757507324,"0p-25p",4.5,54,7830.85609154691,11746.2841373204,15661.7121830938,6211.1904296875
3180.08911132812,4812.65625,56.42578125,0.947574284823042,-2.91751670837402,"0p-25p",5,54,9526.13628660521,14289.2044299078,19052.2725732104,10134.6923828125
3180.41967773438,4354.453125,46.9921875,0.94772155527374,-3.00819993019104,"0p-25p",5.5,54,8619.17240035249,12928.7586005287,17238.344800705,6639.39404296875
3173.94653320312,3875.9765625,38.671875,0.947963587389787,-2.78403091430664,"0p-25p",6,54,7672.07942143438,11508.1191321516,15344.1588428688,2804.16528320312
3173.87670898438,4210.48828125,67.6171875,0.947952183747943,-3.08309578895569,"0p-25p",6.5,54,8334.2094504135,12501.3141756203,16668.418900827,460.740844726562
3173.3125,5165.91796875,119.12109375,0.947900414180077,-3.18683171272278,"0p-25p",7,54,10225.379927298,15338.069890947,20450.759854596,1721.13195800781
3179.21948242188,6075.9375,149.296875,0.947788262147682,-3.5700511932373,"0p-25p",7.5,54,12026.6658758134,18039.9988137202,24053.3317516269,10107.0830078125
3179.97021484375,5341.58203125,140.859375,0.948230020899702,-3.54899072647095,"0p-25p",8,54,10573.0880770404,15859.6321155606,21146.1761540808,40588.58203125
3171.25146484375,966.03515625,29.8828125,0.94868325417882,-2.59704756736755,"0p-25p",14,54,1912.16286351003,2868.24429526505,3824.32572702007,1639.90417480469
0,42.0703125,0.46875,0.948053529786082,-1.54981732368469,"50p-75p",-4.5,54.5,0,0,0,179.19416809082
0,135.29296875,1.7578125,0.947918571676705,-1.46319854259491,"50p-75p",-4,54.5,0,0,0,183.05778503418
0,1068.22265625,17.51953125,0.947733310870435,-1.70046734809875,"25p-50p",-0.5,54.5,2114.43204734951,3171.64807102427,4228.86409469902,2564.15454101562
0,1421.42578125,22.8515625,0.947099907402733,-1.69798505306244,"25p-50p",0,54.5,2813.55970800569,4220.33956200854,5627.11941601139,943.881652832031
0,1457.87109375,17.16796875,0.946619056157002,-1.72231566905975,"25p-50p",0.5,54.5,2885.69929077413,4328.5489361612,5771.39858154826,2075.81201171875
0,1216.34765625,7.67578125,0.947251830275681,-1.66228568553925,"50p-75p",1,54.5,0,0,0,5264.06494140625
0,1145.0390625,11.015625,0.947696453373039,-1.55032074451447,"50p-75p",1.5,54.5,0,0,0,2195.21948242188
0,1227.71484375,14.00390625,0.948319507313951,-1.64099669456482,"50p-75p",2,54.5,0,0,0,1291.80834960938
0,1104.4921875,8.3203125,0.948305114481679,-1.67019498348236,"50p-75p",2.5,54.5,0,0,0,232.045837402344
0,929.53125,3.984375,0.947837887066092,-1.59253942966461,"50p-75p",3,54.5,0,0,0,978.569152832031
3175.4755859375,1109.58984375,6.9140625,0.947442492254181,-2.55574631690979,"25p-50p",3.5,54.5,2196.31395319279,3294.47092978918,4392.62790638557,2358.80151367188
3176.27099609375,1736.77734375,12.890625,0.947349788995597,-2.53581428527832,"25p-50p",4,54.5,3437.76426501491,5156.64639752237,6875.52853002983,8515.4736328125
0,2925.234375,22.03125,0.947329713996552,-1.92384719848633,"25p-50p",4.5,54.5,5790.18734747831,8685.28102121746,11580.3746949566,1785.22253417969
0,4331.71875,38.73046875,0.947441442412746,-2.08064460754395,"25p-50p",5,54.5,8574.17214614968,12861.2582192245,17148.3442922994,1337.73608398438
0,4971.5625,50.68359375,0.947568250626746,-2.1871645450592,"25p-50p",5.5,54.5,9840.67414587853,14761.0112188178,19681.3482917571,4089.66870117188
3177.72436523438,4680.9375,44.0625,0.947571772066803,-2.98860239982605,"0p-25p",6,54.5,9265.4131643167,13898.1197464751,18530.8263286334,4343.46142578125
3178.58959960938,4303.59375,41.19140625,0.947623766651323,-3.04503774642944,"0p-25p",6.5,54.5,8518.50172857918,12777.7525928688,17037.0034571584,4791.47021484375
3178.93920898438,4657.1484375,63.69140625,0.947707672439372,-3.11788439750671,"0p-25p",7,54.5,9218.32526945499,13827.4879041825,18436.65053891,5545.06103515625
0,5871.6796875,116.42578125,0.948157219692697,-2.50562143325806,"25p-50p",7.5,54.5,11622.3594682077,17433.5392023115,23244.7189364154,12037.111328125
0,5938.4765625,149.00390625,0.948469426255262,-2.71536135673523,"0p-25p",8,54.5,11754.5767099376,17631.8650649065,23509.1534198753,41941.4921875
3178.712890625,3240.29296875,90.52734375,0.94868129963682,-3.02646970748901,"0p-25p",8.5,54.5,6413.8120043045,9620.71800645675,12827.624008609,323.880554199219
0,1872.1875,54.140625,0.948760971999604,-1.91703140735626,"25p-50p",11,54.5,3705.79412960954,5558.69119441432,7411.58825921909,869.779174804688
0,1635.9375,50.390625,0.948247602980525,-1.87528860569,"25p-50p",11.5,54.5,3238.16262201735,4857.24393302603,6476.32524403471,155.20166015625
3178.60009765625,1581.97265625,32.05078125,0,-2.47537708282471,"25p-50p",13.5,54.5,3131.34500830396,4697.01751245594,6262.69001660792,4142.55859375
3175.44897460938,1721.25,35.56640625,0.948480967984103,-2.69069480895996,"0p-25p",14,54.5,3407.02955531453,5110.5443329718,6814.05911062907,504.843048095703
3170.4189453125,964.62890625,14.82421875,0.948575732581195,-2.5852644443512,"0p-25p",14.5,54.5,1909.37934263151,2864.06901394726,3818.75868526302,3232.4248046875
3165.46630859375,314.12109375,1.7578125,0.94806549104805,-2.49403190612793,"25p-50p",15,54.5,621.76897624051,932.653464360765,1243.53795248102,7177.96337890625
3165.46630859375,67.32421875,0.46875,0.947262968562198,-2.38842487335205,"25p-50p",15.5,54.5,133.261062059382,199.891593089073,266.522124118764,0
0,10.3125,0,0,-1.1617739200592,"75p-100p",-4.5,55,0,0,0,0
0,21.2109375,0,0,-1.07248198986053,"75p-100p",-4,55,0,0,0,0
3179.53393554688,1310.15625,39.2578125,0.945492095558461,-2.78367829322815,"0p-25p",-1,55,2593.31361849241,3889.97042773861,5186.62723698482,8540.0732421875
0,1341.73828125,22.91015625,0.946118091213928,-1.75020778179169,"25p-50p",-0.5,55,2655.82685822261,3983.74028733392,5311.65371644523,431.166656494141
0,969.609375,4.74609375,0.945830465224256,-1.58238852024078,"50p-75p",0,55,0,0,0,1195.46862792969
0,783.69140625,5.21484375,0.945573747028037,-1.58600354194641,"50p-75p",0.5,55,0,0,0,406.780822753906
0,713.84765625,5.0390625,0.946832263980355,-1.5300498008728,"50p-75p",1,55,0,0,0,3493.40258789062
0,879.31640625,8.96484375,0.94825569626116,-1.67982149124146,"25p-50p",1.5,55,1740.51240933433,2610.76861400149,3481.02481866865,5753.39501953125
0,1049.296875,11.89453125,0.948199819053381,-1.57645213603973,"50p-75p",2,55,0,0,0,3584.01025390625
0,884.70703125,7.96875,0.948068297553303,-1.53765261173248,"50p-75p",2.5,55,0,0,0,861.864685058594
0,700.1953125,5.2734375,0.948207137797378,-1.60843503475189,"50p-75p",3,55,0,0,0,1179.80139160156
0,909.7265625,7.91015625,0.947690022778569,-1.66164183616638,"50p-75p",3.5,55,0,0,0,1983.85229492188
0,1483.65234375,12.5390625,0.947297800930892,-1.67268013954163,"25p-50p",4,55,2936.73050688042,4405.09576032063,5873.46101376085,2114.3779296875
0,2488.30078125,22.32421875,0.947295050418843,-1.86771833896637,"25p-50p",4.5,55,4925.32421451329,7387.98632176993,9850.64842902657,1170.06640625
0,3800.56640625,41.71875,0.947586816715043,-2.06364440917969,"25p-50p",5,55,7522.81311432348,11284.2196714852,15045.626228647,3996.01000976562
0,4752.5390625,56.8359375,0.947637073548905,-2.17859244346619,"25p-50p",5.5,55,9407.14076904826,14110.7111535724,18814.2815380965,2175.97509765625
3180.25415039062,4804.5703125,46.69921875,0.947603443612495,-3.18295240402222,"0p-25p",6,55,9510.13104155369,14265.1965623305,19020.2620831074,13242.7685546875
0,4167.59765625,27.0703125,0.947417725287473,-2.01891016960144,"25p-50p",6.5,55,8249.31206361849,12373.9680954277,16498.624127237,6279.5126953125
0,3706.34765625,29.6484375,0.947966940805952,-1.96110033988953,"25p-50p",7,55,7336.31721546231,11004.4758231935,14672.6344309246,3803.52954101562
0,3959.296875,64.921875,0.948183374645031,-2.11945629119873,"25p-50p",7.5,55,7837.00303348699,11755.5045502305,15674.006066974,3017.88037109375
0,3985.1953125,100.4296875,0.948509867536603,-2.26241683959961,"25p-50p",8,55,7888.26620966649,11832.3993144997,15776.532419333,22148.61328125
0,2470.8984375,74.765625,0.948700982277726,-2.07545948028564,"25p-50p",8.5,55,4890.87814364154,7336.31721546231,9781.75628728308,3909.90625
0,959.8828125,13.30078125,0.948108103945273,-1.68723368644714,"25p-50p",10,55,1899.98495966649,2849.97743949973,3799.96991933297,1342.18225097656
0,1374.55078125,25.13671875,0,-1.4013112783432,"50p-75p",10.5,55,0,0,0,864.386352539062
0,943.18359375,19.74609375,0,-1.77261126041412,"25p-50p",12,55,1866.930649234,2800.395973851,3733.861298468,206.350830078125
0,1462.44140625,22.08984375,0,-1.45281147956848,"50p-75p",12.5,55,0,0,0,267.792236328125
3178.02758789062,1833.6328125,25.83984375,0.948166958033808,-2.66848468780518,"0p-25p",13,55,3629.47926552332,5444.21889828498,7258.95853104664,87.2186126708984
3178.87939453125,1879.39453125,25.546875,0.947370989267662,-2.78955841064453,"0p-25p",13.5,55,3720.05967411198,5580.08951116798,7440.11934822397,313.144439697266
3174.65966796875,1598.26171875,19.16015625,0.947319537019204,-2.6289598941803,"0p-25p",14,55,3163.58745848021,4745.38118772031,6327.17491696041,792.931396484375
3168.80908203125,1001.1328125,9.19921875,0.947976830854341,-2.43489551544189,"25p-50p",14.5,55,1981.63490543655,2972.45235815483,3963.2698108731,3035.24853515625
3169.97705078125,488.3203125,3.984375,0,-2.33005023002625,"25p-50p",15,55,966.577625067787,1449.86643760168,1933.15525013557,1511.00561523438
3169.97705078125,133.2421875,1.2890625,0.945626389371494,-2.39126753807068,"25p-50p",15.5,55,263.738603240239,395.607904860358,527.477206480477,0
0,987.59765625,18.1640625,0.947827940389662,-1.65885937213898,"50p-75p",-1.5,55.5,0,0,0,4310.6669921875
3176.72314453125,1277.87109375,29.296875,0.94385846614493,-2.70836615562439,"0p-25p",-1,55.5,2529.40861832294,3794.11292748441,5058.81723664588,2676.95703125
0,1017.48046875,15.29296875,0.946564911451131,-1.61552047729492,"50p-75p",-0.5,55.5,0,0,0,1021.03137207031
0,663.57421875,4.98046875,0.945434209797772,-1.53772854804993,"50p-75p",0,55.5,0,0,0,263.493896484375
0,486.6796875,6.26953125,0.94548616267965,-1.53713130950928,"50p-75p",0.5,55.5,0,0,0,13.7752780914307
0,420.703125,7.1484375,0.945580725378983,-1.60487377643585,"50p-75p",1,55.5,0,0,0,87.6788864135742
0,518.14453125,7.20703125,0.94584469203648,-1.52274668216705,"50p-75p",1.5,55.5,0,0,0,168.680557250977
0,656.89453125,7.32421875,0.946260332211775,-1.52698302268982,"50p-75p",2,55.5,0,0,0,395.163604736328
0,697.44140625,9.31640625,0.946964063303665,-1.66450750827789,"50p-75p",2.5,55.5,0,0,0,902.69580078125
0,785.91796875,13.359375,0.947599461702598,-1.71686851978302,"25p-50p",3,55.5,1555.64023098563,2333.46034647844,3111.28046197126,945.380554199219
0,1065,16.40625,0.947728868495647,-1.62361001968384,"50p-75p",3.5,55.5,0,0,0,785.041381835938
0,1741.81640625,25.4296875,0.947919609841957,-1.74551463127136,"25p-50p",4,55.5,3447.73854816296,5171.60782224444,6895.47709632592,999.343627929688
0,2774.47265625,42.1875,0.947910847183202,-1.94413042068481,"25p-50p",4.5,55.5,5491.77071329311,8237.65606993967,10983.5414265862,6397.55712890625
0,3759.78515625,57.1875,0.94742582730837,-2.0833158493042,"25p-50p",5,55.5,7442.09100884626,11163.1365132694,14884.1820176925,4505.076171875
3179.46411132812,4713.92578125,64.74609375,0.947484191897584,-3.01632571220398,"0p-25p",5.5,55.5,9330.70992492543,13996.0648873882,18661.4198498509,10611.6455078125
3180.41625976562,5314.39453125,55.13671875,0.947317716224811,-2.9651460647583,"0p-25p",6,55.5,10519.2733400556,15778.9100100834,21038.5466801112,8649.6513671875
0,5031.73828125,39.2578125,0.947605763907778,-2.15708231925964,"25p-50p",6.5,55.5,9959.78564347207,14939.6784652081,19919.5712869441,5237.6748046875
0,4233.1640625,35.7421875,0.948020174926994,-2.0974383354187,"25p-50p",7,55.5,8379.09372457972,12568.6405868696,16758.1874491594,4186.54736328125
0,3473.90625,51.38671875,0.948412929934157,-2.09272241592407,"25p-50p",7.5,55.5,6876.22441024946,10314.3366153742,13752.4488204989,3444.47412109375
0,2424.2578125,59.94140625,0.948751737604671,-2.00218605995178,"25p-50p",8,55.5,4798.5580345038,7197.83705175569,9597.11606900759,18010.380859375
0,357.1875,5.625,0,-1.34881234169006,"50p-75p",9.5,55.5,0,0,0,279.397491455078
3179.7451171875,1871.8359375,31.11328125,0.948654851818896,-2.79284691810608,"0p-25p",12.5,55.5,3705.09824938991,5557.64737408487,7410.19649877983,2139.59057617188
3177.77392578125,1826.6015625,27.01171875,0,-2.53287625312805,"25p-50p",13,55.5,3615.56166113069,5423.34249169604,7231.12332226139,7.1875
3174.7958984375,1203.984375,13.18359375,0,-2.44650888442993,"25p-50p",13.5,55.5,2383.15779216377,3574.73668824566,4766.31558432755,0
3174.36450195312,796.58203125,5.44921875,0,-2.35538053512573,"25p-50p",14,55.5,1576.74859764778,2365.12289647166,3153.49719529555,422.480834960938
3169.60229492188,372.01171875,2.6953125,0.945634144913736,-2.36220526695251,"25p-50p",15,55.5,736.357252406453,1104.53587860968,1472.71450481291,3455.74340820312
3169.60229492188,140.5078125,0.99609375,0.945558004917849,-2.41858005523682,"25p-50p",15.5,55.5,278.120127779284,417.180191668926,556.240255558568,0
3176.40185546875,1752.890625,22.6171875,0.946824451651431,-2.66094946861267,"0p-25p",-2,56,3469.65877508135,5204.48816262202,6939.31755016269,6860.1455078125
3173.94653320312,1521.50390625,19.04296875,0.945630412496838,-2.49468684196472,"25p-50p",-1.5,56,3011.65361052739,4517.48041579108,6023.30722105477,1840.12219238281
3177.5166015625,1020.76171875,10.37109375,0.946174396840575,-2.59045624732971,"0p-25p",-1,56,2020.4882176993,3030.73232654894,4040.97643539859,615.008850097656
0,778.59375,7.08984375,0.945884920307396,-1.50994491577148,"50p-75p",-0.5,56,0,0,0,335.042785644531
0,676.11328125,8.96484375,0.94262229607177,-1.54654967784882,"50p-75p",0,56,0,0,0,117.886108398438
0,669.90234375,13.4765625,0.942935398845406,-1.62518692016602,"50p-75p",0.5,56,0,0,0,233.451110839844
0,658.4765625,16.171875,0.942498030013868,-1.59100127220154,"50p-75p",1,56,0,0,0,130.090545654297
0,771.2109375,15.64453125,0.942066444834976,-1.63780522346497,"50p-75p",1.5,56,0,0,0,2969.54663085938
0,1126.81640625,16.2890625,0.945249694541811,-1.65502440929413,"50p-75p",2,56,0,0,0,180.635559082031
0,1403.84765625,24.2578125,0.945622074732865,-1.72410893440247,"25p-50p",2.5,56,2778.76569702413,4168.1485455362,5557.53139404826,153.702499389648
0,1521.26953125,34.1015625,0.945873543621562,-1.79223871231079,"25p-50p",3,56,3011.18969038097,4516.78453557145,6022.37938076193,591.660278320312
0,1640.9765625,35.625,0.946165572792507,-1.82742309570312,"25p-50p",3.5,56,3248.1369051654,4872.2053577481,6496.2738103308,1716.51306152344
0,2121.5625,41.07421875,0.946751619335108,-1.83979392051697,"25p-50p",4,56,4199.4051654013,6299.10774810195,8398.8103308026,757.985534667969
0,2907.48046875,57.24609375,0.946721494424873,-2.06103348731995,"25p-50p",4.5,56,5755.04539638693,8632.5680945804,11510.0907927739,2918.32470703125
0,3501.38671875,64.8046875,0.947339315435087,-2.07692861557007,"25p-50p",5,56,6930.6190474173,10395.9285711259,13861.2380948346,5380.77783203125
3174.1083984375,4180.1953125,62.34375,0.94716417094498,-2.87932229042053,"0p-25p",5.5,56,8274.24777148861,12411.3716572329,16548.4955429772,18482.294921875
3173.65991210938,4870.078125,57.421875,0.947361484972524,-3.01026844978333,"0p-25p",6,56,9639.79672247831,14459.6950837175,19279.5934449566,6671.77685546875
3179.81274414062,5145.234375,55.95703125,0.947572609888925,-3.10831642150879,"0p-25p",6.5,56,10184.4389743764,15276.6584615645,20368.8779487527,5526.916015625
0,5150.33203125,62.75390625,0.947807322287695,-2.33257913589478,"25p-50p",7,56,10194.529237561,15291.7938563415,20389.058475122,7098.26025390625
0,3992.578125,57.48046875,0.948157219692697,-2.10669374465942,"25p-50p",7.5,56,7902.87969427874,11854.3195414181,15805.7593885575,4932.7275390625
0,685.13671875,12.01171875,0,-1.36092853546143,"50p-75p",10,56,0,0,0,2235.01123046875
3180.41967773438,1348.30078125,17.4609375,0.948551571495571,-2.45291924476624,"25p-50p",10.5,56,2668.8166223224,4003.2249334836,5337.63324464479,622.403625488281
0,1858.359375,19.1015625,0.948322299639948,-1.71578800678253,"25p-50p",11,56,3678.42284097072,5517.63426145607,7356.84568194143,1325.02282714844
0,1590.41015625,13.30078125,0.948385034633909,-1.68963611125946,"25p-50p",11.5,56,3148.04613357511,4722.06920036266,6296.09226715022,4095.59814453125
3179.083984375,1448.3203125,24.84375,0,-2.48580503463745,"25p-50p",12.5,56,2866.79454480748,4300.19181721123,5733.58908961497,4714.71923828125
3173.986328125,195.87890625,0.46875,0,-2.25283527374268,"25p-50p",14.5,56,387.721262371204,581.581893556806,775.442524742408,1141.38024902344
3169.87060546875,190.4296875,0.52734375,0.947924498722345,-2.29718542098999,"25p-50p",15,56,376.93511896692,565.40267845038,753.87023793384,1038.86608886719
3169.87060546875,75.17578125,0.234375,0.948401786328908,-2.40979623794556,"25p-50p",15.5,56,148.802386964479,223.203580446719,297.604773928959,0
3177.77978515625,2972.109375,114.0234375,0.947940437452343,-3.01197028160095,"0p-25p",-2.5,56.5,5882.97137676247,8824.45706514371,11765.9427535249,7130.4296875
3175.66259765625,4234.98046875,153.69140625,0.947260373111796,-3.35477590560913,"0p-25p",-2,56.5,8382.68910571448,12574.0336585717,16765.378211429,9967.697265625
3175.361328125,3174.08203125,96.50390625,0.946845946032124,-3.20717144012451,"0p-25p",-1.5,56.5,6282.75456294062,9424.13184441093,12565.5091258812,2480.94702148438
3174.287109375,1797.12890625,30.3515625,0.946180184778036,-2.83162689208984,"0p-25p",-1,56.5,3557.22370271828,5335.83555407741,7114.44740543655,779.523864746094
3175.89282226562,1243.2421875,10.78125,0.945933059359469,-2.51765131950378,"25p-50p",-0.5,56.5,2460.86441668926,3691.29662503389,4921.72883337852,376.909454345703
3178.037109375,1272.12890625,16.34765625,0.942653498788198,-2.5906970500946,"0p-25p",0,56.5,2518.04257473563,3777.06386210344,5036.08514947126,779.344421386719
0,1699.27734375,27.83203125,0.94310784716767,-1.761510014534,"25p-50p",0.5,56.5,3363.53704158758,5045.30556238137,6727.07408317516,2020.42468261719
0,2112.59765625,39.0234375,0.943891264420199,-1.86677169799805,"25p-50p",1,56.5,4181.6602198007,6272.49032970106,8363.32043960141,4192.2197265625
0,2738.26171875,48.984375,0.943246890235754,-1.95649552345276,"25p-50p",1.5,56.5,5420.0950506711,8130.14257600664,10840.1901013422,1921.24499511719
